chelonoidis_abingdonii ENSCABG00000014314
gopherus_agassizii ENSGAGG00000025654
chrysemys_picta_bellii ENSCPBG00000010957
pelodiscus_sinensis ENSPSIG00000015388
pogona_vitticeps ENSPVIG00000008063
anolis_carolinensis ENSACAG00000012085
notechis_scutatus ENSNSUG00000004317
salvator_merianae ENSSMRG00000020530
sphenodon_punctatus ENSSPUG00000007025
canis_lupus_dingo ENSCAFG00020019464
canis_lupus_familiaris ENSCAFG00000002964
vulpes_vulpes ENSVVUG00000012902
neovison_vison ENSNVIG00000017016
ailuropoda_melanoleuca ENSAMEG00000012949
ursus_americanus ENSUAMG00000014007
felis_catus ENSFCAG00000031146
panthera_pardus ENSPPRG00000004949
equus_caballus ENSECAG00000014599
equus_asinus_asinus ENSEASG00005009650
pteropus_vampyrus ENSPVAG00000016679
capra_hircus ENSCHIG00000010188
ovis_aries ENSOARG00000014037
bos_taurus ENSBTAG00000006841
bos_mutus ENSBMUG00000020028
tursiops_truncatus ENSTTRG00000002223
sus_scrofa ENSSSCG00000029960
cebus_capucinus ENSCCAG00000000065
callithrix_jacchus ENSCJAG00000017224
saimiri_boliviensis_boliviensis ENSSBOG00000023394
aotus_nancymaae ENSANAG00000035434
pan_troglodytes ENSPTRG00000011346
pan_paniscus ENSPPAG00000015171
homo_sapiens ENSG00000131409
gorilla_gorilla ENSGGOG00000003191
nomascus_leucogenys ENSNLEG00000005646
rhinopithecus_roxellana ENSRROG00000038729
rhinopithecus_bieti ENSRBIG00000010560
piliocolobus_tephrosceles ENSPTEG00000019491
macaca_mulatta ENSMMUG00000021059
macaca_fascicularis ENSMFAG00000036984
macaca_nemestrina ENSMNEG00000031011
cercocebus_atys ENSCATG00000018105
papio_anubis ENSPANG00000015317
theropithecus_gelada ENSTGEG00000002035
mandrillus_leucophaeus ENSMLEG00000005261
chlorocebus_sabaeus ENSCSAG00000002133
colobus_angolensis_palliatus ENSCANG00000025485
prolemur_simus ENSPSMG00000018290
propithecus_coquereli ENSPCOG00000015259
microcebus_murinus ENSMICG00000035848
otolemur_garnettii ENSOGAG00000002426
heterocephalus_glaber_female ENSHGLG00000004700
heterocephalus_glaber_male ENSHGLG00100007178
fukomys_damarensis ENSFDAG00000019882
chinchilla_lanigera ENSCLAG00000007351
octodon_degus ENSODEG00000017036
cavia_porcellus ENSCPOG00000022383
cavia_aperea ENSCAPG00000017890
spermophilus_dauricus ENSSDAG00000011185
ictidomys_tridecemlineatus ENSSTOG00000021435
urocitellus_parryii ENSUPAG00010015467
marmota_marmota_marmota ENSMMMG00000006809
castor_canadensis ENSCCNG00000000351
ursus_maritimus ENSUMAG00000010053
mustela_putorius_furo ENSMPUG00000001734
panthera_tigris_altaica ENSPTIG00000002712
bison_bison_bison ENSBBBG00000009623
choloepus_hoffmanni ENSCHOG00000002629
monodelphis_domestica ENSMODG00000022528
dromaius_novaehollandiae ENSDNVG00000007352
mus_musculus ENSMUSG00000047085
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030756
mus_spicilegus ENSMSIG00000010632
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029658
mus_pahari MGP_PahariEiJ_G0012883
rattus_norvegicus ENSRNOG00000019418
meriones_unguiculatus ENSMUGG00000009517
meriones_unguiculatus ENSMUGG00000009570
peromyscus_maniculatus_bairdii ENSPEMG00000008499
microtus_ochrogaster ENSMOCG00000007082
cricetulus_griseus_crigri ENSCGRG00000012165
cricetulus_griseus_chok1gshd ENSCGRG00001018800
cricetulus_griseus_crigri-picr ENSCGRG00015020505
mesocricetus_auratus ENSMAUG00000007807
nannospalax_galili ENSNGAG00000016479
jaculus_jaculus ENSJJAG00000011742
oryctolagus_cuniculus ENSOCUG00000000934
loxodonta_africana ENSLAFG00000005529
carlito_syrichta ENSTSYG00000009992
dasypus_novemcinctus ENSDNOG00000000315
notamacropus_eugenii ENSMEUG00000000340
phascolarctos_cinereus ENSPCIG00000031810
dipodomys_ordii ENSDORG00000005010
junco_hyemalis ENSJHYG00000008290
lonchura_striata_domestica ENSLSDG00000001146
lepidothrix_coronata ENSLCOG00000002510
numida_meleagris ENSNMEG00000006472
coturnix_japonica ENSCJPG00005006376
calidris_pugnax ENSCPUG00000018582
anser_brachyrhynchus ENSABRG00000012746
anas_platyrhynchos_platyrhynchos ENSAPLG00000026781
calidris_pygmaea ENSCPGG00000000997
apteryx_owenii ENSAOWG00000016648
apteryx_haastii ENSAHAG00000001868
apteryx_rowi ENSARWG00000000205
latimeria_chalumnae ENSLACG00000010297
hippocampus_comes ENSHCOG00000000270
periophthalmus_magnuspinnatus ENSPMGG00000018430
xiphophorus_maculatus ENSXMAG00000018005
xiphophorus_couchianus ENSXCOG00000018071
gambusia_affinis ENSGAFG00000011311
poecilia_formosa ENSPFOG00000012266
poecilia_latipinna ENSPLAG00000005281
poecilia_mexicana ENSPMEG00000023443
poecilia_reticulata ENSPREG00000010928
cyprinodon_variegatus ENSCVAG00000016049
fundulus_heteroclitus ENSFHEG00000000142
kryptolebias_marmoratus ENSKMAG00000008480
oryzias_latipes ENSORLG00000001903
oryzias_latipes_asm223469v1 ENSORLG00015005917
oryzias_latipes ENSORLG00020012846
oryzias_melastigma ENSOMEG00000018451
amphiprion_ocellaris ENSAOCG00000018010
amphiprion_percula ENSAPEG00000021448
acanthochromis_polyacanthus ENSAPOG00000018826
stegastes_partitus ENSSPAG00000011971
haplochromis_burtoni ENSHBUG00000009751
pundamilia_nyererei ENSPNYG00000015772
astatotilapia_calliptera ENSACLG00000023693
maylandia_zebra ENSMZEG00005023237
oreochromis_niloticus ENSONIG00000009790
neolamprologus_brichardi ENSNBRG00000005808
amphilophus_citrinellus ENSACIG00000024391
cynoglossus_semilaevis ENSCSEG00000012320
mola_mola ENSMMOG00000017257
anabas_testudineus ENSATEG00000022469
monopterus_albus ENSMALG00000006647
seriola_lalandi_dorsalis ENSSLDG00000017266
seriola_dumerili ENSSDUG00000021904
scophthalmus_maximus ENSSMAG00000008282
mastacembelus_armatus ENSMAMG00000021480
labrus_bergylta ENSLBEG00000003091
gasterosteus_aculeatus ENSGACG00000013488
takifugu_rubripes ENSTRUG00000005710
tetraodon_nigroviridis ENSTNIG00000002646
gadus_morhua ENSGMOG00000007135
esox_lucius ENSELUG00000019583
pygocentrus_nattereri ENSPNAG00000012023
