ursus_americanus ENSUAMG00000016549
ursus_maritimus ENSUMAG00000024903
ailuropoda_melanoleuca ENSAMEG00000019319
canis_lupus_familiaris ENSCAFG00000025190
canis_lupus_dingo ENSCAFG00020008837
canis_lupus_dingo ENSCAFG00020008831
canis_lupus_familiaris ENSCAFG00000028889
canis_lupus_dingo ENSCAFG00020022506
canis_lupus_familiaris ENSCAFG00000030266
canis_lupus_familiaris ENSCAFG00000030450
canis_lupus_familiaris ENSCAFG00000032602
canis_lupus_familiaris ENSCAFG00000029429
canis_lupus_familiaris ENSCAFG00000014646
canis_lupus_dingo ENSCAFG00020022508
canis_lupus_dingo ENSCAFG00020006821
vulpes_vulpes ENSVVUG00000012039
panthera_tigris_altaica ENSPTIG00000010172
panthera_pardus ENSPPRG00000009561
felis_catus ENSFCAG00000046328
sus_scrofa ENSSSCG00000036863
sus_scrofa ENSSSCG00000037700
sus_scrofa ENSSSCG00000022577
sus_scrofa ENSSSCG00000038484
sus_scrofa ENSSSCG00000036478
sus_scrofa ENSSSCG00000036357
bos_taurus ENSBTAG00000030838
bos_taurus ENSBTAG00000030892
bos_mutus ENSBMUG00000013214
bos_taurus ENSBTAG00000050683
bos_mutus ENSBMUG00000020151
bison_bison_bison ENSBBBG00000014103
ovis_aries ENSOARG00000017718
pteropus_vampyrus ENSPVAG00000005991
myotis_lucifugus ENSMLUG00000023447
erinaceus_europaeus ENSEEUG00000015866
erinaceus_europaeus ENSEEUG00000015903
erinaceus_europaeus ENSEEUG00000006206
equus_asinus_asinus ENSEASG00005022320
castor_canadensis ENSCCNG00000003835
castor_canadensis ENSCCNG00000003819
castor_canadensis ENSCCNG00000003651
castor_canadensis ENSCCNG00000003670
castor_canadensis ENSCCNG00000003641
castor_canadensis ENSCCNG00000003846
castor_canadensis ENSCCNG00000003850
castor_canadensis ENSCCNG00000003801
castor_canadensis ENSCCNG00000003682
peromyscus_maniculatus_bairdii ENSPEMG00000022683
peromyscus_maniculatus_bairdii ENSPEMG00000010139
peromyscus_maniculatus_bairdii ENSPEMG00000026348
cricetulus_griseus_crigri ENSCGRG00000010349
cricetulus_griseus_crigri-picr ENSCGRG00015019173
cricetulus_griseus_crigri-picr ENSCGRG00015001475
cricetulus_griseus_crigri-picr ENSCGRG00015019287
cricetulus_griseus_crigri-picr ENSCGRG00015001487
cricetulus_griseus_crigri-picr ENSCGRG00015001486
cricetulus_griseus_crigri-picr ENSCGRG00015001494
cricetulus_griseus_crigri-picr ENSCGRG00015010966
cricetulus_griseus_crigri ENSCGRG00000010744
cricetulus_griseus_chok1gshd ENSCGRG00001003960
cricetulus_griseus_crigri-picr ENSCGRG00015027365
cricetulus_griseus_chok1gshd ENSCGRG00001001365
cricetulus_griseus_crigri ENSCGRG00000018809
mesocricetus_auratus ENSMAUG00000017773
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030203
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030202
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030201
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030200
mus_musculus ENSMUSG00000057321
mus_musculus ENSMUSG00000058976
mus_spicilegus ENSMSIG00000007952
mus_musculus ENSMUSG00000043073
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031309
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031311
mus_musculus ENSMUSG00000054568
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030204
mus_musculus ENSMUSG00000062369
mus_pahari MGP_PahariEiJ_G0013417
rattus_norvegicus ENSRNOG00000043303
rattus_norvegicus ENSRNOG00000054939
meriones_unguiculatus ENSMUGG00000020413
marmota_marmota_marmota ENSMMMG00000008063
marmota_marmota_marmota ENSMMMG00000012195
spermophilus_dauricus ENSSDAG00000012368
urocitellus_parryii ENSUPAG00010023915
ictidomys_tridecemlineatus ENSSTOG00000022239
spermophilus_dauricus ENSSDAG00000014169
ictidomys_tridecemlineatus ENSSTOG00000022932
oryctolagus_cuniculus ENSOCUG00000022134
oryctolagus_cuniculus ENSOCUG00000023694
oryctolagus_cuniculus ENSOCUG00000021781
oryctolagus_cuniculus ENSOCUG00000003225
oryctolagus_cuniculus ENSOCUG00000025683
ochotona_princeps ENSOPRG00000005234
ochotona_princeps ENSOPRG00000015561
prolemur_simus ENSPSMG00000004319
propithecus_coquereli ENSPCOG00000003426
microcebus_murinus ENSMICG00000044749
