gopherus_agassizii ENSGAGG00000010868
chelonoidis_abingdonii ENSCABG00000010385
chrysemys_picta_bellii ENSCPBG00000014560
pelodiscus_sinensis ENSPSIG00000014420
anolis_carolinensis ENSACAG00000009949
pogona_vitticeps ENSPVIG00000013400
notechis_scutatus ENSNSUG00000002549
salvator_merianae ENSSMRG00000003249
chrysemys_picta_bellii ENSCPBG00000012678
sorex_araneus ENSSARG00000006251
ursus_maritimus ENSUMAG00000016944
myotis_lucifugus ENSMLUG00000028847
cavia_aperea ENSCAPG00000017243
procavia_capensis ENSPCAG00000012877
spermophilus_dauricus ENSSDAG00000002660
mandrillus_leucophaeus ENSMLEG00000031368
macaca_mulatta ENSMMUG00000048204
ursus_americanus ENSUAMG00000005422
heterocephalus_glaber_female ENSHGLG00000018320
heterocephalus_glaber_male ENSHGLG00100013078
fukomys_damarensis ENSFDAG00000008853
chinchilla_lanigera ENSCLAG00000008030
octodon_degus ENSODEG00000017671
cavia_porcellus ENSCPOG00000022473
otolemur_garnettii ENSOGAG00000001453
pteropus_vampyrus ENSPVAG00000016328
loxodonta_africana ENSLAFG00000003839
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017408
mus_spicilegus ENSMSIG00000026027
mus_musculus ENSMUSG00000003934
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016572
mus_pahari MGP_PahariEiJ_G0017703
rattus_norvegicus ENSRNOG00000010320
meriones_unguiculatus ENSMUGG00000014891
cricetulus_griseus_chok1gshd ENSCGRG00001004575
cricetulus_griseus_crigri-picr ENSCGRG00015010129
mesocricetus_auratus ENSMAUG00000014491
microtus_ochrogaster ENSMOCG00000006928
peromyscus_maniculatus_bairdii ENSPEMG00000029907
nannospalax_galili ENSNGAG00000000608
jaculus_jaculus ENSJJAG00000011348
dipodomys_ordii ENSDORG00000026303
castor_canadensis ENSCCNG00000017565
urocitellus_parryii ENSUPAG00010015466
ictidomys_tridecemlineatus ENSSTOG00000029036
marmota_marmota_marmota ENSMMMG00000019770
oryctolagus_cuniculus ENSOCUG00000002822
ochotona_princeps ENSOPRG00000006463
carlito_syrichta ENSTSYG00000026018
canis_lupus_dingo ENSCAFG00020007689
canis_lupus_familiaris ENSCAFG00000031192
vulpes_vulpes ENSVVUG00000027928
mustela_putorius_furo ENSMPUG00000008984
neovison_vison ENSNVIG00000004177
panthera_pardus ENSPPRG00000023443
felis_catus ENSFCAG00000040232
equus_caballus ENSECAG00000008360
equus_asinus_asinus ENSEASG00005019318
ovis_aries ENSOARG00000015899
capra_hircus ENSCHIG00000027243
bos_taurus ENSBTAG00000052025
bos_mutus ENSBMUG00000021677
bison_bison_bison ENSBBBG00000001957
sus_scrofa ENSSSCG00000017948
tursiops_truncatus ENSTTRG00000010258
ailuropoda_melanoleuca ENSAMEG00000016900
prolemur_simus ENSPSMG00000018480
propithecus_coquereli ENSPCOG00000019954
microcebus_murinus ENSMICG00000034462
gorilla_gorilla ENSGGOG00000005033
homo_sapiens ENSG00000108947
pan_troglodytes ENSPTRG00000046966
pan_paniscus ENSPPAG00000028302
pongo_abelii ENSPPYG00000008861
macaca_nemestrina ENSMNEG00000029996
macaca_fascicularis ENSMFAG00000034070
cercocebus_atys ENSCATG00000040835
chlorocebus_sabaeus ENSCSAG00000011328
theropithecus_gelada ENSTGEG00000025148
papio_anubis ENSPANG00000024054
colobus_angolensis_palliatus ENSCANG00000029303
piliocolobus_tephrosceles ENSPTEG00000010812
rhinopithecus_roxellana ENSRROG00000045493
rhinopithecus_bieti ENSRBIG00000021710
cebus_capucinus ENSCCAG00000027538
callithrix_jacchus ENSCJAG00000044444
saimiri_boliviensis_boliviensis ENSSBOG00000028321
aotus_nancymaae ENSANAG00000030573
dasypus_novemcinctus ENSDNOG00000036893
erinaceus_europaeus ENSEEUG00000014642
nomascus_leucogenys ENSNLEG00000009761
cricetulus_griseus_crigri ENSCGRG00000008362
echinops_telfairi ENSETEG00000008989
phascolarctos_cinereus ENSPCIG00000004350
notamacropus_eugenii ENSMEUG00000014241
sarcophilus_harrisii ENSSHAG00000015360
monodelphis_domestica ENSMODG00000007382
xenopus_tropicalis ENSXETG00000031645
pygocentrus_nattereri ENSPNAG00000012618
astyanax_mexicanus ENSAMXG00000003285
ictalurus_punctatus ENSIPUG00000000444
danio_rerio ENSDARG00000042277
esox_lucius ENSELUG00000024041
paramormyrops_kingsleyae ENSPKIG00000000923
scleropages_formosus ENSSFOG00015015978
paramormyrops_kingsleyae ENSPKIG00000019805
scleropages_formosus ENSSFOG00015007986
gasterosteus_aculeatus ENSGACG00000019922
xiphophorus_couchianus ENSXCOG00000006389
scophthalmus_maximus ENSSMAG00000015635
cynoglossus_semilaevis ENSCSEG00000013127
seriola_dumerili ENSSDUG00000022122
seriola_lalandi_dorsalis ENSSLDG00000019961
anabas_testudineus ENSATEG00000017449
mastacembelus_armatus ENSMAMG00000007393
amphiprion_percula ENSAPEG00000018989
amphiprion_ocellaris ENSAOCG00000021410
