mus_spicilegus ENSMSIG00000029904
mus_musculus ENSMUSG00000078254
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017991
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017149
mus_pahari MGP_PahariEiJ_G0018278
rattus_norvegicus ENSRNOG00000056102
rattus_norvegicus ENSRNOG00000058988
cricetulus_griseus_crigri-picr ENSCGRG00015004149
cricetulus_griseus_chok1gshd ENSCGRG00001005119
mus_musculus ENSMUSG00000066101
urocitellus_parryii ENSUPAG00010008797
ochotona_princeps ENSOPRG00000019013
pan_paniscus ENSPPAG00000022069
pan_troglodytes ENSPTRG00000042068
homo_sapiens ENSG00000212658
gorilla_gorilla ENSGGOG00000023439
chlorocebus_sabaeus ENSCSAG00000019028
theropithecus_gelada ENSTGEG00000007796
piliocolobus_tephrosceles ENSPTEG00000029782
callithrix_jacchus ENSCJAG00000022475
propithecus_coquereli ENSPCOG00000019509
microcebus_murinus ENSMICG00000030099
pteropus_vampyrus ENSPVAG00000010605
ursus_americanus ENSUAMG00000017838
ovis_aries ENSOARG00000015925
dasypus_novemcinctus ENSDNOG00000025251
procavia_capensis ENSPCAG00000014742
