pteropus_vampyrus ENSPVAG00000008998
myotis_lucifugus ENSMLUG00000001315
erinaceus_europaeus ENSEEUG00000012358
ovis_aries ENSOARG00000009099
capra_hircus ENSCHIG00000010608
ovis_aries ENSOARG00000001601
ovis_aries ENSOARG00000001609
bos_taurus ENSBTAG00000048281
capra_hircus ENSCHIG00000019969
ovis_aries ENSOARG00000001252
bos_taurus ENSBTAG00000049584
bos_taurus ENSBTAG00000049678
bos_taurus ENSBTAG00000054052
bos_mutus ENSBMUG00000003826
bos_mutus ENSBMUG00000007231
bison_bison_bison ENSBBBG00000006158
ovis_aries ENSOARG00000009267
ovis_aries ENSOARG00000013101
bos_mutus ENSBMUG00000011042
bos_taurus ENSBTAG00000046565
bos_taurus ENSBTAG00000055100
bos_mutus ENSBMUG00000016231
bison_bison_bison ENSBBBG00000004633
capra_hircus ENSCHIG00000022330
ovis_aries ENSOARG00000009331
ovis_aries ENSOARG00000009310
capra_hircus ENSCHIG00000000434
bison_bison_bison ENSBBBG00000013127
bos_taurus ENSBTAG00000048505
bos_taurus ENSBTAG00000055194
bos_taurus ENSBTAG00000050778
bos_taurus ENSBTAG00000051911
bos_taurus ENSBTAG00000048623
bison_bison_bison ENSBBBG00000016945
bos_taurus ENSBTAG00000050724
bos_mutus ENSBMUG00000007227
bos_mutus ENSBMUG00000011121
capra_hircus ENSCHIG00000019036
capra_hircus ENSCHIG00000018828
capra_hircus ENSCHIG00000013000
capra_hircus ENSCHIG00000000270
ovis_aries ENSOARG00000017657
ovis_aries ENSOARG00000009213
ovis_aries ENSOARG00000009350
ovis_aries ENSOARG00000009110
ovis_aries ENSOARG00000009356
ovis_aries ENSOARG00000003905
ovis_aries ENSOARG00000006380
bison_bison_bison ENSBBBG00000016958
sus_scrofa ENSSSCG00000012736
sus_scrofa ENSSSCG00000012760
sus_scrofa ENSSSCG00000012740
sus_scrofa ENSSSCG00000012733
sus_scrofa ENSSSCG00000034848
vicugna_pacos ENSVPAG00000008171
vicugna_pacos ENSVPAG00000011264
vicugna_pacos ENSVPAG00000007883
