procavia_capensis ENSPCAG00000007684
echinops_telfairi ENSETEG00000002602
choloepus_hoffmanni ENSCHOG00000003546
dasypus_novemcinctus ENSDNOG00000046590
saimiri_boliviensis_boliviensis ENSSBOG00000026473
cebus_capucinus ENSCCAG00000027909
callithrix_jacchus ENSCJAG00000015731
aotus_nancymaae ENSANAG00000017040
nomascus_leucogenys ENSNLEG00000027813
pan_paniscus ENSPPAG00000023718
mandrillus_leucophaeus ENSMLEG00000036470
chlorocebus_sabaeus ENSCSAG00000016877
colobus_angolensis_palliatus ENSCANG00000029953
cercocebus_atys ENSCATG00000030365
theropithecus_gelada ENSTGEG00000015855
macaca_nemestrina ENSMNEG00000045523
rhinopithecus_roxellana ENSRROG00000032489
rhinopithecus_bieti ENSRBIG00000015764
homo_sapiens ENSG00000175806
pan_troglodytes ENSPTRG00000019974
gorilla_gorilla ENSGGOG00000008218
macaca_mulatta ENSMMUG00000009382
macaca_fascicularis ENSMFAG00000001239
pongo_abelii ENSPPYG00000018366
prolemur_simus ENSPSMG00000011658
microcebus_murinus ENSMICG00000043288
propithecus_coquereli ENSPCOG00000025498
otolemur_garnettii ENSOGAG00000014203
tupaia_belangeri ENSTBEG00000009322
peromyscus_maniculatus_bairdii ENSPEMG00000022629
microtus_ochrogaster ENSMOCG00000007943
cricetulus_griseus_chok1gshd ENSCGRG00001014400
cricetulus_griseus_crigri-picr ENSCGRG00015010091
cricetulus_griseus_crigri ENSCGRG00000014976
mesocricetus_auratus ENSMAUG00000002110
mus_musculus ENSMUSG00000054733
mus_spicilegus ENSMSIG00000014450
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020308
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019416
mus_pahari MGP_PahariEiJ_G0030434
rattus_norvegicus ENSRNOG00000012440
meriones_unguiculatus ENSMUGG00000019185
nannospalax_galili ENSNGAG00000017348
jaculus_jaculus ENSJJAG00000012183
castor_canadensis ENSCCNG00000027712
spermophilus_dauricus ENSSDAG00000011731
marmota_marmota_marmota ENSMMMG00000012458
ictidomys_tridecemlineatus ENSSTOG00000024714
urocitellus_parryii ENSUPAG00010003365
heterocephalus_glaber_male ENSHGLG00100010898
heterocephalus_glaber_female ENSHGLG00000006978
fukomys_damarensis ENSFDAG00000013008
chinchilla_lanigera ENSCLAG00000016097
octodon_degus ENSODEG00000008050
cavia_porcellus ENSCPOG00000012569
cavia_aperea ENSCAPG00000008376
dipodomys_ordii ENSDORG00000004084
oryctolagus_cuniculus ENSOCUG00000003370
ailuropoda_melanoleuca ENSAMEG00000016109
ursus_maritimus ENSUMAG00000021822
neovison_vison ENSNVIG00000021240
neovison_vison ENSNVIG00000005841
mustela_putorius_furo ENSMPUG00000001733
canis_lupus_dingo ENSCAFG00020012074
canis_lupus_familiaris ENSCAFG00000008143
vulpes_vulpes ENSVVUG00000002475
panthera_tigris_altaica ENSPTIG00000018944
panthera_pardus ENSPPRG00000018518
felis_catus ENSFCAG00000011865
pteropus_vampyrus ENSPVAG00000010169
myotis_lucifugus ENSMLUG00000008322
erinaceus_europaeus ENSEEUG00000012876
equus_asinus_asinus ENSEASG00005016382
equus_caballus ENSECAG00000001697
tursiops_truncatus ENSTTRG00000015487
sus_scrofa ENSSSCG00000009684
vicugna_pacos ENSVPAG00000003560
ovis_aries ENSOARG00000015074
capra_hircus ENSCHIG00000014457
bos_taurus ENSBTAG00000021632
bos_mutus ENSBMUG00000003223
bison_bison_bison ENSBBBG00000024509
phascolarctos_cinereus ENSPCIG00000012078
notamacropus_eugenii ENSMEUG00000008586
monodelphis_domestica ENSMODG00000008878
sarcophilus_harrisii ENSSHAG00000012363
ornithorhynchus_anatinus ENSOANG00000014236
apteryx_rowi ENSARWG00000005957
dromaius_novaehollandiae ENSDNVG00000010467
nothoprocta_perdicaria ENSNPEG00000008298
calidris_pugnax ENSCPUG00000006489
calidris_pygmaea ENSCPGG00000002031
lepidothrix_coronata ENSLCOG00000005429
manacus_vitellinus ENSMVIG00005014077
serinus_canaria ENSSCAG00000014597
lonchura_striata_domestica ENSLSDG00000005034
ficedula_albicollis ENSFALG00000010874
junco_hyemalis ENSJHYG00000007056
cyanistes_caeruleus ENSCCEG00000020901
meleagris_gallopavo ENSMGAG00000014190
gallus_gallus ENSGALG00000028032
coturnix_japonica ENSCJPG00005013018
numida_meleagris ENSNMEG00000008025
anser_brachyrhynchus ENSABRG00000003241
crocodylus_porosus ENSCPRG00005002450
notechis_scutatus ENSNSUG00000004826
pogona_vitticeps ENSPVIG00000002720
salvator_merianae ENSSMRG00000012276
sphenodon_punctatus ENSSPUG00000002876
xenopus_tropicalis ENSXETG00000000700
sphenodon_punctatus ENSSPUG00000008174
salvator_merianae ENSSMRG00000002803
gallus_gallus ENSGALG00000041258
calidris_pygmaea ENSCPGG00000009892
apteryx_rowi ENSARWG00000000527
xenopus_tropicalis ENSXETG00000020629
latimeria_chalumnae ENSLACG00000005691
eptatretus_burgeri ENSEBUG00000009627
ciona_savignyi ENSCSAVG00000003549
saccharomyces_cerevisiae YER042W
