notamacropus_eugenii ENSMEUG00000003370
phascolarctos_cinereus ENSPCIG00000016732
sarcophilus_harrisii ENSSHAG00000010625
monodelphis_domestica ENSMODG00000001705
loxodonta_africana ENSLAFG00000030638
procavia_capensis ENSPCAG00000010411
dasypus_novemcinctus ENSDNOG00000035206
heterocephalus_glaber_female ENSHGLG00000011591
heterocephalus_glaber_female ENSHGLG00000010422
heterocephalus_glaber_male ENSHGLG00100009945
fukomys_damarensis ENSFDAG00000015821
chinchilla_lanigera ENSCLAG00000012940
octodon_degus ENSODEG00000015007
cavia_aperea ENSCAPG00000017782
cavia_porcellus ENSCPOG00000022362
ictidomys_tridecemlineatus ENSSTOG00000005331
spermophilus_dauricus ENSSDAG00000012084
urocitellus_parryii ENSUPAG00010019758
marmota_marmota_marmota ENSMMMG00000000114
castor_canadensis ENSCCNG00000028159
dipodomys_ordii ENSDORG00000010635
mus_musculus ENSMUSG00000030811
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031631
mus_spicilegus ENSMSIG00000025155
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030517
mus_pahari MGP_PahariEiJ_G0013724
rattus_norvegicus ENSRNOG00000018986
meriones_unguiculatus ENSMUGG00000016630
meriones_unguiculatus ENSMUGG00000016688
cricetulus_griseus_crigri ENSCGRG00000016971
cricetulus_griseus_chok1gshd ENSCGRG00001022231
cricetulus_griseus_crigri-picr ENSCGRG00015024223
mesocricetus_auratus ENSMAUG00000011474
peromyscus_maniculatus_bairdii ENSPEMG00000022982
microtus_ochrogaster ENSMOCG00000019413
nannospalax_galili ENSNGAG00000023478
jaculus_jaculus ENSJJAG00000021069
oryctolagus_cuniculus ENSOCUG00000010641
ochotona_princeps ENSOPRG00000016023
tupaia_belangeri ENSTBEG00000017146
pan_troglodytes ENSPTRG00000008021
pan_paniscus ENSPPAG00000037434
homo_sapiens ENSG00000099364
gorilla_gorilla ENSGGOG00000003625
pongo_abelii ENSPPYG00000007294
nomascus_leucogenys ENSNLEG00000016063
rhinopithecus_roxellana ENSRROG00000005888
rhinopithecus_bieti ENSRBIG00000034466
colobus_angolensis_palliatus ENSCANG00000027567
piliocolobus_tephrosceles ENSPTEG00000026947
macaca_mulatta ENSMMUG00000003230
macaca_nemestrina ENSMNEG00000035783
macaca_fascicularis ENSMFAG00000002999
chlorocebus_sabaeus ENSCSAG00000005806
papio_anubis ENSPANG00000019062
mandrillus_leucophaeus ENSMLEG00000041124
theropithecus_gelada ENSTGEG00000011089
cercocebus_atys ENSCATG00000036229
callithrix_jacchus ENSCJAG00000002985
cebus_capucinus ENSCCAG00000034920
saimiri_boliviensis_boliviensis ENSSBOG00000026438
aotus_nancymaae ENSANAG00000025748
carlito_syrichta ENSTSYG00000034764
propithecus_coquereli ENSPCOG00000024549
microcebus_murinus ENSMICG00000001566
prolemur_simus ENSPSMG00000007821
otolemur_garnettii ENSOGAG00000014408
pteropus_vampyrus ENSPVAG00000011046
myotis_lucifugus ENSMLUG00000004714
bos_mutus ENSBMUG00000025451
bos_taurus ENSBTAG00000040555
bison_bison_bison ENSBBBG00000000778
capra_hircus ENSCHIG00000024338
ovis_aries ENSOARG00000008120
tursiops_truncatus ENSTTRG00000015474
sus_scrofa ENSSSCG00000028186
ursus_americanus ENSUAMG00000024216
ursus_maritimus ENSUMAG00000013882
ailuropoda_melanoleuca ENSAMEG00000007582
neovison_vison ENSNVIG00000024963
mustela_putorius_furo ENSMPUG00000011968
canis_lupus_familiaris ENSCAFG00000016736
canis_lupus_dingo ENSCAFG00020018032
vulpes_vulpes ENSVVUG00000027681
panthera_pardus ENSPPRG00000016882
panthera_tigris_altaica ENSPTIG00000010095
felis_catus ENSFCAG00000002585
erinaceus_europaeus ENSEEUG00000001272
equus_caballus ENSECAG00000018851
equus_asinus_asinus ENSEASG00005011217
ornithorhynchus_anatinus ENSOANG00000030194
