apteryx_owenii ENSAOWG00000006201
apteryx_haastii ENSAHAG00000003775
apteryx_rowi ENSARWG00000008035
dromaius_novaehollandiae ENSDNVG00000008685
nothoprocta_perdicaria ENSNPEG00000014896
calidris_pygmaea ENSCPGG00000001803
calidris_pugnax ENSCPUG00000000148
cyanistes_caeruleus ENSCCEG00000003448
parus_major ENSPMJG00000011813
zonotrichia_albicollis ENSZALG00000004142
junco_hyemalis ENSJHYG00000016178
ficedula_albicollis ENSFALG00000015043
taeniopygia_guttata ENSTGUG00000013079
lonchura_striata_domestica ENSLSDG00000008840
serinus_canaria ENSSCAG00000002417
lepidothrix_coronata ENSLCOG00000011698
manacus_vitellinus ENSMVIG00005011047
melopsittacus_undulatus ENSMUNG00000004324
anser_brachyrhynchus ENSABRG00000012883
anas_platyrhynchos_platyrhynchos ENSAPLG00000011447
gallus_gallus ENSGALG00000012179
coturnix_japonica ENSCJPG00005006240
numida_meleagris ENSNMEG00000017133
crocodylus_porosus ENSCPRG00005018664
gopherus_agassizii ENSGAGG00000012396
chelonoidis_abingdonii ENSCABG00000018454
chrysemys_picta_bellii ENSCPBG00000020073
pelodiscus_sinensis ENSPSIG00000002029
pogona_vitticeps ENSPVIG00000002562
anolis_carolinensis ENSACAG00000016300
notechis_scutatus ENSNSUG00000019297
chinchilla_lanigera ENSCLAG00000010226
octodon_degus ENSODEG00000019945
cavia_aperea ENSCAPG00000015981
cavia_porcellus ENSCPOG00000003449
heterocephalus_glaber_male ENSHGLG00100001988
heterocephalus_glaber_female ENSHGLG00000017238
fukomys_damarensis ENSFDAG00000007425
castor_canadensis ENSCCNG00000004067
urocitellus_parryii ENSUPAG00010003145
ictidomys_tridecemlineatus ENSSTOG00000004262
spermophilus_dauricus ENSSDAG00000018425
marmota_marmota_marmota ENSMMMG00000002820
nannospalax_galili ENSNGAG00000016338
mus_musculus ENSMUSG00000048379
mus_spicilegus ENSMSIG00000017597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020052
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019164
mus_pahari MGP_PahariEiJ_G0030181
rattus_norvegicus ENSRNOG00000011377
meriones_unguiculatus ENSMUGG00000023769
cricetulus_griseus_crigri ENSCGRG00000016551
cricetulus_griseus_chok1gshd ENSCGRG00001014960
cricetulus_griseus_crigri-picr ENSCGRG00015000098
mesocricetus_auratus ENSMAUG00000012486
peromyscus_maniculatus_bairdii ENSPEMG00000002858
microtus_ochrogaster ENSMOCG00000000093
jaculus_jaculus ENSJJAG00000000581
dipodomys_ordii ENSDORG00000001293
oryctolagus_cuniculus ENSOCUG00000004006
ochotona_princeps ENSOPRG00000003123
pan_troglodytes ENSPTRG00000043978
pan_paniscus ENSPPAG00000009240
homo_sapiens ENSG00000180008
gorilla_gorilla ENSGGOG00000042890
pongo_abelii ENSPPYG00000005835
nomascus_leucogenys ENSNLEG00000012784
macaca_fascicularis ENSMFAG00000030677
macaca_mulatta ENSMMUG00000000304
macaca_nemestrina ENSMNEG00000018307
cercocebus_atys ENSCATG00000022174
theropithecus_gelada ENSTGEG00000010958
papio_anubis ENSPANG00000018402
mandrillus_leucophaeus ENSMLEG00000001561
chlorocebus_sabaeus ENSCSAG00000019409
rhinopithecus_bieti ENSRBIG00000020372
rhinopithecus_roxellana ENSRROG00000015397
colobus_angolensis_palliatus ENSCANG00000011318
cebus_capucinus ENSCCAG00000031879
saimiri_boliviensis_boliviensis ENSSBOG00000017242
callithrix_jacchus ENSCJAG00000018289
aotus_nancymaae ENSANAG00000004973
carlito_syrichta ENSTSYG00000000269
prolemur_simus ENSPSMG00000004787
propithecus_coquereli ENSPCOG00000010117
microcebus_murinus ENSMICG00000047239
otolemur_garnettii ENSOGAG00000003470
equus_asinus_asinus ENSEASG00005003134
equus_caballus ENSECAG00000004043
myotis_lucifugus ENSMLUG00000007257
ursus_maritimus ENSUMAG00000015967
ursus_americanus ENSUAMG00000015357
ailuropoda_melanoleuca ENSAMEG00000020091
canis_lupus_dingo ENSCAFG00020018243
canis_lupus_familiaris ENSCAFG00000015004
vulpes_vulpes ENSVVUG00000029609
neovison_vison ENSNVIG00000004005
mustela_putorius_furo ENSMPUG00000019634
panthera_pardus ENSPPRG00000017291
panthera_tigris_altaica ENSPTIG00000006233
felis_catus ENSFCAG00000006040
bos_mutus ENSBMUG00000009882
bos_taurus ENSBTAG00000021988
bison_bison_bison ENSBBBG00000004821
capra_hircus ENSCHIG00000008618
ovis_aries ENSOARG00000000938
sus_scrofa ENSSSCG00000032332
vicugna_pacos ENSVPAG00000008397
erinaceus_europaeus ENSEEUG00000007188
dasypus_novemcinctus ENSDNOG00000045159
choloepus_hoffmanni ENSCHOG00000008806
procavia_capensis ENSPCAG00000007816
echinops_telfairi ENSETEG00000014652
loxodonta_africana ENSLAFG00000011512
notamacropus_eugenii ENSMEUG00000007569
phascolarctos_cinereus ENSPCIG00000029786
sarcophilus_harrisii ENSSHAG00000003825
xenopus_tropicalis ENSXETG00000012209
latimeria_chalumnae ENSLACG00000019050
