chelonoidis_abingdonii ENSCABG00000007924
gopherus_agassizii ENSGAGG00000022862
chrysemys_picta ENSCPBG00000010873
pelodiscus_sinensis ENSPSIG00000016495
crocodylus_porosus ENSCPRG00005001039
apteryx_owenii ENSAOWG00000011025
apteryx_haastii ENSAHAG00000014094
apteryx_rowi ENSARWG00000003729
dromaius_novaehollandiae ENSDNVG00000000054
nothoprocta_perdicaria ENSNPEG00000004435
parus_major ENSPMJG00000006543
cyanistes_caeruleus ENSCCEG00000022372
ficedula_albicollis ENSFALG00000003509
taeniopygia_guttata ENSTGUG00000017073
lonchura_striata ENSLSDG00000009366
serinus_canaria ENSSCAG00000017295
junco_hyemalis ENSJHYG00000000597
zonotrichia_albicollis ENSZALG00000015544
lepidothrix_coronata ENSLCOG00000010568
manacus_vitellinus ENSMVIG00005015228
calidris_pugnax ENSCPUG00000000999
calidris_pygmaea ENSCPGG00000004656
melopsittacus_undulatus ENSMUNG00000000771
anser_brachyrhynchus ENSABRG00000022960
anas_platyrhynchos ENSAPLG00000014054
gallus_gallus ENSGALG00000002667
coturnix_japonica ENSCJPG00005021218
meleagris_gallopavo ENSMGAG00000005162
numida_meleagris ENSNMEG00000020576
sphenodon_punctatus ENSSPUG00000015155
sphenodon_punctatus ENSSPUG00000015144
sphenodon_punctatus ENSSPUG00000015148
pogona_vitticeps ENSPVIG00000000173
anolis_carolinensis ENSACAG00000001250
notechis_scutatus ENSNSUG00000011128
salvator_merianae ENSSMRG00000010897
mus_spicilegus ENSMSIG00000013009
mus_spretus MGP_SPRETEiJ_G0015647
mus_musculus ENSMUSG00000038463
mus_caroli MGP_CAROLIEiJ_G0014843
mus_pahari MGP_PahariEiJ_G0028080
rattus_norvegicus ENSRNOG00000003018
meriones_unguiculatus ENSMUGG00000010081
cricetulus_griseus ENSCGRG00000003910
cricetulus_griseus ENSCGRG00015006754
cricetulus_griseus ENSCGRG00001022621
mesocricetus_auratus ENSMAUG00000009203
microtus_ochrogaster ENSMOCG00000014122
peromyscus_maniculatus ENSPEMG00000008167
nannospalax_galili ENSNGAG00000011890
jaculus_jaculus ENSJJAG00000006072
dipodomys_ordii ENSDORG00000006141
cavia_porcellus ENSCPOG00000010328
cavia_aperea ENSCAPG00000015854
chinchilla_lanigera ENSCLAG00000012343
octodon_degus ENSODEG00000007482
heterocephalus_glaber ENSHGLG00000002985
heterocephalus_glaber ENSHGLG00100007755
fukomys_damarensis ENSFDAG00000006223
ictidomys_tridecemlineatus ENSSTOG00000025327
urocitellus_parryii ENSUPAG00010006603
spermophilus_dauricus ENSSDAG00000011911
marmota_marmota ENSMMMG00000021911
oryctolagus_cuniculus ENSOCUG00000003594
ochotona_princeps ENSOPRG00000001878
gorilla_gorilla ENSGGOG00000008860
homo_sapiens ENSG00000162745
pan_troglodytes ENSPTRG00000001597
pan_paniscus ENSPPAG00000028533
nomascus_leucogenys ENSNLEG00000014543
pongo_abelii ENSPPYG00000000588
papio_anubis ENSPANG00000013118
theropithecus_gelada ENSTGEG00000008955
macaca_nemestrina ENSMNEG00000039453
macaca_fascicularis ENSMFAG00000040313
macaca_mulatta ENSMMUG00000023042
mandrillus_leucophaeus ENSMLEG00000042987
cercocebus_atys ENSCATG00000016884
chlorocebus_sabaeus ENSCSAG00000002725
piliocolobus_tephrosceles ENSPTEG00000024574
colobus_angolensis ENSCANG00000038493
rhinopithecus_bieti ENSRBIG00000038485
rhinopithecus_roxellana ENSRROG00000011837
cebus_capucinus ENSCCAG00000030794
saimiri_boliviensis ENSSBOG00000021662
callithrix_jacchus ENSCJAG00000004556
aotus_nancymaae ENSANAG00000023374
carlito_syrichta ENSTSYG00000037167
propithecus_coquereli ENSPCOG00000006456
microcebus_murinus ENSMICG00000000040
prolemur_simus ENSPSMG00000003729
otolemur_garnettii ENSOGAG00000001921
ursus_americanus ENSUAMG00000001324
ursus_maritimus ENSUMAG00000022785
ailuropoda_melanoleuca ENSAMEG00000001604
mustela_putorius ENSMPUG00000003524
panthera_pardus ENSPPRG00000001221
felis_catus ENSFCAG00000014119
canis_lupus ENSCAFG00020001593
canis_lupus ENSCAFG00000013079
vulpes_vulpes ENSVVUG00000009927
pteropus_vampyrus ENSPVAG00000003800
equus_asinus ENSEASG00005013764
equus_caballus ENSECAG00000009623
ovis_aries ENSOARG00000010519
capra_hircus ENSCHIG00000027176
bos_indicus ENSBIXG00000027179
bos_indicus ENSBIXG00005020387
bos_taurus ENSBTAG00000034147
bos_mutus ENSBMUG00000009461
bison_bison ENSBBBG00000022749
tursiops_truncatus ENSTTRG00000008530
sus_scrofa ENSSSCG00000006345
loxodonta_africana ENSLAFG00000008905
procavia_capensis ENSPCAG00000004386
echinops_telfairi ENSETEG00000004188
tupaia_belangeri ENSTBEG00000015961
dasypus_novemcinctus ENSDNOG00000008474
panthera_tigris ENSPTIG00000006558
felis_catus ENSFCAG00000050768
myotis_lucifugus ENSMLUG00000015732
erinaceus_europaeus ENSEEUG00000008598
neovison_vison ENSNVIG00000024221
vombatus_ursinus ENSVURG00010002221
notamacropus_eugenii ENSMEUG00000008078
phascolarctos_cinereus ENSPCIG00000033694
sarcophilus_harrisii ENSSHAG00000007992
monodelphis_domestica ENSMODG00000000995
ornithorhynchus_anatinus ENSOANG00000009736
xenopus_tropicalis ENSXETG00000011454
latimeria_chalumnae ENSLACG00000011537
lepisosteus_oculatus ENSLOCG00000001230
