paramormyrops_kingsleyae ENSPKIG00000019302
scleropages_formosus ENSSFOG00015022347
esox_lucius ENSELUG00000017257
gasterosteus_aculeatus ENSGACG00000019580
lepisosteus_oculatus ENSLOCG00000015572
apteryx_owenii ENSAOWG00000002193
apteryx_haastii ENSAHAG00000017246
apteryx_rowi ENSARWG00000003912
dromaius_novaehollandiae ENSDNVG00000018914
nothoprocta_perdicaria ENSNPEG00000013055
anas_platyrhynchos_platyrhynchos ENSAPLG00000006555
anser_brachyrhynchus ENSABRG00000014827
meleagris_gallopavo ENSMGAG00000009836
coturnix_japonica ENSCJPG00005007503
gallus_gallus ENSGALG00000009864
numida_meleagris ENSNMEG00000014842
lepidothrix_coronata ENSLCOG00000009785
manacus_vitellinus ENSMVIG00005005217
lonchura_striata_domestica ENSLSDG00000016820
taeniopygia_guttata ENSTGUG00000003172
serinus_canaria ENSSCAG00000005995
junco_hyemalis ENSJHYG00000009624
zonotrichia_albicollis ENSZALG00000002429
ficedula_albicollis ENSFALG00000012507
parus_major ENSPMJG00000013586
cyanistes_caeruleus ENSCCEG00000013519
melopsittacus_undulatus ENSMUNG00000000328
calidris_pygmaea ENSCPGG00000019045
calidris_pugnax ENSCPUG00000000467
crocodylus_porosus ENSCPRG00005000156
gopherus_agassizii ENSGAGG00000018548
chelonoidis_abingdonii ENSCABG00000022625
chrysemys_picta_bellii ENSCPBG00000015501
pelodiscus_sinensis ENSPSIG00000009195
pogona_vitticeps ENSPVIG00000002602
anolis_carolinensis ENSACAG00000016371
notechis_scutatus ENSNSUG00000012939
salvator_merianae ENSSMRG00000018582
sphenodon_punctatus ENSSPUG00000015032
phascolarctos_cinereus ENSPCIG00000006121
sarcophilus_harrisii ENSSHAG00000014289
monodelphis_domestica ENSMODG00000002723
dipodomys_ordii ENSDORG00000006546
castor_canadensis ENSCCNG00000020660
peromyscus_maniculatus_bairdii ENSPEMG00000022373
microtus_ochrogaster ENSMOCG00000017302
cricetulus_griseus_crigri-picr ENSCGRG00015016614
cricetulus_griseus_crigri ENSCGRG00000005659
cricetulus_griseus_chok1gshd ENSCGRG00001022795
mesocricetus_auratus ENSMAUG00000001323
mus_spicilegus ENSMSIG00000026837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015858
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015058
mus_musculus ENSMUSG00000026637
mus_pahari MGP_PahariEiJ_G0028290
rattus_norvegicus ENSRNOG00000047957
meriones_unguiculatus ENSMUGG00000000296
nannospalax_galili ENSNGAG00000014232
jaculus_jaculus ENSJJAG00000023614
chinchilla_lanigera ENSCLAG00000005710
octodon_degus ENSODEG00000010010
cavia_porcellus ENSCPOG00000033367
cavia_aperea ENSCAPG00000013906
heterocephalus_glaber_female ENSHGLG00000005556
heterocephalus_glaber_male ENSHGLG00100014200
fukomys_damarensis ENSFDAG00000010464
ictidomys_tridecemlineatus ENSSTOG00000011997
marmota_marmota_marmota ENSMMMG00000000707
spermophilus_dauricus ENSSDAG00000001353
urocitellus_parryii ENSUPAG00010017058
oryctolagus_cuniculus ENSOCUG00000009132
ochotona_princeps ENSOPRG00000009061
tupaia_belangeri ENSTBEG00000015390
pan_paniscus ENSPPAG00000030959
pan_troglodytes ENSPTRG00000001949
gorilla_gorilla ENSGGOG00000012794
homo_sapiens ENSG00000082512
pongo_abelii ENSPPYG00000000244
nomascus_leucogenys ENSNLEG00000002534
macaca_mulatta ENSMMUG00000031427
macaca_fascicularis ENSMFAG00000040124
macaca_nemestrina ENSMNEG00000039191
theropithecus_gelada ENSTGEG00000008745
cercocebus_atys ENSCATG00000041513
papio_anubis ENSPANG00000012288
mandrillus_leucophaeus ENSMLEG00000041032
chlorocebus_sabaeus ENSCSAG00000015311
colobus_angolensis_palliatus ENSCANG00000031475
piliocolobus_tephrosceles ENSPTEG00000037460
rhinopithecus_roxellana ENSRROG00000035255
rhinopithecus_bieti ENSRBIG00000028676
callithrix_jacchus ENSCJAG00000000257
saimiri_boliviensis_boliviensis ENSSBOG00000027194
cebus_capucinus ENSCCAG00000037715
aotus_nancymaae ENSANAG00000026803
carlito_syrichta ENSTSYG00000011143
prolemur_simus ENSPSMG00000024478
microcebus_murinus ENSMICG00000010432
propithecus_coquereli ENSPCOG00000028307
otolemur_garnettii ENSOGAG00000005638
ailuropoda_melanoleuca ENSAMEG00000001120
ursus_maritimus ENSUMAG00000021086
neovison_vison ENSNVIG00000004351
mustela_putorius_furo ENSMPUG00000015850
canis_lupus_dingo ENSCAFG00020013369
canis_lupus_familiaris ENSCAFG00000012120
vulpes_vulpes ENSVVUG00000009706
panthera_tigris_altaica ENSPTIG00000022091
panthera_pardus ENSPPRG00000021762
felis_catus ENSFCAG00000002126
equus_caballus ENSECAG00000007165
equus_asinus_asinus ENSEASG00005002734
vicugna_pacos ENSVPAG00000010255
sus_scrofa ENSSSCG00000021068
bos_taurus ENSBTAG00000012020
bos_mutus ENSBMUG00000006340
bison_bison_bison ENSBBBG00000021218
capra_hircus ENSCHIG00000016771
ovis_aries ENSOARG00000011779
tursiops_truncatus ENSTTRG00000013528
pteropus_vampyrus ENSPVAG00000007691
myotis_lucifugus ENSMLUG00000008886
choloepus_hoffmanni ENSCHOG00000013598
dasypus_novemcinctus ENSDNOG00000003782
loxodonta_africana ENSLAFG00000003342
procavia_capensis ENSPCAG00000011369
echinops_telfairi ENSETEG00000017510
ornithorhynchus_anatinus ENSOANG00000008477
xenopus_tropicalis ENSXETG00000014444
latimeria_chalumnae ENSLACG00000015246
