ursus_maritimus ENSUMAG00000008581
mustela_putorius_furo ENSMPUG00000019603
erinaceus_europaeus ENSEEUG00000005482
equus_asinus_asinus ENSEASG00005005672
equus_caballus ENSECAG00000007367
equus_caballus ENSECAG00000037895
myotis_lucifugus ENSMLUG00000030071
sus_scrofa ENSSSCG00000036496
castor_canadensis ENSCCNG00000006015
castor_canadensis ENSCCNG00000006049
castor_canadensis ENSCCNG00000006028
castor_canadensis ENSCCNG00000009960
castor_canadensis ENSCCNG00000006044
cricetulus_griseus_crigri-picr ENSCGRG00015022770
cricetulus_griseus_chok1gshd ENSCGRG00001002815
cricetulus_griseus_crigri ENSCGRG00000018756
cricetulus_griseus_crigri-picr ENSCGRG00015022807
cricetulus_griseus_chok1gshd ENSCGRG00001010838
peromyscus_maniculatus_bairdii ENSPEMG00000024953
mus_musculus ENSMUSG00000075078
mus_musculus ENSMUSG00000111239
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023916
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023917
mus_spicilegus ENSMSIG00000000613
rattus_norvegicus ENSRNOG00000057839
mus_musculus ENSMUSG00000110819
mus_spicilegus ENSMSIG00000000570
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023919
mus_pahari MGP_PahariEiJ_G0025355
mus_pahari MGP_PahariEiJ_G0025354
rattus_norvegicus ENSRNOG00000057668
rattus_norvegicus ENSRNOG00000046126
cricetulus_griseus_chok1gshd ENSCGRG00001002517
peromyscus_maniculatus_bairdii ENSPEMG00000029881
rattus_norvegicus ENSRNOG00000046433
mus_musculus ENSMUSG00000075081
mus_spicilegus ENSMSIG00000000512
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023914
mus_pahari MGP_PahariEiJ_G0025352
rattus_norvegicus ENSRNOG00000059642
cricetulus_griseus_chok1gshd ENSCGRG00001004275
cricetulus_griseus_crigri-picr ENSCGRG00015022821
cricetulus_griseus_chok1gshd ENSCGRG00001011922
cricetulus_griseus_crigri-picr ENSCGRG00015022834
cricetulus_griseus_crigri ENSCGRG00000018808
mesocricetus_auratus ENSMAUG00000009713
peromyscus_maniculatus_bairdii ENSPEMG00000030022
peromyscus_maniculatus_bairdii ENSPEMG00000024736
mus_musculus ENSMUSG00000075084
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024828
mus_spicilegus ENSMSIG00000000475
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023911
mus_pahari MGP_PahariEiJ_G0025349
mus_musculus ENSMUSG00000075085
mus_spicilegus ENSMSIG00000000449
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024827
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023910
mus_pahari MGP_PahariEiJ_G0025348
rattus_norvegicus ENSRNOG00000034169
peromyscus_maniculatus_bairdii ENSPEMG00000030017
nannospalax_galili ENSNGAG00000000296
cricetulus_griseus_crigri ENSCGRG00000018855
cricetulus_griseus_chok1gshd ENSCGRG00001002485
cricetulus_griseus_crigri-picr ENSCGRG00015022744
peromyscus_maniculatus_bairdii ENSPEMG00000027789
mus_spicilegus ENSMSIG00000000631
mus_musculus ENSMUSG00000075074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024835
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023921
mus_pahari MGP_PahariEiJ_G0025358
rattus_norvegicus ENSRNOG00000060711
nannospalax_galili ENSNGAG00000008695
mus_spicilegus ENSMSIG00000015259
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024825
mus_musculus ENSMUSG00000111174
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023908
mus_pahari MGP_PahariEiJ_G0025346
rattus_norvegicus ENSRNOG00000031645
meriones_unguiculatus ENSMUGG00000003098
peromyscus_maniculatus_bairdii ENSPEMG00000028395
microtus_ochrogaster ENSMOCG00000003063
cricetulus_griseus_crigri ENSCGRG00000018730
cricetulus_griseus_crigri-picr ENSCGRG00015022853
cricetulus_griseus_chok1gshd ENSCGRG00001012090
cricetulus_griseus_crigri-picr ENSCGRG00015022827
cricetulus_griseus_crigri ENSCGRG00000019256
cricetulus_griseus_chok1gshd ENSCGRG00001010963
peromyscus_maniculatus_bairdii ENSPEMG00000029627
microtus_ochrogaster ENSMOCG00000003943
mus_spicilegus ENSMSIG00000000487
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024829
mus_musculus ENSMUSG00000111456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023912
mus_pahari MGP_PahariEiJ_G0025350
cricetulus_griseus_chok1gshd ENSCGRG00001010725
cricetulus_griseus_crigri ENSCGRG00000018697
cricetulus_griseus_crigri-picr ENSCGRG00015022823
peromyscus_maniculatus_bairdii ENSPEMG00000030049
mus_spicilegus ENSMSIG00000000434
mus_musculus ENSMUSG00000075086
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024826
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023909
mus_pahari MGP_PahariEiJ_G0025347
rattus_norvegicus ENSRNOG00000031282
peromyscus_maniculatus_bairdii ENSPEMG00000030835
heterocephalus_glaber_male ENSHGLG00100019550
heterocephalus_glaber_male ENSHGLG00100020257
heterocephalus_glaber_male ENSHGLG00100019502
fukomys_damarensis ENSFDAG00000005045
fukomys_damarensis ENSFDAG00000003860
fukomys_damarensis ENSFDAG00000005019
