xiphophorus_maculatus ENSXMAG00000018322
xiphophorus_couchianus ENSXCOG00000014291
gambusia_affinis ENSGAFG00000000472
poecilia_reticulata ENSPREG00000002889
poecilia_latipinna ENSPLAG00000023454
fundulus_heteroclitus ENSFHEG00000021756
kryptolebias_marmoratus ENSKMAG00000006790
amphiprion_ocellaris ENSAOCG00000005747
amphiprion_percula ENSAPEG00000021056
acanthochromis_polyacanthus ENSAPOG00000005553
takifugu_rubripes ENSTRUG00000021879
mola_mola ENSMMOG00000017384
pygocentrus_nattereri ENSPNAG00000013964
