sphenodon_punctatus ENSSPUG00000003958
pogona_vitticeps ENSPVIG00000018865
numida_meleagris ENSNMEG00000021759
coturnix_japonica ENSCJPG00005000712
anser_brachyrhynchus ENSABRG00000016489
serinus_canaria ENSSCAG00000010543
dromaius_novaehollandiae ENSDNVG00000007036
apteryx_rowi ENSARWG00000006510
gopherus_agassizii ENSGAGG00000006735
canis_lupus ENSCAFG00020005400
felis_catus ENSFCAG00000047364
bos_mutus ENSBMUG00000023877
bison_bison ENSBBBG00000018599
oryctolagus_cuniculus ENSOCUG00000038988
pan_troglodytes ENSPTRG00000046070
pan_paniscus ENSPPAG00000028428
homo_sapiens ENSG00000248771
gorilla_gorilla ENSGGOG00000039468
nomascus_leucogenys ENSNLEG00000036078
macaca_nemestrina ENSMNEG00000028811
macaca_fascicularis ENSMFAG00000031722
macaca_mulatta ENSMMUG00000059520
theropithecus_gelada ENSTGEG00000019027
cercocebus_atys ENSCATG00000013550
papio_anubis ENSPANG00000029574
chlorocebus_sabaeus ENSCSAG00000003186
rhinopithecus_roxellana ENSRROG00000042199
rhinopithecus_bieti ENSRBIG00000038895
colobus_angolensis ENSCANG00000034349
piliocolobus_tephrosceles ENSPTEG00000035566
saimiri_boliviensis ENSSBOG00000024620
callithrix_jacchus ENSCJAG00000043535
cebus_capucinus ENSCCAG00000022798
aotus_nancymaae ENSANAG00000022705
carlito_syrichta ENSTSYG00000029379
propithecus_coquereli ENSPCOG00000016981
microcebus_murinus ENSMICG00000046980
prolemur_simus ENSPSMG00000016007
heterocephalus_glaber ENSHGLG00000004408
cavia_aperea ENSCAPG00000004146
ictidomys_tridecemlineatus ENSSTOG00000030605
spermophilus_dauricus ENSSDAG00000011485
urocitellus_parryii ENSUPAG00010014544
marmota_marmota ENSMMMG00000015309
mus_musculus ENSMUSG00000074300
mus_spicilegus ENSMSIG00000016375
rattus_norvegicus ENSRNOG00000057966
meriones_unguiculatus ENSMUGG00000010746
peromyscus_maniculatus ENSPEMG00000000281
microtus_ochrogaster ENSMOCG00000000768
cricetulus_griseus ENSCGRG00015003872
cricetulus_griseus ENSCGRG00001010073
cricetulus_griseus ENSCGRG00000003102
mesocricetus_auratus ENSMAUG00000011274
dipodomys_ordii ENSDORG00000027013
equus_caballus ENSECAG00000040839
sus_scrofa ENSSSCG00000038890
neovison_vison ENSNVIG00000022894
canis_lupus ENSCAFG00000031670
panthera_tigris ENSPTIG00000007551
panthera_pardus ENSPPRG00000007471
phascolarctos_cinereus ENSPCIG00000035462
xenopus_tropicalis ENSXETG00000007430
erpetoichthys_calabaricus ENSECRG00000007749
scleropages_formosus ENSSFOG00015014163
