seriola_lalandi_dorsalis ENSSLDG00000009024
seriola_dumerili ENSSDUG00000004469
cynoglossus_semilaevis ENSCSEG00000021168
oryzias_latipes_asm223469v1 ENSORLG00015007251
oryzias_latipes ENSORLG00020004200
oryzias_latipes ENSORLG00000004299
oryzias_melastigma ENSOMEG00000020174
poecilia_reticulata ENSPREG00000012261
poecilia_formosa ENSPFOG00000001545
gambusia_affinis ENSGAFG00000012552
monopterus_albus ENSMALG00000021440
mastacembelus_armatus ENSMAMG00000009542
scophthalmus_maximus ENSSMAG00000019469
labrus_bergylta ENSLBEG00000027341
anabas_testudineus ENSATEG00000005927
astatotilapia_calliptera ENSACLG00000000261
maylandia_zebra ENSMZEG00005015681
haplochromis_burtoni ENSHBUG00000003518
pundamilia_nyererei ENSPNYG00000023004
oreochromis_niloticus ENSONIG00000006339
kryptolebias_marmoratus ENSKMAG00000019371
amphiprion_ocellaris ENSAOCG00000022799
amphiprion_percula ENSAPEG00000019723
acanthochromis_polyacanthus ENSAPOG00000004321
stegastes_partitus ENSSPAG00000002170
hippocampus_comes ENSHCOG00000014161
tetraodon_nigroviridis ENSTNIG00000018133
takifugu_rubripes ENSTRUG00000009532
mola_mola ENSMMOG00000021495
gasterosteus_aculeatus ENSGACG00000014724
periophthalmus_magnuspinnatus ENSPMGG00000012711
gadus_morhua ENSGMOG00000015087
gadus_morhua ENSGMOG00000014709
pygocentrus_nattereri ENSPNAG00000022249
astyanax_mexicanus ENSAMXG00000014086
ictalurus_punctatus ENSIPUG00000002294
danio_rerio ENSDARG00000107511
esox_lucius ENSELUG00000012537
paramormyrops_kingsleyae ENSPKIG00000005454
scleropages_formosus ENSSFOG00015001308
anolis_carolinensis ENSACAG00000017988
pogona_vitticeps ENSPVIG00000008159
salvator_merianae ENSSMRG00000010359
sphenodon_punctatus ENSSPUG00000009398
junco_hyemalis ENSJHYG00000012530
zonotrichia_albicollis ENSZALG00000004488
serinus_canaria ENSSCAG00000012835
lonchura_striata_domestica ENSLSDG00000014374
taeniopygia_guttata ENSTGUG00000011050
parus_major ENSPMJG00000015706
cyanistes_caeruleus ENSCCEG00000013726
ficedula_albicollis ENSFALG00000010249
lepidothrix_coronata ENSLCOG00000004351
manacus_vitellinus ENSMVIG00005001440
calidris_pugnax ENSCPUG00000006412
calidris_pugnax ENSCPUG00000006411
calidris_pygmaea ENSCPGG00000013900
melopsittacus_undulatus ENSMUNG00000006293
anas_platyrhynchos_platyrhynchos ENSAPLG00000006073
anser_brachyrhynchus ENSABRG00000005551
gallus_gallus ENSGALG00000015340
coturnix_japonica ENSCJPG00005010401
meleagris_gallopavo ENSMGAG00000010966
numida_meleagris ENSNMEG00000013711
apteryx_haastii ENSAHAG00000001957
apteryx_owenii ENSAOWG00000001643
apteryx_rowi ENSARWG00000005755
dromaius_novaehollandiae ENSDNVG00000019009
nothoprocta_perdicaria ENSNPEG00000000886
crocodylus_porosus ENSCPRG00005016323
chelonoidis_abingdonii ENSCABG00000002723
gopherus_agassizii ENSGAGG00000019590
chrysemys_picta_bellii ENSCPBG00000004958
pelodiscus_sinensis ENSPSIG00000014983
loxodonta_africana ENSLAFG00000015386
procavia_capensis ENSPCAG00000000143
echinops_telfairi ENSETEG00000005126
choloepus_hoffmanni ENSCHOG00000001462
dasypus_novemcinctus ENSDNOG00000008353
bos_mutus ENSBMUG00000011561
bos_taurus ENSBTAG00000005898
bison_bison_bison ENSBBBG00000017523
capra_hircus ENSCHIG00000013976
ovis_aries ENSOARG00000014613
tursiops_truncatus ENSTTRG00000017239
sus_scrofa ENSSSCG00000006251
vicugna_pacos ENSVPAG00000001166
equus_caballus ENSECAG00000019399
equus_asinus_asinus ENSEASG00005016371
pteropus_vampyrus ENSPVAG00000016399
myotis_lucifugus ENSMLUG00000014857
ursus_americanus ENSUAMG00000027718
ursus_maritimus ENSUMAG00000009761
ailuropoda_melanoleuca ENSAMEG00000001781
neovison_vison ENSNVIG00000013962
mustela_putorius_furo ENSMPUG00000010475
canis_lupus_dingo ENSCAFG00020015485
canis_lupus_familiaris ENSCAFG00000007011
vulpes_vulpes ENSVVUG00000017821
panthera_tigris_altaica ENSPTIG00000005122
panthera_pardus ENSPPRG00000000677
felis_catus ENSFCAG00000011478
erinaceus_europaeus ENSEEUG00000001735
pan_troglodytes ENSPTRG00000020262
