mola_mola ENSMMOG00000014945
takifugu_rubripes ENSTRUG00000022009
labrus_bergylta ENSLBEG00000005597
mastacembelus_armatus ENSMAMG00000018223
monopterus_albus ENSMALG00000001255
anabas_testudineus ENSATEG00000012516
seriola_lalandi_dorsalis ENSSLDG00000024324
seriola_dumerili ENSSDUG00000020845
scophthalmus_maximus ENSSMAG00000011417
cyprinodon_variegatus ENSCVAG00000002304
cyprinodon_variegatus ENSCVAG00000002296
xiphophorus_maculatus ENSXMAG00000020859
xiphophorus_couchianus ENSXCOG00000003388
gambusia_affinis ENSGAFG00000019141
poecilia_formosa ENSPFOG00000023088
poecilia_mexicana ENSPMEG00000015280
poecilia_latipinna ENSPLAG00000017594
poecilia_reticulata ENSPREG00000017163
fundulus_heteroclitus ENSFHEG00000002054
kryptolebias_marmoratus ENSKMAG00000012958
kryptolebias_marmoratus ENSKMAG00000005506
oryzias_latipes ENSORLG00000004198
oryzias_latipes_asm223469v1 ENSORLG00015008111
oryzias_latipes ENSORLG00020016393
oryzias_melastigma ENSOMEG00000004810
amphiprion_percula ENSAPEG00000014547
amphiprion_ocellaris ENSAOCG00000002049
acanthochromis_polyacanthus ENSAPOG00000018330
stegastes_partitus ENSSPAG00000020795
maylandia_zebra ENSMZEG00005020447
astatotilapia_calliptera ENSACLG00000022692
haplochromis_burtoni ENSHBUG00000010080
pundamilia_nyererei ENSPNYG00000010103
neolamprologus_brichardi ENSNBRG00000003187
amphilophus_citrinellus ENSACIG00000022536
esox_lucius ENSELUG00000023099
