xiphophorus_maculatus ENSXMAG00000009150
xiphophorus_couchianus ENSXCOG00000017425
gambusia_affinis ENSGAFG00000014011
poecilia_formosa ENSPFOG00000008363
poecilia_latipinna ENSPLAG00000002512
poecilia_mexicana ENSPMEG00000022056
poecilia_reticulata ENSPREG00000022474
fundulus_heteroclitus ENSFHEG00000010708
cyprinodon_variegatus ENSCVAG00000006936
kryptolebias_marmoratus ENSKMAG00000015236
oryzias_latipes_asm223469v1 ENSORLG00015002959
oryzias_latipes ENSORLG00000009523
oryzias_latipes ENSORLG00020007155
oryzias_melastigma ENSOMEG00000001927
maylandia_zebra ENSMZEG00005016669
astatotilapia_calliptera ENSACLG00000007131
haplochromis_burtoni ENSHBUG00000022412
pundamilia_nyererei ENSPNYG00000009574
neolamprologus_brichardi ENSNBRG00000014351
oreochromis_niloticus ENSONIG00000000367
amphilophus_citrinellus ENSACIG00000004593
amphiprion_percula ENSAPEG00000019250
amphiprion_ocellaris ENSAOCG00000007620
acanthochromis_polyacanthus ENSAPOG00000012221
stegastes_partitus ENSSPAG00000000991
mastacembelus_armatus ENSMAMG00000012790
monopterus_albus ENSMALG00000006472
anabas_testudineus ENSATEG00000005124
takifugu_rubripes ENSTRUG00000015868
tetraodon_nigroviridis ENSTNIG00000004122
mola_mola ENSMMOG00000020711
labrus_bergylta ENSLBEG00000021371
labrus_bergylta ENSLBEG00000014185
scophthalmus_maximus ENSSMAG00000001835
cynoglossus_semilaevis ENSCSEG00000015065
seriola_lalandi_dorsalis ENSSLDG00000006322
seriola_dumerili ENSSDUG00000006061
hippocampus_comes ENSHCOG00000013488
amphiprion_ocellaris ENSAOCG00000014306
periophthalmus_magnuspinnatus ENSPMGG00000012104
esox_lucius ENSELUG00000015111
pygocentrus_nattereri ENSPNAG00000002481
astyanax_mexicanus ENSAMXG00000009662
danio_rerio ENSDARG00000038583
paramormyrops_kingsleyae ENSPKIG00000011038
scleropages_formosus ENSSFOG00015010618
lepisosteus_oculatus ENSLOCG00000007472
latimeria_chalumnae ENSLACG00000012376
