caenorhabditis_elegans_strain_n2 WBGene00022025
drosophila_melanogaster FBgn0037081
takifugu_rubripes ENSTRUG00000013383
tetraodon_nigroviridis ENSTNIG00000016140
mastacembelus_armatus ENSMAMG00000021225
amphilophus_citrinellus ENSACIG00000020459
cynoglossus_semilaevis ENSCSEG00000018667
labrus_bergylta ENSLBEG00000001154
anabas_testudineus ENSATEG00000008903
monopterus_albus ENSMALG00000019977
seriola_lalandi_dorsalis ENSSLDG00000016880
seriola_dumerili ENSSDUG00000020002
mola_mola ENSMMOG00000011013
amphiprion_percula ENSAPEG00000016432
amphiprion_ocellaris ENSAOCG00000020994
acanthochromis_polyacanthus ENSAPOG00000009823
stegastes_partitus ENSSPAG00000000732
fundulus_heteroclitus ENSFHEG00000020286
cyprinodon_variegatus ENSCVAG00000014070
xiphophorus_couchianus ENSXCOG00000006912
xiphophorus_maculatus ENSXMAG00000000490
gambusia_affinis ENSGAFG00000003041
poecilia_formosa ENSPFOG00000007871
poecilia_latipinna ENSPLAG00000007532
poecilia_mexicana ENSPMEG00000000352
poecilia_reticulata ENSPREG00000007811
kryptolebias_marmoratus ENSKMAG00000007622
oryzias_latipes ENSORLG00020017818
oryzias_latipes_asm223469v1 ENSORLG00015002268
oryzias_latipes ENSORLG00000002356
oryzias_melastigma ENSOMEG00000007564
maylandia_zebra ENSMZEG00005000485
pundamilia_nyererei ENSPNYG00000016693
astatotilapia_calliptera ENSACLG00000008096
neolamprologus_brichardi ENSNBRG00000003818
haplochromis_burtoni ENSHBUG00000004392
oreochromis_niloticus ENSONIG00000008638
scophthalmus_maximus ENSSMAG00000002970
gasterosteus_aculeatus ENSGACG00000020459
periophthalmus_magnuspinnatus ENSPMGG00000006172
hippocampus_comes ENSHCOG00000009056
gadus_morhua ENSGMOG00000016444
esox_lucius ENSELUG00000005486
pygocentrus_nattereri ENSPNAG00000006166
astyanax_mexicanus ENSAMXG00000008387
ictalurus_punctatus ENSIPUG00000017828
danio_rerio ENSDARG00000056649
paramormyrops_kingsleyae ENSPKIG00000024852
scleropages_formosus ENSSFOG00015012002
lepisosteus_oculatus ENSLOCG00000015118
anolis_carolinensis ENSACAG00000009346
pogona_vitticeps ENSPVIG00000020715
notechis_scutatus ENSNSUG00000016365
salvator_merianae ENSSMRG00000008951
sphenodon_punctatus ENSSPUG00000014767
calidris_pugnax ENSCPUG00000006667
calidris_pygmaea ENSCPGG00000008850
melopsittacus_undulatus ENSMUNG00000013229
anser_brachyrhynchus ENSABRG00000012167
anas_platyrhynchos_platyrhynchos ENSAPLG00000012401
gallus_gallus ENSGALG00000006410
coturnix_japonica ENSCJPG00005016372
meleagris_gallopavo ENSMGAG00000003558
numida_meleagris ENSNMEG00000020284
