labrus_bergylta ENSLBEG00000026838
gasterosteus_aculeatus ENSGACG00000009981
mola_mola ENSMMOG00000009238
scophthalmus_maximus ENSSMAG00000013658
cynoglossus_semilaevis ENSCSEG00000001915
seriola_dumerili ENSSDUG00000014662
seriola_lalandi_dorsalis ENSSLDG00000012006
mastacembelus_armatus ENSMAMG00000010737
monopterus_albus ENSMALG00000011961
anabas_testudineus ENSATEG00000014782
xiphophorus_maculatus ENSXMAG00000015445
xiphophorus_couchianus ENSXCOG00000017856
gambusia_affinis ENSGAFG00000001369
poecilia_mexicana ENSPMEG00000014644
poecilia_latipinna ENSPLAG00000009148
poecilia_formosa ENSPFOG00000004571
poecilia_reticulata ENSPREG00000001649
fundulus_heteroclitus ENSFHEG00000019878
cyprinodon_variegatus ENSCVAG00000004153
kryptolebias_marmoratus ENSKMAG00000008701
oryzias_latipes ENSORLG00020009422
oryzias_latipes ENSORLG00000020706
oryzias_latipes_asm223469v1 ENSORLG00015008788
oryzias_melastigma ENSOMEG00000015462
oryzias_melastigma ENSOMEG00000018700
amphilophus_citrinellus ENSACIG00000008464
amphilophus_citrinellus ENSACIG00000008237
astatotilapia_calliptera ENSACLG00000016267
astatotilapia_calliptera ENSACLG00000018245
maylandia_zebra ENSMZEG00005018439
pundamilia_nyererei ENSPNYG00000017322
haplochromis_burtoni ENSHBUG00000020991
neolamprologus_brichardi ENSNBRG00000000517
oreochromis_niloticus ENSONIG00000019127
amphiprion_ocellaris ENSAOCG00000001745
amphiprion_percula ENSAPEG00000009382
acanthochromis_polyacanthus ENSAPOG00000023357
stegastes_partitus ENSSPAG00000001046
tetraodon_nigroviridis ENSTNIG00000002773
hippocampus_comes ENSHCOG00000004913
periophthalmus_magnuspinnatus ENSPMGG00000020796
gadus_morhua ENSGMOG00000011520
esox_lucius ENSELUG00000003363
pygocentrus_nattereri ENSPNAG00000001290
astyanax_mexicanus ENSAMXG00000007738
pygocentrus_nattereri ENSPNAG00000001279
astyanax_mexicanus ENSAMXG00000043361
ictalurus_punctatus ENSIPUG00000003479
danio_rerio ENSDARG00000018529
paramormyrops_kingsleyae ENSPKIG00000025024
scleropages_formosus ENSSFOG00015012065
lepisosteus_oculatus ENSLOCG00000006105
anolis_carolinensis ENSACAG00000008884
pogona_vitticeps ENSPVIG00000006976
notechis_scutatus ENSNSUG00000004604
salvator_merianae ENSSMRG00000013398
sphenodon_punctatus ENSSPUG00000000064
apteryx_haastii ENSAHAG00000004369
apteryx_rowi ENSARWG00000013269
apteryx_owenii ENSAOWG00000006247
dromaius_novaehollandiae ENSDNVG00000006485
nothoprocta_perdicaria ENSNPEG00000013300
taeniopygia_guttata ENSTGUG00000008318
lonchura_striata_domestica ENSLSDG00000016754
serinus_canaria ENSSCAG00000017074
parus_major ENSPMJG00000016059
cyanistes_caeruleus ENSCCEG00000017432
ficedula_albicollis ENSFALG00000007674
junco_hyemalis ENSJHYG00000018132
zonotrichia_albicollis ENSZALG00000012872
lepidothrix_coronata ENSLCOG00000006643
manacus_vitellinus ENSMVIG00005017262
melopsittacus_undulatus ENSMUNG00000006195
calidris_pygmaea ENSCPGG00000017903
calidris_pugnax ENSCPUG00000007299
gallus_gallus ENSGALG00000006378
coturnix_japonica ENSCJPG00005018913
