salvator_merianae ENSSMRG00000013991
notechis_scutatus ENSNSUG00000019844
cebus_capucinus ENSCCAG00000036605
saimiri_boliviensis_boliviensis ENSSBOG00000028268
callithrix_jacchus ENSCJAG00000041318
aotus_nancymaae ENSANAG00000028590
homo_sapiens ENSG00000267795
gorilla_gorilla ENSGGOG00000041914
pan_paniscus ENSPPAG00000023720
pan_troglodytes ENSPTRG00000042971
nomascus_leucogenys ENSNLEG00000030827
colobus_angolensis_palliatus ENSCANG00000037593
piliocolobus_tephrosceles ENSPTEG00000034253
rhinopithecus_roxellana ENSRROG00000029207
rhinopithecus_bieti ENSRBIG00000027695
macaca_nemestrina ENSMNEG00000035774
macaca_fascicularis ENSMFAG00000036739
cercocebus_atys ENSCATG00000033043
papio_anubis ENSPANG00000009928
mandrillus_leucophaeus ENSMLEG00000028166
theropithecus_gelada ENSTGEG00000023700
chlorocebus_sabaeus ENSCSAG00000008959
carlito_syrichta ENSTSYG00000033466
prolemur_simus ENSPSMG00000024599
microcebus_murinus ENSMICG00000041932
propithecus_coquereli ENSPCOG00000005306
cavia_porcellus ENSCPOG00000035488
cavia_aperea ENSCAPG00000017555
octodon_degus ENSODEG00000012725
heterocephalus_glaber_female ENSHGLG00000019056
heterocephalus_glaber_male ENSHGLG00100001143
fukomys_damarensis ENSFDAG00000014698
chinchilla_lanigera ENSCLAG00000013044
spermophilus_dauricus ENSSDAG00000006601
ictidomys_tridecemlineatus ENSSTOG00000033771
urocitellus_parryii ENSUPAG00010019441
marmota_marmota_marmota ENSMMMG00000006107
castor_canadensis ENSCCNG00000010441
dipodomys_ordii ENSDORG00000028695
mus_spicilegus ENSMSIG00000027277
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021311
mus_musculus ENSMUSG00000096215
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020417
mus_pahari MGP_PahariEiJ_G0016125
rattus_norvegicus ENSRNOG00000042344
meriones_unguiculatus ENSMUGG00000016605
peromyscus_maniculatus_bairdii ENSPEMG00000029856
microtus_ochrogaster ENSMOCG00000012234
cricetulus_griseus_chok1gshd ENSCGRG00001011639
cricetulus_griseus_crigri ENSCGRG00000017305
cricetulus_griseus_crigri-picr ENSCGRG00015012780
mesocricetus_auratus ENSMAUG00000012865
nannospalax_galili ENSNGAG00000022602
jaculus_jaculus ENSJJAG00000021108
ursus_americanus ENSUAMG00000016433
canis_lupus_dingo ENSCAFG00020024934
neovison_vison ENSNVIG00000001390
panthera_pardus ENSPPRG00000005235
felis_catus ENSFCAG00000043505
equus_asinus_asinus ENSEASG00005000564
phascolarctos_cinereus ENSPCIG00000032682
pygocentrus_nattereri ENSPNAG00000012893
scophthalmus_maximus ENSSMAG00000014443
seriola_dumerili ENSSDUG00000017293
fundulus_heteroclitus ENSFHEG00000009257
danio_rerio ENSDARG00000105068
scleropages_formosus ENSSFOG00015014373
lepisosteus_oculatus ENSLOCG00000001171
