prolemur_simus ENSPSMG00000023664
otolemur_garnettii ENSOGAG00000029523
pan_troglodytes ENSPTRG00000040861
pan_troglodytes ENSPTRG00000050755
gorilla_gorilla ENSGGOG00000027893
homo_sapiens ENSG00000257704
nomascus_leucogenys ENSNLEG00000018411
theropithecus_gelada ENSTGEG00000023658
macaca_mulatta ENSMMUG00000038264
rhinopithecus_roxellana ENSRROG00000036821
aotus_nancymaae ENSANAG00000035853
peromyscus_maniculatus_bairdii ENSPEMG00000009541
cricetulus_griseus_chok1gshd ENSCGRG00001010104
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030308
mus_musculus ENSMUSG00000091811
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029229
mus_pahari MGP_PahariEiJ_G0021085
rattus_norvegicus ENSRNOG00000049661
jaculus_jaculus ENSJJAG00000011485
castor_canadensis ENSCCNG00000012185
heterocephalus_glaber_female ENSHGLG00000007315
cavia_porcellus ENSCPOG00000034661
urocitellus_parryii ENSUPAG00010009857
canis_lupus_dingo ENSCAFG00020001184
panthera_pardus ENSPPRG00000015681
bos_taurus ENSBTAG00000053132
bos_mutus ENSBMUG00000004859
capra_hircus ENSCHIG00000003153
sus_scrofa ENSSSCG00000037986
equus_caballus ENSECAG00000035593
dasypus_novemcinctus ENSDNOG00000043474
