petromyzon_marinus ENSPMAG00000001576
eptatretus_burgeri ENSEBUG00000002760
gopherus_agassizii ENSGAGG00000023163
chelonoidis_abingdonii ENSCABG00000008321
chrysemys_picta ENSCPBG00000020240
pelodiscus_sinensis ENSPSIG00000004884
crocodylus_porosus ENSCPRG00005015720
gallus_gallus ENSGALG00000003979
coturnix_japonica ENSCJPG00005011648
numida_meleagris ENSNMEG00000015717
anser_brachyrhynchus ENSABRG00000011717
anas_platyrhynchos ENSAPLG00000016169
junco_hyemalis ENSJHYG00000006849
zonotrichia_albicollis ENSZALG00000015853
serinus_canaria ENSSCAG00000007485
taeniopygia_guttata ENSTGUG00000006190
lonchura_striata ENSLSDG00000013276
parus_major ENSPMJG00000019076
cyanistes_caeruleus ENSCCEG00000006935
lepidothrix_coronata ENSLCOG00000011005
manacus_vitellinus ENSMVIG00005011121
anas_platyrhynchos ENSAPLG00000031102
meleagris_gallopavo ENSMGAG00000012789
ficedula_albicollis ENSFALG00000006368
melopsittacus_undulatus ENSMUNG00000002184
calidris_pugnax ENSCPUG00000020020
calidris_pygmaea ENSCPGG00000007459
apteryx_rowi ENSARWG00000014164
apteryx_owenii ENSAOWG00000007598
dromaius_novaehollandiae ENSDNVG00000007889
nothoprocta_perdicaria ENSNPEG00000011049
pogona_vitticeps ENSPVIG00000017241
anolis_carolinensis ENSACAG00000026012
salvator_merianae ENSSMRG00000013220
phascolarctos_cinereus ENSPCIG00000017951
vombatus_ursinus ENSVURG00010010255
notamacropus_eugenii ENSMEUG00000003299
sarcophilus_harrisii ENSSHAG00000014623
monodelphis_domestica ENSMODG00000040133
chinchilla_lanigera ENSCLAG00000011158
octodon_degus ENSODEG00000010036
cavia_porcellus ENSCPOG00000001456
heterocephalus_glaber ENSHGLG00000006940
heterocephalus_glaber ENSHGLG00100017689
fukomys_damarensis ENSFDAG00000010795
urocitellus_parryii ENSUPAG00010022212
ictidomys_tridecemlineatus ENSSTOG00000005054
marmota_marmota ENSMMMG00000011873
spermophilus_dauricus ENSSDAG00000009833
mus_spicilegus ENSMSIG00000010772
mus_spretus MGP_SPRETEiJ_G0017634
mus_musculus ENSMUSG00000017405
mus_caroli MGP_CAROLIEiJ_G0016791
mus_pahari MGP_PahariEiJ_G0017928
rattus_norvegicus ENSRNOG00000012866
meriones_unguiculatus ENSMUGG00000023551
microtus_ochrogaster ENSMOCG00000005323
peromyscus_maniculatus ENSPEMG00000012215
cricetulus_griseus ENSCGRG00015015910
cricetulus_griseus ENSCGRG00000014345
cricetulus_griseus ENSCGRG00001017418
mesocricetus_auratus ENSMAUG00000021265
nannospalax_galili ENSNGAG00000018667
jaculus_jaculus ENSJJAG00000024427
castor_canadensis ENSCCNG00000002088
dipodomys_ordii ENSDORG00000000977
oryctolagus_cuniculus ENSOCUG00000000855
ochotona_princeps ENSOPRG00000012632
tupaia_belangeri ENSTBEG00000002508
pan_paniscus ENSPPAG00000004290
pan_troglodytes ENSPTRG00000008935
homo_sapiens ENSG00000160602
gorilla_gorilla ENSGGOG00000016745
pongo_abelii ENSPPYG00000008110
nomascus_leucogenys ENSNLEG00000002881
piliocolobus_tephrosceles ENSPTEG00000031640
colobus_angolensis ENSCANG00000001181
rhinopithecus_roxellana ENSRROG00000029404
rhinopithecus_bieti ENSRBIG00000036631
theropithecus_gelada ENSTGEG00000006212
chlorocebus_sabaeus ENSCSAG00000007124
macaca_mulatta ENSMMUG00000030250
macaca_fascicularis ENSMFAG00000046314
macaca_nemestrina ENSMNEG00000040194
cercocebus_atys ENSCATG00000042381
mandrillus_leucophaeus ENSMLEG00000009843
papio_anubis ENSPANG00000023428
cebus_capucinus ENSCCAG00000037748
saimiri_boliviensis ENSSBOG00000024136
callithrix_jacchus ENSCJAG00000013137
aotus_nancymaae ENSANAG00000029273
carlito_syrichta ENSTSYG00000008269
propithecus_coquereli ENSPCOG00000020224
microcebus_murinus ENSMICG00000005332
prolemur_simus ENSPSMG00000024920
otolemur_garnettii ENSOGAG00000012104
equus_caballus ENSECAG00000009500
equus_asinus ENSEASG00005009873
myotis_lucifugus ENSMLUG00000001679
ovis_aries ENSOARG00000003806
capra_hircus ENSCHIG00000015050
bos_indicus ENSBIXG00000028835
bos_indicus ENSBIXG00005016018
bos_taurus ENSBTAG00000015535
bos_mutus ENSBMUG00000007978
tursiops_truncatus ENSTTRG00000004104
sus_scrofa ENSSSCG00000017766
pteropus_vampyrus ENSPVAG00000002924
ursus_americanus ENSUAMG00000015911
ailuropoda_melanoleuca ENSAMEG00000004653
mustela_putorius ENSMPUG00000014157
neovison_vison ENSNVIG00000016785
canis_lupus ENSCAFG00020011728
canis_lupus ENSCAFG00000018792
vulpes_vulpes ENSVVUG00000017228
panthera_pardus ENSPPRG00000002541
panthera_tigris ENSPTIG00000008149
felis_catus ENSFCAG00000004023
erinaceus_europaeus ENSEEUG00000006491
loxodonta_africana ENSLAFG00000013390
procavia_capensis ENSPCAG00000017010
echinops_telfairi ENSETEG00000013912
dasypus_novemcinctus ENSDNOG00000019492
bison_bison ENSBBBG00000019105
cavia_aperea ENSCAPG00000000835
ornithorhynchus_anatinus ENSOANG00000008372
xenopus_tropicalis ENSXETG00000012832
latimeria_chalumnae ENSLACG00000008585
seriola_dumerili ENSSDUG00000010988
lates_calcarifer ENSLCAG00010012284
scophthalmus_maximus ENSSMAG00000004267
monopterus_albus ENSMALG00000016779
mastacembelus_armatus ENSMAMG00000018641
anabas_testudineus ENSATEG00000023024
betta_splendens ENSBSLG00000009993
cottoperca_gobio ENSCGOG00000023843
gasterosteus_aculeatus ENSGACG00000011167
labrus_bergylta ENSLBEG00000026072
takifugu_rubripes ENSTRUG00000005563
tetraodon_nigroviridis ENSTNIG00000016229
mola_mola ENSMMOG00000014391
larimichthys_crocea ENSLCRG00005002258
parambassis_ranga ENSPRNG00000009923
gouania_willdenowi ENSGWIG00000018524
poecilia_formosa ENSPFOG00000024665
poecilia_mexicana ENSPMEG00000020460
poecilia_latipinna ENSPLAG00000017818
xiphophorus_couchianus ENSXCOG00000009544
fundulus_heteroclitus ENSFHEG00000013758
kryptolebias_marmoratus ENSKMAG00000019592
oryzias_latipes ENSORLG00015014749
oryzias_latipes ENSORLG00000004422
oryzias_latipes ENSORLG00020009995
oryzias_melastigma ENSOMEG00000003734
maylandia_zebra ENSMZEG00005008230
pundamilia_nyererei ENSPNYG00000017466
astatotilapia_calliptera ENSACLG00000005137
haplochromis_burtoni ENSHBUG00000016176
neolamprologus_brichardi ENSNBRG00000019805
oreochromis_niloticus ENSONIG00000013168
amphilophus_citrinellus ENSACIG00000008529
amphiprion_percula ENSAPEG00000010295
amphiprion_ocellaris ENSAOCG00000005244
acanthochromis_polyacanthus ENSAPOG00000003101
stegastes_partitus ENSSPAG00000017285
cynoglossus_semilaevis ENSCSEG00000012887
periophthalmus_magnuspinnatus ENSPMGG00000003973
hippocampus_comes ENSHCOG00000020564
gadus_morhua ENSGMOG00000016185
hucho_hucho ENSHHUG00000018628
hucho_hucho ENSHHUG00000050086
esox_lucius ENSELUG00000022112
clupea_harengus ENSCHAG00000017148
denticeps_clupeoides ENSDCDG00000004344
astyanax_mexicanus ENSAMXG00005011912
astyanax_mexicanus ENSAMXG00000004017
pygocentrus_nattereri ENSPNAG00000014617
ictalurus_punctatus ENSIPUG00000017396
electrophorus_electricus ENSEEEG00000003766
danio_rerio ENSDARG00000045626
paramormyrops_kingsleyae ENSPKIG00000006771
scleropages_formosus ENSSFOG00015004426
lepisosteus_oculatus ENSLOCG00000005850
erpetoichthys_calabaricus ENSECRG00000006728
callorhinchus_milii ENSCMIG00000012531
ciona_intestinalis ENSCING00000005268
ciona_savignyi ENSCSAVG00000011813
