apteryx_owenii ENSAOWG00000018146
apteryx_rowi ENSARWG00000015118
apteryx_haastii ENSAHAG00000019479
dromaius_novaehollandiae ENSDNVG00000004066
melopsittacus_undulatus ENSMUNG00000012842
ficedula_albicollis ENSFALG00000013662
nothoprocta_perdicaria ENSNPEG00000006330
numida_meleagris ENSNMEG00000007619
coturnix_japonica ENSCJPG00005020793
anser_brachyrhynchus ENSABRG00000008104
anas_platyrhynchos_platyrhynchos ENSAPLG00000004194
serinus_canaria ENSSCAG00000015908
lepidothrix_coronata ENSLCOG00000013986
manacus_vitellinus ENSMVIG00005012420
taeniopygia_guttata ENSTGUG00000010472
junco_hyemalis ENSJHYG00000018344
gallus_gallus ENSGALG00000027142
cyanistes_caeruleus ENSCCEG00000007567
parus_major ENSPMJG00000006014
zonotrichia_albicollis ENSZALG00000003321
lonchura_striata_domestica ENSLSDG00000016486
meleagris_gallopavo ENSMGAG00000010254
gopherus_agassizii ENSGAGG00000018649
gopherus_agassizii ENSGAGG00000012798
chelonoidis_abingdonii ENSCABG00000001473
chrysemys_picta_bellii ENSCPBG00000014717
chrysemys_picta_bellii ENSCPBG00000013563
pelodiscus_sinensis ENSPSIG00000007588
calidris_pygmaea ENSCPGG00000003179
calidris_pugnax ENSCPUG00000018780
sphenodon_punctatus ENSSPUG00000017356
notechis_scutatus ENSNSUG00000006279
anolis_carolinensis ENSACAG00000014763
salvator_merianae ENSSMRG00000003058
lepisosteus_oculatus ENSLOCG00000013512
panthera_pardus ENSPPRG00000006511
felis_catus ENSFCAG00000039401
equus_caballus ENSECAG00000007201
cricetulus_griseus_crigri-picr ENSCGRG00015004000
notamacropus_eugenii ENSMEUG00000000379
pogona_vitticeps ENSPVIG00000000499
amphiprion_percula ENSAPEG00000009992
amphiprion_ocellaris ENSAOCG00000020945
acanthochromis_polyacanthus ENSAPOG00000010400
stegastes_partitus ENSSPAG00000002762
astatotilapia_calliptera ENSACLG00000025002
maylandia_zebra ENSMZEG00005023643
pundamilia_nyererei ENSPNYG00000003484
haplochromis_burtoni ENSHBUG00000005568
neolamprologus_brichardi ENSNBRG00000016118
oreochromis_niloticus ENSONIG00000017358
amphilophus_citrinellus ENSACIG00000020567
tetraodon_nigroviridis ENSTNIG00000017891
takifugu_rubripes ENSTRUG00000025026
monopterus_albus ENSMALG00000021953
mastacembelus_armatus ENSMAMG00000011629
anabas_testudineus ENSATEG00000006907
seriola_dumerili ENSSDUG00000015301
