petromyzon_marinus ENSPMAG00000008923
eptatretus_burgeri ENSEBUG00000002246
calidris_pugnax ENSCPUG00000019682
calidris_pygmaea ENSCPGG00000010394
parus_major ENSPMJG00000004925
taeniopygia_guttata ENSTGUG00000009024
junco_hyemalis ENSJHYG00000007983
serinus_canaria ENSSCAG00000005791
cyanistes_caeruleus ENSCCEG00000021693
lonchura_striata_domestica ENSLSDG00000007843
zonotrichia_albicollis ENSZALG00000002253
ficedula_albicollis ENSFALG00000013089
manacus_vitellinus ENSMVIG00005017955
manacus_vitellinus ENSMVIG00005017963
lepidothrix_coronata ENSLCOG00000013252
meleagris_gallopavo ENSMGAG00000008545
coturnix_japonica ENSCJPG00005016741
gallus_gallus ENSGALG00000036976
numida_meleagris ENSNMEG00000020635
anas_platyrhynchos_platyrhynchos ENSAPLG00000006918
anser_brachyrhynchus ENSABRG00000018505
apteryx_rowi ENSARWG00000002369
apteryx_owenii ENSAOWG00000015673
apteryx_haastii ENSAHAG00000009864
crocodylus_porosus ENSCPRG00005016712
chelonoidis_abingdonii ENSCABG00000019715
chelonoidis_abingdonii ENSCABG00000019714
gopherus_agassizii ENSGAGG00000019215
chrysemys_picta_bellii ENSCPBG00000004002
pelodiscus_sinensis ENSPSIG00000005476
sphenodon_punctatus ENSSPUG00000004108
pogona_vitticeps ENSPVIG00000008095
anolis_carolinensis ENSACAG00000012386
salvator_merianae ENSSMRG00000017304
notechis_scutatus ENSNSUG00000006253
xenopus_tropicalis ENSXETG00000009339
ursus_americanus ENSUAMG00000017846
ornithorhynchus_anatinus ENSOANG00000010909
notechis_scutatus ENSNSUG00000006254
sarcophilus_harrisii ENSSHAG00000014715
monodelphis_domestica ENSMODG00000013362
phascolarctos_cinereus ENSPCIG00000022151
notamacropus_eugenii ENSMEUG00000000724
oryctolagus_cuniculus ENSOCUG00000017715
ochotona_princeps ENSOPRG00000000066
dipodomys_ordii ENSDORG00000000367
pan_troglodytes ENSPTRG00000043430
pan_paniscus ENSPPAG00000037268
homo_sapiens ENSG00000178149
gorilla_gorilla ENSGGOG00000001269
pongo_abelii ENSPPYG00000013886
nomascus_leucogenys ENSNLEG00000006730
macaca_fascicularis ENSMFAG00000009642
macaca_nemestrina ENSMNEG00000043361
macaca_mulatta ENSMMUG00000005652
mandrillus_leucophaeus ENSMLEG00000040883
cercocebus_atys ENSCATG00000030159
papio_anubis ENSPANG00000007062
theropithecus_gelada ENSTGEG00000007779
chlorocebus_sabaeus ENSCSAG00000015253
piliocolobus_tephrosceles ENSPTEG00000008334
colobus_angolensis_palliatus ENSCANG00000015447
rhinopithecus_bieti ENSRBIG00000042882
rhinopithecus_roxellana ENSRROG00000038168
cebus_capucinus ENSCCAG00000033230
saimiri_boliviensis_boliviensis ENSSBOG00000019867
callithrix_jacchus ENSCJAG00000003370
aotus_nancymaae ENSANAG00000030773
carlito_syrichta ENSTSYG00000029736
propithecus_coquereli ENSPCOG00000027419
microcebus_murinus ENSMICG00000007858
prolemur_simus ENSPSMG00000025993
otolemur_garnettii ENSOGAG00000003937
cavia_porcellus ENSCPOG00000022699
cavia_aperea ENSCAPG00000008000
chinchilla_lanigera ENSCLAG00000010911
octodon_degus ENSODEG00000018251
heterocephalus_glaber_female ENSHGLG00000012675
heterocephalus_glaber_male ENSHGLG00100018613
fukomys_damarensis ENSFDAG00000009832
ictidomys_tridecemlineatus ENSSTOG00000001789
urocitellus_parryii ENSUPAG00010022797
spermophilus_dauricus ENSSDAG00000015861
marmota_marmota_marmota ENSMMMG00000005693
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033842
mus_musculus ENSMUSG00000019039
mus_spicilegus ENSMSIG00000000255
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032697
mus_pahari MGP_PahariEiJ_G0015565
rattus_norvegicus ENSRNOG00000020159
meriones_unguiculatus ENSMUGG00000018412
cricetulus_griseus_crigri ENSCGRG00000011396
cricetulus_griseus_chok1gshd ENSCGRG00001020135
cricetulus_griseus_crigri-picr ENSCGRG00015013610
mesocricetus_auratus ENSMAUG00000008143
microtus_ochrogaster ENSMOCG00000000771
nannospalax_galili ENSNGAG00000002570
jaculus_jaculus ENSJJAG00000020047
castor_canadensis ENSCCNG00000004196
tupaia_belangeri ENSTBEG00000010999
myotis_lucifugus ENSMLUG00000022625
erinaceus_europaeus ENSEEUG00000005509
loxodonta_africana ENSLAFG00000012826
procavia_capensis ENSPCAG00000016961
echinops_telfairi ENSETEG00000006886
choloepus_hoffmanni ENSCHOG00000008891
dasypus_novemcinctus ENSDNOG00000041605
ovis_aries ENSOARG00000015672
capra_hircus ENSCHIG00000018628
bos_taurus ENSBTAG00000018913
bos_mutus ENSBMUG00000013752
bison_bison_bison ENSBBBG00000013423
tursiops_truncatus ENSTTRG00000017347
sus_scrofa ENSSSCG00000011370
equus_asinus_asinus ENSEASG00005010431
equus_asinus_asinus ENSEASG00005010427
equus_caballus ENSECAG00000020436
ailuropoda_melanoleuca ENSAMEG00000012976
ursus_maritimus ENSUMAG00000023436
mustela_putorius_furo ENSMPUG00000014288
neovison_vison ENSNVIG00000023465
canis_lupus_dingo ENSCAFG00020020957
canis_lupus_familiaris ENSCAFG00000011969
panthera_tigris_altaica ENSPTIG00000017798
panthera_pardus ENSPPRG00000006675
felis_catus ENSFCAG00000009842
pteropus_vampyrus ENSPVAG00000008710
ornithorhynchus_anatinus ENSOANG00000004062
latimeria_chalumnae ENSLACG00000001729
mastacembelus_armatus ENSMAMG00000000926
cynoglossus_semilaevis ENSCSEG00000006038
fundulus_heteroclitus ENSFHEG00000018251
cyprinodon_variegatus ENSCVAG00000003654
xiphophorus_couchianus ENSXCOG00000002881
xiphophorus_maculatus ENSXMAG00000019349
gambusia_affinis ENSGAFG00000002863
poecilia_formosa ENSPFOG00000006554
poecilia_mexicana ENSPMEG00000008598
poecilia_latipinna ENSPLAG00000022101
poecilia_reticulata ENSPREG00000012917
kryptolebias_marmoratus ENSKMAG00000002478
oryzias_latipes ENSORLG00020018635
oryzias_latipes_asm223469v1 ENSORLG00015012489
oryzias_latipes ENSORLG00000002924
oryzias_melastigma ENSOMEG00000007645
astatotilapia_calliptera ENSACLG00000018765
maylandia_zebra ENSMZEG00005021115
haplochromis_burtoni ENSHBUG00000004376
pundamilia_nyererei ENSPNYG00000010587
neolamprologus_brichardi ENSNBRG00000023079
oreochromis_niloticus ENSONIG00000001699
amphilophus_citrinellus ENSACIG00000016890
takifugu_rubripes ENSTRUG00000010112
tetraodon_nigroviridis ENSTNIG00000012030
seriola_lalandi_dorsalis ENSSLDG00000023011
seriola_dumerili ENSSDUG00000016309
scophthalmus_maximus ENSSMAG00000010451
mastacembelus_armatus ENSMAMG00000016069
monopterus_albus ENSMALG00000014197
anabas_testudineus ENSATEG00000007111
amphiprion_percula ENSAPEG00000015102
amphiprion_ocellaris ENSAOCG00000002735
acanthochromis_polyacanthus ENSAPOG00000002457
stegastes_partitus ENSSPAG00000002467
labrus_bergylta ENSLBEG00000008089
mola_mola ENSMMOG00000016453
gasterosteus_aculeatus ENSGACG00000005745
hippocampus_comes ENSHCOG00000000220
periophthalmus_magnuspinnatus ENSPMGG00000002823
gadus_morhua ENSGMOG00000019281
esox_lucius ENSELUG00000011627
pygocentrus_nattereri ENSPNAG00000019616
astyanax_mexicanus ENSAMXG00000013292
ictalurus_punctatus ENSIPUG00000006748
danio_rerio ENSDARG00000068602
paramormyrops_kingsleyae ENSPKIG00000013894
scleropages_formosus ENSSFOG00015015223
lepisosteus_oculatus ENSLOCG00000014389
ciona_intestinalis ENSCING00000014497
drosophila_melanogaster FBgn0030660
