bos_taurus ENSBTAG00000027386
capra_hircus ENSCHIG00000008242
tursiops_truncatus ENSTTRG00000008502
sus_scrofa ENSSSCG00000021920
equus_asinus_asinus ENSEASG00005003627
equus_caballus ENSECAG00000001018
pteropus_vampyrus ENSPVAG00000000181
ursus_americanus ENSUAMG00000001708
neovison_vison ENSNVIG00000010592
canis_lupus_familiaris ENSCAFG00000006973
canis_lupus_dingo ENSCAFG00020004070
panthera_pardus ENSPPRG00000014713
felis_catus ENSFCAG00000045084
microcebus_murinus ENSMICG00000035334
prolemur_simus ENSPSMG00000003183
propithecus_coquereli ENSPCOG00000013679
otolemur_garnettii ENSOGAG00000024255
pan_troglodytes ENSPTRG00000030670
homo_sapiens ENSG00000177732
pongo_abelii ENSPPYG00000010870
nomascus_leucogenys ENSNLEG00000009528
cercocebus_atys ENSCATG00000022263
papio_anubis ENSPANG00000001811
macaca_fascicularis ENSMFAG00000001027
macaca_mulatta ENSMMUG00000043181
macaca_nemestrina ENSMNEG00000012150
theropithecus_gelada ENSTGEG00000009056
chlorocebus_sabaeus ENSCSAG00000018762
piliocolobus_tephrosceles ENSPTEG00000035183
callithrix_jacchus ENSCJAG00000040580
cebus_capucinus ENSCCAG00000016511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025374
mus_spicilegus ENSMSIG00000001653
mus_musculus ENSMUSG00000051817
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024453
mus_pahari MGP_PahariEiJ_G0025897
rattus_norvegicus ENSRNOG00000007514
meriones_unguiculatus ENSMUGG00000021563
cricetulus_griseus_chok1gshd ENSCGRG00001007793
mesocricetus_auratus ENSMAUG00000016069
nannospalax_galili ENSNGAG00000002969
jaculus_jaculus ENSJJAG00000018228
castor_canadensis ENSCCNG00000012139
urocitellus_parryii ENSUPAG00010018773
octodon_degus ENSODEG00000020040
cavia_porcellus ENSCPOG00000037111
heterocephalus_glaber_female ENSHGLG00000015826
dasypus_novemcinctus ENSDNOG00000032024
ovis_aries ENSOARG00000019159
cricetulus_griseus_crigri-picr ENSCGRG00015003939
procavia_capensis ENSPCAG00000006911
dasypus_novemcinctus ENSDNOG00000044763
ailuropoda_melanoleuca ENSAMEG00000014001
vulpes_vulpes ENSVVUG00000008278
sarcophilus_harrisii ENSSHAG00000004381
monodelphis_domestica ENSMODG00000019507
gopherus_agassizii ENSGAGG00000020742
chelonoidis_abingdonii ENSCABG00000016887
chrysemys_picta_bellii ENSCPBG00000027580
pelodiscus_sinensis ENSPSIG00000001278
lonchura_striata_domestica ENSLSDG00000006692
serinus_canaria ENSSCAG00000014347
junco_hyemalis ENSJHYG00000013871
cyanistes_caeruleus ENSCCEG00000000394
parus_major ENSPMJG00000006983
ficedula_albicollis ENSFALG00000014163
lepidothrix_coronata ENSLCOG00000014030
calidris_pygmaea ENSCPGG00000018592
numida_meleagris ENSNMEG00000016303
coturnix_japonica ENSCJPG00005005825
pogona_vitticeps ENSPVIG00000011113
anolis_carolinensis ENSACAG00000008177
notechis_scutatus ENSNSUG00000000197
