apteryx_haastii ENSAHAG00000017447
apteryx_owenii ENSAOWG00000006754
apteryx_rowi ENSARWG00000014028
dromaius_novaehollandiae ENSDNVG00000005660
nothoprocta_perdicaria ENSNPEG00000013278
anser_brachyrhynchus ENSABRG00000003351
anas_platyrhynchos ENSAPLG00000002486
gallus_gallus ENSGALG00000015605
coturnix_japonica ENSCJPG00005002273
meleagris_gallopavo ENSMGAG00000013626
numida_meleagris ENSNMEG00000009066
taeniopygia_guttata ENSTGUG00000012380
lonchura_striata ENSLSDG00000013288
serinus_canaria ENSSCAG00000001813
junco_hyemalis ENSJHYG00000000583
zonotrichia_albicollis ENSZALG00000006021
ficedula_albicollis ENSFALG00000003160
cyanistes_caeruleus ENSCCEG00000016071
parus_major ENSPMJG00000001556
calidris_pygmaea ENSCPGG00000005512
calidris_pugnax ENSCPUG00000009651
manacus_vitellinus ENSMVIG00005002062
lepidothrix_coronata ENSLCOG00000016120
melopsittacus_undulatus ENSMUNG00000007001
crocodylus_porosus ENSCPRG00005017267
gopherus_agassizii ENSGAGG00000011800
chelonoidis_abingdonii ENSCABG00000016150
chrysemys_picta ENSCPBG00000020234
pelodiscus_sinensis ENSPSIG00000009237
pogona_vitticeps ENSPVIG00000002962
anolis_carolinensis ENSACAG00000014366
salvator_merianae ENSSMRG00000017566
sphenodon_punctatus ENSSPUG00000001634
chelonoidis_abingdonii ENSCABG00000022635
sphenodon_punctatus ENSSPUG00000001647
notechis_scutatus ENSNSUG00000017526
phascolarctos_cinereus ENSPCIG00000030928
vombatus_ursinus ENSVURG00010006782
notamacropus_eugenii ENSMEUG00000016322
sarcophilus_harrisii ENSSHAG00000016295
monodelphis_domestica ENSMODG00000018176
colobus_angolensis ENSCANG00000028492
piliocolobus_tephrosceles ENSPTEG00000014679
rhinopithecus_roxellana ENSRROG00000033424
rhinopithecus_bieti ENSRBIG00000029857
papio_anubis ENSPANG00000006817
theropithecus_gelada ENSTGEG00000020681
cercocebus_atys ENSCATG00000037186
mandrillus_leucophaeus ENSMLEG00000043165
macaca_mulatta ENSMMUG00000009736
macaca_fascicularis ENSMFAG00000040061
macaca_nemestrina ENSMNEG00000038521
chlorocebus_sabaeus ENSCSAG00000017273
gorilla_gorilla ENSGGOG00000012497
homo_sapiens ENSG00000112182
pan_troglodytes ENSPTRG00000018426
pan_paniscus ENSPPAG00000030965
pongo_abelii ENSPPYG00000016849
nomascus_leucogenys ENSNLEG00000013316
cebus_capucinus ENSCCAG00000005939
saimiri_boliviensis ENSSBOG00000022600
callithrix_jacchus ENSCJAG00000001013
aotus_nancymaae ENSANAG00000020444
propithecus_coquereli ENSPCOG00000017192
prolemur_simus ENSPSMG00000011300
microcebus_murinus ENSMICG00000033104
otolemur_garnettii ENSOGAG00000024390
nannospalax_galili ENSNGAG00000018149
carlito_syrichta ENSTSYG00000027910
castor_canadensis ENSCCNG00000024652
dipodomys_ordii ENSDORG00000023620
jaculus_jaculus ENSJJAG00000013324
microtus_ochrogaster ENSMOCG00000001306
urocitellus_parryii ENSUPAG00010019169
ursus_americanus ENSUAMG00000006775
myotis_lucifugus ENSMLUG00000001651
ictidomys_tridecemlineatus ENSSTOG00000005129
spermophilus_dauricus ENSSDAG00000010428
marmota_marmota ENSMMMG00000010682
cricetulus_griseus ENSCGRG00001022819
cricetulus_griseus ENSCGRG00015008198
cricetulus_griseus ENSCGRG00000006795
peromyscus_maniculatus ENSPEMG00000024668
mus_spicilegus ENSMSIG00000013426
mus_musculus ENSMUSG00000040270
mus_spretus MGP_SPRETEiJ_G0026810
mus_caroli MGP_CAROLIEiJ_G0025862
mus_pahari MGP_PahariEiJ_G0023985
rattus_norvegicus ENSRNOG00000006170
meriones_unguiculatus ENSMUGG00000017195
heterocephalus_glaber ENSHGLG00100016550
heterocephalus_glaber ENSHGLG00000001206
fukomys_damarensis ENSFDAG00000001423
cavia_porcellus ENSCPOG00000030579
cavia_aperea ENSCAPG00000006501
chinchilla_lanigera ENSCLAG00000009099
tupaia_belangeri ENSTBEG00000008433
jaculus_jaculus ENSJJAG00000002786
mesocricetus_auratus ENSMAUG00000016851
castor_canadensis ENSCCNG00000024648
oryctolagus_cuniculus ENSOCUG00000004231
ochotona_princeps ENSOPRG00000008266
ursus_americanus ENSUAMG00000012527
ailuropoda_melanoleuca ENSAMEG00000003595
ursus_maritimus ENSUMAG00000011407
neovison_vison ENSNVIG00000001430
mustela_putorius ENSMPUG00000009102
canis_lupus ENSCAFG00020016233
canis_lupus ENSCAFG00000003116
vulpes_vulpes ENSVVUG00000014083
panthera_pardus ENSPPRG00000024203
panthera_tigris ENSPTIG00000016918
felis_catus ENSFCAG00000008901
capra_hircus ENSCHIG00000022370
ovis_aries ENSOARG00000012361
bos_indicus ENSBIXG00000016888
bos_taurus ENSBTAG00000020713
bos_indicus ENSBIXG00005031006
