apteryx_owenii ENSAOWG00000017487
apteryx_rowi ENSARWG00000005126
apteryx_haastii ENSAHAG00000006837
dromaius_novaehollandiae ENSDNVG00000007528
nothoprocta_perdicaria ENSNPEG00000011378
junco_hyemalis ENSJHYG00000012843
zonotrichia_albicollis ENSZALG00000009722
serinus_canaria ENSSCAG00000006269
taeniopygia_guttata ENSTGUG00000004745
lonchura_striata_domestica ENSLSDG00000011970
ficedula_albicollis ENSFALG00000009701
cyanistes_caeruleus ENSCCEG00000005402
parus_major ENSPMJG00000018986
manacus_vitellinus ENSMVIG00005010322
lepidothrix_coronata ENSLCOG00000003250
calidris_pygmaea ENSCPGG00000001299
calidris_pugnax ENSCPUG00000004713
anser_brachyrhynchus ENSABRG00000002268
anas_platyrhynchos_platyrhynchos ENSAPLG00000006470
gallus_gallus ENSGALG00000002081
coturnix_japonica ENSCJPG00005009900
meleagris_gallopavo ENSMGAG00000003978
numida_meleagris ENSNMEG00000015088
crocodylus_porosus ENSCPRG00005005593
chelonoidis_abingdonii ENSCABG00000002406
gopherus_agassizii ENSGAGG00000022065
chrysemys_picta_bellii ENSCPBG00000027821
pelodiscus_sinensis ENSPSIG00000013884
salvator_merianae ENSSMRG00000003832
pogona_vitticeps ENSPVIG00000009794
notechis_scutatus ENSNSUG00000009243
sphenodon_punctatus ENSSPUG00000006018
ursus_americanus ENSUAMG00000008643
ursus_americanus ENSUAMG00000004943
ailuropoda_melanoleuca ENSAMEG00000014834
neovison_vison ENSNVIG00000020319
mustela_putorius_furo ENSMPUG00000014927
canis_lupus_dingo ENSCAFG00020004053
canis_lupus_familiaris ENSCAFG00000018182
vulpes_vulpes ENSVVUG00000020380
panthera_pardus ENSPPRG00000004296
panthera_tigris_altaica ENSPTIG00000016715
felis_catus ENSFCAG00000010393
equus_caballus ENSECAG00000004234
equus_asinus_asinus ENSEASG00005011229
pteropus_vampyrus ENSPVAG00000003951
myotis_lucifugus ENSMLUG00000002856
bos_taurus ENSBTAG00000006086
bos_mutus ENSBMUG00000012687
bison_bison_bison ENSBBBG00000000966
capra_hircus ENSCHIG00000027070
ovis_aries ENSOARG00000005655
tursiops_truncatus ENSTTRG00000014141
sus_scrofa ENSSSCG00000034440
erinaceus_europaeus ENSEEUG00000009150
sorex_araneus ENSSARG00000005989
pan_paniscus ENSPPAG00000029288
pan_troglodytes ENSPTRG00000009025
homo_sapiens ENSG00000271447
gorilla_gorilla ENSGGOG00000015617
pongo_abelii ENSPPYG00000008193
nomascus_leucogenys ENSNLEG00000014038
theropithecus_gelada ENSTGEG00000016582
papio_anubis ENSPANG00000022977
mandrillus_leucophaeus ENSMLEG00000035285
macaca_fascicularis ENSMFAG00000003523
macaca_mulatta ENSMMUG00000022229
macaca_nemestrina ENSMNEG00000035643
cercocebus_atys ENSCATG00000045014
chlorocebus_sabaeus ENSCSAG00000006243
colobus_angolensis_palliatus ENSCANG00000038213
piliocolobus_tephrosceles ENSPTEG00000017108
rhinopithecus_roxellana ENSRROG00000029324
rhinopithecus_bieti ENSRBIG00000042961
callithrix_jacchus ENSCJAG00000047189
cebus_capucinus ENSCCAG00000027683
saimiri_boliviensis_boliviensis ENSSBOG00000023020
aotus_nancymaae ENSANAG00000037562
carlito_syrichta ENSTSYG00000012746
propithecus_coquereli ENSPCOG00000021300
prolemur_simus ENSPSMG00000019848
microcebus_murinus ENSMICG00000017052
otolemur_garnettii ENSOGAG00000011716
castor_canadensis ENSCCNG00000028749
dipodomys_ordii ENSDORG00000003809
mus_musculus ENSMUSG00000020682
mus_spicilegus ENSMSIG00000012526
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017719
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016875
mus_pahari MGP_PahariEiJ_G0018006
rattus_norvegicus ENSRNOG00000061904
rattus_norvegicus ENSRNOG00000047940
meriones_unguiculatus ENSMUGG00000017216
cricetulus_griseus_crigri ENSCGRG00000016085
cricetulus_griseus_chok1gshd ENSCGRG00001013370
cricetulus_griseus_crigri-picr ENSCGRG00015011773
mesocricetus_auratus ENSMAUG00000018264
peromyscus_maniculatus_bairdii ENSPEMG00000019080
microtus_ochrogaster ENSMOCG00000018460
nannospalax_galili ENSNGAG00000014473
jaculus_jaculus ENSJJAG00000009319
heterocephalus_glaber_male ENSHGLG00100014701
heterocephalus_glaber_female ENSHGLG00000005231
fukomys_damarensis ENSFDAG00000019330
cavia_porcellus ENSCPOG00000031764
