caenorhabditis_elegans_strain_n2 WBGene00044924
drosophila_melanogaster FBgn0030801
astatotilapia_calliptera ENSACLG00000007588
maylandia_zebra ENSMZEG00005025255
pundamilia_nyererei ENSPNYG00000016988
haplochromis_burtoni ENSHBUG00000004779
neolamprologus_brichardi ENSNBRG00000003094
oreochromis_niloticus ENSONIG00000008677
amphilophus_citrinellus ENSACIG00000020248
poecilia_formosa ENSPFOG00000008626
poecilia_latipinna ENSPLAG00000005996
poecilia_mexicana ENSPMEG00000020035
poecilia_reticulata ENSPREG00000008487
xiphophorus_maculatus ENSXMAG00000022222
xiphophorus_couchianus ENSXCOG00000007013
gambusia_affinis ENSGAFG00000002307
cyprinodon_variegatus ENSCVAG00000013625
fundulus_heteroclitus ENSFHEG00000021283
oryzias_latipes ENSORLG00020017373
oryzias_latipes ENSORLG00000028784
oryzias_latipes_asm223469v1 ENSORLG00015001859
oryzias_melastigma ENSOMEG00000008006
takifugu_rubripes ENSTRUG00000025161
tetraodon_nigroviridis ENSTNIG00000016137
anabas_testudineus ENSATEG00000008670
mastacembelus_armatus ENSMAMG00000021168
seriola_lalandi_dorsalis ENSSLDG00000016367
seriola_dumerili ENSSDUG00000019628
scophthalmus_maximus ENSSMAG00000019004
monopterus_albus ENSMALG00000020309
mola_mola ENSMMOG00000011491
cynoglossus_semilaevis ENSCSEG00000018814
amphiprion_ocellaris ENSAOCG00000021389
amphiprion_percula ENSAPEG00000016688
acanthochromis_polyacanthus ENSAPOG00000016572
stegastes_partitus ENSSPAG00000010443
gasterosteus_aculeatus ENSGACG00000020468
labrus_bergylta ENSLBEG00000000804
kryptolebias_marmoratus ENSKMAG00000007300
periophthalmus_magnuspinnatus ENSPMGG00000005986
hippocampus_comes ENSHCOG00000009105
gadus_morhua ENSGMOG00000011351
esox_lucius ENSELUG00000019916
scleropages_formosus ENSSFOG00015013799
paramormyrops_kingsleyae ENSPKIG00000011467
lepisosteus_oculatus ENSLOCG00000005302
pygocentrus_nattereri ENSPNAG00000004712
astyanax_mexicanus ENSAMXG00000043940
ictalurus_punctatus ENSIPUG00000024520
danio_rerio ENSDARG00000069373
phascolarctos_cinereus ENSPCIG00000031498
sarcophilus_harrisii ENSSHAG00000007315
monodelphis_domestica ENSMODG00000028983
microcebus_murinus ENSMICG00000004191
prolemur_simus ENSPSMG00000013956
otolemur_garnettii ENSOGAG00000001914
oryctolagus_cuniculus ENSOCUG00000014827
bos_taurus ENSBTAG00000049986
bos_mutus ENSBMUG00000003438
bos_taurus ENSBTAG00000037489
bison_bison_bison ENSBBBG00000003684
capra_hircus ENSCHIG00000015299
ovis_aries ENSOARG00000010380
tursiops_truncatus ENSTTRG00000002888
vicugna_pacos ENSVPAG00000006107
sus_scrofa ENSSSCG00000031397
sus_scrofa ENSSSCG00000034001
sus_scrofa ENSSSCG00000039653
ursus_maritimus ENSUMAG00000015406
ailuropoda_melanoleuca ENSAMEG00000015954
mustela_putorius_furo ENSMPUG00000016198
neovison_vison ENSNVIG00000017353
canis_lupus_dingo ENSCAFG00020005322
canis_lupus_familiaris ENSCAFG00000010756
panthera_pardus ENSPPRG00000012841
panthera_tigris_altaica ENSPTIG00000009335
felis_catus ENSFCAG00000022099
equus_asinus_asinus ENSEASG00005008835
equus_caballus ENSECAG00000011060
myotis_lucifugus ENSMLUG00000012217
vulpes_vulpes ENSVVUG00000016521
erinaceus_europaeus ENSEEUG00000005796
sus_scrofa ENSSSCG00000032119
castor_canadensis ENSCCNG00000027509
dipodomys_ordii ENSDORG00000013712
rhinopithecus_bieti ENSRBIG00000039256
rhinopithecus_roxellana ENSRROG00000037982
piliocolobus_tephrosceles ENSPTEG00000008422
colobus_angolensis_palliatus ENSCANG00000038796
mandrillus_leucophaeus ENSMLEG00000043904
papio_anubis ENSPANG00000023118
macaca_mulatta ENSMMUG00000014524
macaca_fascicularis ENSMFAG00000037828
pan_paniscus ENSPPAG00000030427
pan_troglodytes ENSPTRG00000046581
homo_sapiens ENSG00000241258
gorilla_gorilla ENSGGOG00000039733
pan_troglodytes ENSPTRG00000019246
pongo_abelii ENSPPYG00000017525
nomascus_leucogenys ENSNLEG00000001437
saimiri_boliviensis_boliviensis ENSSBOG00000025998
saimiri_boliviensis_boliviensis ENSSBOG00000011617
callithrix_jacchus ENSCJAG00000004225
aotus_nancymaae ENSANAG00000032466
chlorocebus_sabaeus ENSCSAG00000018288
theropithecus_gelada ENSTGEG00000000905
piliocolobus_tephrosceles ENSPTEG00000007499
cercocebus_atys ENSCATG00000036957
cebus_capucinus ENSCCAG00000012341
macaca_nemestrina ENSMNEG00000030945
carlito_syrichta ENSTSYG00000005933
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028793
mus_spicilegus ENSMSIG00000021187
mus_musculus ENSMUSG00000025532
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027795
mus_pahari MGP_PahariEiJ_G0024389
rattus_norvegicus ENSRNOG00000000901
meriones_unguiculatus ENSMUGG00000005865
cricetulus_griseus_crigri-picr ENSCGRG00015019252
cricetulus_griseus_crigri ENSCGRG00000003194
cricetulus_griseus_chok1gshd ENSCGRG00001009376
cricetulus_griseus_crigri-picr ENSCGRG00015008495
mesocricetus_auratus ENSMAUG00000018383
peromyscus_maniculatus_bairdii ENSPEMG00000010829
microtus_ochrogaster ENSMOCG00000002717
nannospalax_galili ENSNGAG00000021687
jaculus_jaculus ENSJJAG00000016893
spermophilus_dauricus ENSSDAG00000013847
marmota_marmota_marmota ENSMMMG00000005210
ictidomys_tridecemlineatus ENSSTOG00000008885
urocitellus_parryii ENSUPAG00010019213
heterocephalus_glaber_female ENSHGLG00000011719
heterocephalus_glaber_male ENSHGLG00100005071
fukomys_damarensis ENSFDAG00000014337
octodon_degus ENSODEG00000020033
octodon_degus ENSODEG00000003432
octodon_degus ENSODEG00000014255
chinchilla_lanigera ENSCLAG00000007249
dasypus_novemcinctus ENSDNOG00000002751
loxodonta_africana ENSLAFG00000027377
ornithorhynchus_anatinus ENSOANG00000009026
pogona_vitticeps ENSPVIG00000010321
notechis_scutatus ENSNSUG00000006187
salvator_merianae ENSSMRG00000010690
anas_platyrhynchos_platyrhynchos ENSAPLG00000018879
anser_brachyrhynchus ENSABRG00000010081
calidris_pugnax ENSCPUG00000001742
calidris_pygmaea ENSCPGG00000009209
lepidothrix_coronata ENSLCOG00000011163
manacus_vitellinus ENSMVIG00005010607
melopsittacus_undulatus ENSMUNG00000001185
apteryx_owenii ENSAOWG00000014011
apteryx_haastii ENSAHAG00000005172
apteryx_rowi ENSARWG00000014874
dromaius_novaehollandiae ENSDNVG00000009051
numida_meleagris ENSNMEG00000015565
meleagris_gallopavo ENSMGAG00000004593
cyanistes_caeruleus ENSCCEG00000006560
parus_major ENSPMJG00000019017
lonchura_striata_domestica ENSLSDG00000012621
ficedula_albicollis ENSFALG00000006720
taeniopygia_guttata ENSTGUG00000005354
serinus_canaria ENSSCAG00000006859
zonotrichia_albicollis ENSZALG00000011819
gallus_gallus ENSGALG00000002587
nothoprocta_perdicaria ENSNPEG00000001668
crocodylus_porosus ENSCPRG00005008030
chelonoidis_abingdonii ENSCABG00000011589
gopherus_agassizii ENSGAGG00000011445
chrysemys_picta_bellii ENSCPBG00000014854
pelodiscus_sinensis ENSPSIG00000008385
sphenodon_punctatus ENSSPUG00000002367
xenopus_tropicalis ENSXETG00000025028
ciona_intestinalis ENSCING00000003588
saccharomyces_cerevisiae YJL011C
