pan_paniscus ENSPPAG00000038478
pan_troglodytes ENSPTRG00000031004
homo_sapiens ENSG00000205710
gorilla_gorilla ENSGGOG00000000215
nomascus_leucogenys ENSNLEG00000017425
rhinopithecus_bieti ENSRBIG00000030281
rhinopithecus_roxellana ENSRROG00000035956
colobus_angolensis_palliatus ENSCANG00000035010
piliocolobus_tephrosceles ENSPTEG00000037600
mandrillus_leucophaeus ENSMLEG00000027813
cercocebus_atys ENSCATG00000042653
theropithecus_gelada ENSTGEG00000019660
chlorocebus_sabaeus ENSCSAG00000012958
macaca_fascicularis ENSMFAG00000032432
macaca_mulatta ENSMMUG00000045311
papio_anubis ENSPANG00000024321
cebus_capucinus ENSCCAG00000036976
saimiri_boliviensis_boliviensis ENSSBOG00000020770
callithrix_jacchus ENSCJAG00000042888
aotus_nancymaae ENSANAG00000032134
carlito_syrichta ENSTSYG00000029248
microcebus_murinus ENSMICG00000029139
propithecus_coquereli ENSPCOG00000015564
otolemur_garnettii ENSOGAG00000009679
oryctolagus_cuniculus ENSOCUG00000029060
ochotona_princeps ENSOPRG00000005860
pteropus_vampyrus ENSPVAG00000000128
sorex_araneus ENSSARG00000005345
bos_taurus ENSBTAG00000047992
bos_mutus ENSBMUG00000005457
ovis_aries ENSOARG00000005977
tursiops_truncatus ENSTTRG00000000256
felis_catus ENSFCAG00000045606
equus_asinus_asinus ENSEASG00005015417
castor_canadensis ENSCCNG00000031516
dipodomys_ordii ENSDORG00000027845
cricetulus_griseus_crigri-picr ENSCGRG00015004828
cricetulus_griseus_chok1gshd ENSCGRG00001018941
cricetulus_griseus_crigri ENSCGRG00000011913
microtus_ochrogaster ENSMOCG00000019838
peromyscus_maniculatus_bairdii ENSPEMG00000009391
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017477
mus_spicilegus ENSMSIG00000021184
mus_musculus ENSMUSG00000087279
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016641
mus_pahari MGP_PahariEiJ_G0017772
rattus_norvegicus ENSRNOG00000042847
meriones_unguiculatus ENSMUGG00000023126
jaculus_jaculus ENSJJAG00000021193
urocitellus_parryii ENSUPAG00010006020
marmota_marmota_marmota ENSMMMG00000018019
ictidomys_tridecemlineatus ENSSTOG00000011171
spermophilus_dauricus ENSSDAG00000004123
heterocephalus_glaber_female ENSHGLG00000010805
heterocephalus_glaber_male ENSHGLG00100012959
fukomys_damarensis ENSFDAG00000001925
chinchilla_lanigera ENSCLAG00000009586
octodon_degus ENSODEG00000017120
cavia_porcellus ENSCPOG00000033335
procavia_capensis ENSPCAG00000004733
dasypus_novemcinctus ENSDNOG00000031356
notamacropus_eugenii ENSMEUG00000012208
