paramormyrops_kingsleyae ENSPKIG00000023191
scleropages_formosus ENSSFOG00015004232
clupea_harengus ENSCHAG00000012012
denticeps_clupeoides ENSDCDG00000025709
astyanax_mexicanus ENSAMXG00005010036
astyanax_mexicanus ENSAMXG00000010741
pygocentrus_nattereri ENSPNAG00000022930
ictalurus_punctatus ENSIPUG00000002074
electrophorus_electricus ENSEEEG00000002459
danio_rerio ENSDARG00000002760
parambassis_ranga ENSPRNG00000014026
parambassis_ranga ENSPRNG00000014003
amphiprion_percula ENSAPEG00000023071
amphiprion_ocellaris ENSAOCG00000002945
acanthochromis_polyacanthus ENSAPOG00000014327
stegastes_partitus ENSSPAG00000017689
astatotilapia_calliptera ENSACLG00000013302
maylandia_zebra ENSMZEG00005008996
pundamilia_nyererei ENSPNYG00000019328
haplochromis_burtoni ENSHBUG00000009615
neolamprologus_brichardi ENSNBRG00000007588
oreochromis_niloticus ENSONIG00000018560
amphilophus_citrinellus ENSACIG00000015408
labrus_bergylta ENSLBEG00000017942
cottoperca_gobio ENSCGOG00000002074
mola_mola ENSMMOG00000016271
scophthalmus_maximus ENSSMAG00000005743
kryptolebias_marmoratus ENSKMAG00000002206
lates_calcarifer ENSLCAG00010002518
cynoglossus_semilaevis ENSCSEG00000005659
seriola_dumerili ENSSDUG00000017642
seriola_lalandi ENSSLDG00000011564
monopterus_albus ENSMALG00000020162
mastacembelus_armatus ENSMAMG00000010238
betta_splendens ENSBSLG00000001363
betta_splendens ENSBSLG00000001350
anabas_testudineus ENSATEG00000008437
larimichthys_crocea ENSLCRG00005004801
cyprinodon_variegatus ENSCVAG00000018853
fundulus_heteroclitus ENSFHEG00000003379
poecilia_latipinna ENSPLAG00000023168
poecilia_formosa ENSPFOG00000014612
poecilia_mexicana ENSPMEG00000012834
poecilia_reticulata ENSPREG00000021631
xiphophorus_couchianus ENSXCOG00000017346
xiphophorus_maculatus ENSXMAG00000012227
gambusia_affinis ENSGAFG00000018462
oryzias_latipes ENSORLG00020001773
oryzias_latipes ENSORLG00000029983
oryzias_latipes ENSORLG00015019347
oryzias_melastigma ENSOMEG00000003585
periophthalmus_magnuspinnatus ENSPMGG00000012342
hucho_hucho ENSHHUG00000022025
hucho_hucho ENSHHUG00000002878
esox_lucius ENSELUG00000001622
lepisosteus_oculatus ENSLOCG00000007687
erpetoichthys_calabaricus ENSECRG00000010448
apteryx_haastii ENSAHAG00000007232
apteryx_rowi ENSARWG00000001532
apteryx_owenii ENSAOWG00000014523
dromaius_novaehollandiae ENSDNVG00000009196
nothoprocta_perdicaria ENSNPEG00000004073
taeniopygia_guttata ENSTGUG00000003594
lonchura_striata ENSLSDG00000015076
serinus_canaria ENSSCAG00000010853
junco_hyemalis ENSJHYG00000005087
zonotrichia_albicollis ENSZALG00000017460
ficedula_albicollis ENSFALG00000012462
parus_major ENSPMJG00000002022
cyanistes_caeruleus ENSCCEG00000008064
lepidothrix_coronata ENSLCOG00000009582
manacus_vitellinus ENSMVIG00005013000
melopsittacus_undulatus ENSMUNG00000011213
calidris_pygmaea ENSCPGG00000009657
calidris_pugnax ENSCPUG00000003817
anser_brachyrhynchus ENSABRG00000020480
anas_platyrhynchos ENSAPLG00000027580
coturnix_japonica ENSCJPG00005020522
gallus_gallus ENSGALG00000038355
meleagris_gallopavo ENSMGAG00000001922
numida_meleagris ENSNMEG00000014220
crocodylus_porosus ENSCPRG00005014006
chelonoidis_abingdonii ENSCABG00000002880
gopherus_agassizii ENSGAGG00000011070
chrysemys_picta ENSCPBG00000002059
pelodiscus_sinensis ENSPSIG00000010479
anolis_carolinensis ENSACAG00000005716
pogona_vitticeps ENSPVIG00000007354
notechis_scutatus ENSNSUG00000014912
salvator_merianae ENSSMRG00000003135
sphenodon_punctatus ENSSPUG00000012430
phascolarctos_cinereus ENSPCIG00000027971
vombatus_ursinus ENSVURG00010018960
notamacropus_eugenii ENSMEUG00000005401
sarcophilus_harrisii ENSSHAG00000018515
monodelphis_domestica ENSMODG00000001792
myotis_lucifugus ENSMLUG00000004483
pteropus_vampyrus ENSPVAG00000014920
equus_caballus ENSECAG00000019421
equus_asinus ENSEASG00005005809
ursus_americanus ENSUAMG00000007964
ursus_maritimus ENSUMAG00000005072
ailuropoda_melanoleuca ENSAMEG00000009812
canis_lupus ENSCAFG00020005418
canis_lupus ENSCAFG00000008027
vulpes_vulpes ENSVVUG00000003942
mustela_putorius ENSMPUG00000017799
neovison_vison ENSNVIG00000015273
panthera_pardus ENSPPRG00000009262
panthera_tigris ENSPTIG00000011627
felis_catus ENSFCAG00000037811
bos_indicus ENSBIXG00000021502
bos_indicus ENSBIXG00005009634
bos_mutus ENSBMUG00000004832
bos_taurus ENSBTAG00000004429
bison_bison ENSBBBG00000017356
capra_hircus ENSCHIG00000012502
ovis_aries ENSOARG00000012471
tursiops_truncatus ENSTTRG00000017020
sus_scrofa ENSSSCG00000023261
pan_troglodytes ENSPTRG00000013439
pan_paniscus ENSPPAG00000018244
homo_sapiens ENSG00000125965
gorilla_gorilla ENSGGOG00000015513
pongo_abelii ENSPPYG00000010952
nomascus_leucogenys ENSNLEG00000010236
piliocolobus_tephrosceles ENSPTEG00000011568
