mola_mola ENSMMOG00000006902
gasterosteus_aculeatus ENSGACG00000004354
cynoglossus_semilaevis ENSCSEG00000008278
mastacembelus_armatus ENSMAMG00000008471
monopterus_albus ENSMALG00000014947
anabas_testudineus ENSATEG00000009513
seriola_lalandi_dorsalis ENSSLDG00000020509
seriola_dumerili ENSSDUG00000022309
poecilia_formosa ENSPFOG00000016967
poecilia_mexicana ENSPMEG00000007645
poecilia_latipinna ENSPLAG00000000468
poecilia_reticulata ENSPREG00000014290
xiphophorus_maculatus ENSXMAG00000005273
gambusia_affinis ENSGAFG00000016741
cyprinodon_variegatus ENSCVAG00000017997
kryptolebias_marmoratus ENSKMAG00000007378
oryzias_latipes ENSORLG00020007661
oryzias_latipes ENSORLG00000002275
oryzias_latipes_asm223469v1 ENSORLG00015003819
oryzias_melastigma ENSOMEG00000005540
pundamilia_nyererei ENSPNYG00000020959
haplochromis_burtoni ENSHBUG00000012200
astatotilapia_calliptera ENSACLG00000026134
maylandia_zebra ENSMZEG00005009724
neolamprologus_brichardi ENSNBRG00000015425
amphilophus_citrinellus ENSACIG00000016832
amphiprion_ocellaris ENSAOCG00000018236
amphiprion_percula ENSAPEG00000000295
acanthochromis_polyacanthus ENSAPOG00000012236
stegastes_partitus ENSSPAG00000009394
labrus_bergylta ENSLBEG00000027575
tetraodon_nigroviridis ENSTNIG00000013757
takifugu_rubripes ENSTRUG00000025832
periophthalmus_magnuspinnatus ENSPMGG00000003748
hippocampus_comes ENSHCOG00000008752
gadus_morhua ENSGMOG00000000787
esox_lucius ENSELUG00000003256
pygocentrus_nattereri ENSPNAG00000000862
astyanax_mexicanus ENSAMXG00000038438
ictalurus_punctatus ENSIPUG00000012704
danio_rerio ENSDARG00000099911
scleropages_formosus ENSSFOG00015019996
paramormyrops_kingsleyae ENSPKIG00000003648
paramormyrops_kingsleyae ENSPKIG00000012817
lepisosteus_oculatus ENSLOCG00000005018
chinchilla_lanigera ENSCLAG00000004887
octodon_degus ENSODEG00000006193
cavia_porcellus ENSCPOG00000033092
cavia_aperea ENSCAPG00000012273
heterocephalus_glaber_male ENSHGLG00100012301
heterocephalus_glaber_female ENSHGLG00000006264
fukomys_damarensis ENSFDAG00000003202
spermophilus_dauricus ENSSDAG00000023185
ictidomys_tridecemlineatus ENSSTOG00000010193
urocitellus_parryii ENSUPAG00010000800
