takifugu_rubripes ENSTRUG00000010677
tetraodon_nigroviridis ENSTNIG00000006429
mola_mola ENSMMOG00000019877
cynoglossus_semilaevis ENSCSEG00000008440
amphiprion_ocellaris ENSAOCG00000024520
amphiprion_percula ENSAPEG00000015566
acanthochromis_polyacanthus ENSAPOG00000005930
stegastes_partitus ENSSPAG00000023151
fundulus_heteroclitus ENSFHEG00000023438
cyprinodon_variegatus ENSCVAG00000011613
xiphophorus_maculatus ENSXMAG00000002693
xiphophorus_couchianus ENSXCOG00000020173
gambusia_affinis ENSGAFG00000018498
poecilia_formosa ENSPFOG00000004167
poecilia_mexicana ENSPMEG00000001963
poecilia_latipinna ENSPLAG00000002925
poecilia_reticulata ENSPREG00000004221
kryptolebias_marmoratus ENSKMAG00000002506
astatotilapia_calliptera ENSACLG00000020546
maylandia_zebra ENSMZEG00005006557
pundamilia_nyererei ENSPNYG00000008606
haplochromis_burtoni ENSHBUG00000019611
neolamprologus_brichardi ENSNBRG00000009659
oreochromis_niloticus ENSONIG00000002107
amphilophus_citrinellus ENSACIG00000016157
oryzias_melastigma ENSOMEG00000014866
oryzias_melastigma ENSOMEG00000014143
oryzias_latipes ENSORLG00020002018
oryzias_latipes ENSORLG00000003512
oryzias_latipes_asm223469v1 ENSORLG00015012333
hippocampus_comes ENSHCOG00000012224
labrus_bergylta ENSLBEG00000000784
gasterosteus_aculeatus ENSGACG00000005961
mastacembelus_armatus ENSMAMG00000010864
monopterus_albus ENSMALG00000017363
anabas_testudineus ENSATEG00000016896
seriola_dumerili ENSSDUG00000007930
seriola_lalandi_dorsalis ENSSLDG00000008572
scophthalmus_maximus ENSSMAG00000012191
periophthalmus_magnuspinnatus ENSPMGG00000023536
gadus_morhua ENSGMOG00000016919
hippocampus_comes ENSHCOG00000013291
esox_lucius ENSELUG00000021617
astyanax_mexicanus ENSAMXG00000003391
pygocentrus_nattereri ENSPNAG00000006410
ictalurus_punctatus ENSIPUG00000022463
danio_rerio ENSDARG00000054331
scleropages_formosus ENSSFOG00015001020
paramormyrops_kingsleyae ENSPKIG00000021901
paramormyrops_kingsleyae ENSPKIG00000020602
scleropages_formosus ENSSFOG00015010968
pygocentrus_nattereri ENSPNAG00000028530
astyanax_mexicanus ENSAMXG00000036329
ictalurus_punctatus ENSIPUG00000004725
danio_rerio ENSDARG00000076685
esox_lucius ENSELUG00000021470
lepisosteus_oculatus ENSLOCG00000007334
anolis_carolinensis ENSACAG00000011648
pogona_vitticeps ENSPVIG00000008790
notechis_scutatus ENSNSUG00000007773
salvator_merianae ENSSMRG00000003812
sphenodon_punctatus ENSSPUG00000009082
manacus_vitellinus ENSMVIG00005011992
lepidothrix_coronata ENSLCOG00000014198
lonchura_striata_domestica ENSLSDG00000001313
taeniopygia_guttata ENSTGUG00000012573
ficedula_albicollis ENSFALG00000002718
junco_hyemalis ENSJHYG00000014515
zonotrichia_albicollis ENSZALG00000014715
serinus_canaria ENSSCAG00000008468
cyanistes_caeruleus ENSCCEG00000012551
parus_major ENSPMJG00000011762
melopsittacus_undulatus ENSMUNG00000016682
calidris_pugnax ENSCPUG00000010058
calidris_pygmaea ENSCPGG00000004608
anser_brachyrhynchus ENSABRG00000001358
anas_platyrhynchos_platyrhynchos ENSAPLG00000002582
coturnix_japonica ENSCJPG00005010087
meleagris_gallopavo ENSMGAG00000012860
gallus_gallus ENSGALG00000030115
numida_meleagris ENSNMEG00000009561
apteryx_owenii ENSAOWG00000012326
apteryx_haastii ENSAHAG00000018865
apteryx_rowi ENSARWG00000010896
dromaius_novaehollandiae ENSDNVG00000018957
nothoprocta_perdicaria ENSNPEG00000006042
crocodylus_porosus ENSCPRG00005011570
gopherus_agassizii ENSGAGG00000008728
chelonoidis_abingdonii ENSCABG00000010073
chrysemys_picta_bellii ENSCPBG00000019695
pelodiscus_sinensis ENSPSIG00000004792
phascolarctos_cinereus ENSPCIG00000024902
notamacropus_eugenii ENSMEUG00000014984
sarcophilus_harrisii ENSSHAG00000015115
monodelphis_domestica ENSMODG00000001114
sorex_araneus ENSSARG00000001075
dasypus_novemcinctus ENSDNOG00000041814
echinops_telfairi ENSETEG00000005719
pan_paniscus ENSPPAG00000042561
pan_troglodytes ENSPTRG00000020602
homo_sapiens ENSG00000104415
gorilla_gorilla ENSGGOG00000015201
nomascus_leucogenys ENSNLEG00000030189
piliocolobus_tephrosceles ENSPTEG00000028437
colobus_angolensis_palliatus ENSCANG00000041800
rhinopithecus_roxellana ENSRROG00000044141
rhinopithecus_bieti ENSRBIG00000038011
macaca_fascicularis ENSMFAG00000033614
macaca_mulatta ENSMMUG00000010199
macaca_nemestrina ENSMNEG00000040130
mandrillus_leucophaeus ENSMLEG00000033157
cercocebus_atys ENSCATG00000031762
theropithecus_gelada ENSTGEG00000012770
papio_anubis ENSPANG00000015800
chlorocebus_sabaeus ENSCSAG00000009848
cebus_capucinus ENSCCAG00000025934
saimiri_boliviensis_boliviensis ENSSBOG00000024719
callithrix_jacchus ENSCJAG00000004700
aotus_nancymaae ENSANAG00000027636
carlito_syrichta ENSTSYG00000007408
propithecus_coquereli ENSPCOG00000019770
prolemur_simus ENSPSMG00000004845
microcebus_murinus ENSMICG00000001051
otolemur_garnettii ENSOGAG00000016211
castor_canadensis ENSCCNG00000015766
dipodomys_ordii ENSDORG00000025677
cavia_aperea ENSCAPG00000007095
cavia_porcellus ENSCPOG00000035718
chinchilla_lanigera ENSCLAG00000002478
octodon_degus ENSODEG00000000809
heterocephalus_glaber_male ENSHGLG00100015973
heterocephalus_glaber_female ENSHGLG00000013133
fukomys_damarensis ENSFDAG00000018676
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020749
mus_spicilegus ENSMSIG00000027581
mus_musculus ENSMUSG00000005124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019851
mus_pahari MGP_PahariEiJ_G0019856
rattus_norvegicus ENSRNOG00000007078
meriones_unguiculatus ENSMUGG00000012984
cricetulus_griseus_crigri-picr ENSCGRG00015001103
cricetulus_griseus_chok1gshd ENSCGRG00001001230
microtus_ochrogaster ENSMOCG00000012019
peromyscus_maniculatus_bairdii ENSPEMG00000018230
nannospalax_galili ENSNGAG00000018538
jaculus_jaculus ENSJJAG00000013449
urocitellus_parryii ENSUPAG00010006658
ictidomys_tridecemlineatus ENSSTOG00000024729
marmota_marmota_marmota ENSMMMG00000004263
spermophilus_dauricus ENSSDAG00000024485
tupaia_belangeri ENSTBEG00000005081
bos_taurus ENSBTAG00000000707
bos_mutus ENSBMUG00000022962
bison_bison_bison ENSBBBG00000019109
capra_hircus ENSCHIG00000012315
tursiops_truncatus ENSTTRG00000000115
sus_scrofa ENSSSCG00000005946
vicugna_pacos ENSVPAG00000004835
equus_caballus ENSECAG00000025050
equus_asinus_asinus ENSEASG00005022040
pteropus_vampyrus ENSPVAG00000001417
erinaceus_europaeus ENSEEUG00000009470
canis_lupus_familiaris ENSCAFG00000001133
canis_lupus_dingo ENSCAFG00020013453
vulpes_vulpes ENSVVUG00000019266
mustela_putorius_furo ENSMPUG00000001846
neovison_vison ENSNVIG00000006595
ursus_americanus ENSUAMG00000018979
ursus_maritimus ENSUMAG00000001599
ailuropoda_melanoleuca ENSAMEG00000007536
panthera_pardus ENSPPRG00000001054
panthera_tigris_altaica ENSPTIG00000019683
felis_catus ENSFCAG00000025709
myotis_lucifugus ENSMLUG00000005685
ovis_aries ENSOARG00000005511
pongo_abelii ENSPPYG00000018894
oryctolagus_cuniculus ENSOCUG00000016390
ochotona_princeps ENSOPRG00000005323
loxodonta_africana ENSLAFG00000002835
procavia_capensis ENSPCAG00000012451
ornithorhynchus_anatinus ENSOANG00000010062
xenopus_tropicalis ENSXETG00000010987
latimeria_chalumnae ENSLACG00000009068
eptatretus_burgeri ENSEBUG00000013633
eptatretus_burgeri ENSEBUG00000001939
petromyzon_marinus ENSPMAG00000001225
