chrysemys_picta_bellii ENSCPBG00000005053
chelonoidis_abingdonii ENSCABG00000015771
phascolarctos_cinereus ENSPCIG00000021656
notamacropus_eugenii ENSMEUG00000004980
sarcophilus_harrisii ENSSHAG00000013383
monodelphis_domestica ENSMODG00000006898
mus_musculus ENSMUSG00000040471
mus_spicilegus ENSMSIG00000013497
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017510
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016673
mus_pahari MGP_PahariEiJ_G0017806
rattus_norvegicus ENSRNOG00000015210
meriones_unguiculatus ENSMUGG00000006198
cricetulus_griseus_crigri-picr ENSCGRG00015001908
cricetulus_griseus_chok1gshd ENSCGRG00001022759
cricetulus_griseus_crigri ENSCGRG00000015738
microtus_ochrogaster ENSMOCG00000003228
peromyscus_maniculatus_bairdii ENSPEMG00000015675
nannospalax_galili ENSNGAG00000013501
jaculus_jaculus ENSJJAG00000020012
castor_canadensis ENSCCNG00000024688
ictidomys_tridecemlineatus ENSSTOG00000029015
urocitellus_parryii ENSUPAG00010019750
spermophilus_dauricus ENSSDAG00000002060
marmota_marmota_marmota ENSMMMG00000018954
chinchilla_lanigera ENSCLAG00000009450
octodon_degus ENSODEG00000016629
cavia_aperea ENSCAPG00000006855
cavia_porcellus ENSCPOG00000003410
heterocephalus_glaber_female ENSHGLG00000010123
heterocephalus_glaber_male ENSHGLG00100004455
fukomys_damarensis ENSFDAG00000012469
oryctolagus_cuniculus ENSOCUG00000024484
ochotona_princeps ENSOPRG00000016253
tupaia_belangeri ENSTBEG00000014749
pan_paniscus ENSPPAG00000039577
pan_troglodytes ENSPTRG00000048002
homo_sapiens ENSG00000167741
gorilla_gorilla ENSGGOG00000006406
pongo_abelii ENSPPYG00000007835
nomascus_leucogenys ENSNLEG00000017352
piliocolobus_tephrosceles ENSPTEG00000038283
colobus_angolensis_palliatus ENSCANG00000041477
rhinopithecus_roxellana ENSRROG00000041496
rhinopithecus_bieti ENSRBIG00000045003
cercocebus_atys ENSCATG00000029789
mandrillus_leucophaeus ENSMLEG00000038906
papio_anubis ENSPANG00000024341
theropithecus_gelada ENSTGEG00000018370
macaca_mulatta ENSMMUG00000022968
macaca_fascicularis ENSMFAG00000035968
macaca_nemestrina ENSMNEG00000045382
chlorocebus_sabaeus ENSCSAG00000013158
cebus_capucinus ENSCCAG00000033404
saimiri_boliviensis_boliviensis ENSSBOG00000028876
callithrix_jacchus ENSCJAG00000010989
aotus_nancymaae ENSANAG00000033795
carlito_syrichta ENSTSYG00000005836
propithecus_coquereli ENSPCOG00000022169
microcebus_murinus ENSMICG00000029659
prolemur_simus ENSPSMG00000016058
otolemur_garnettii ENSOGAG00000009001
erinaceus_europaeus ENSEEUG00000006489
sorex_araneus ENSSARG00000011834
bos_mutus ENSBMUG00000010386
bos_taurus ENSBTAG00000007436
capra_hircus ENSCHIG00000011935
ovis_aries ENSOARG00000000122
tursiops_truncatus ENSTTRG00000000608
sus_scrofa ENSSSCG00000017883
pteropus_vampyrus ENSPVAG00000000210
myotis_lucifugus ENSMLUG00000023139
ursus_americanus ENSUAMG00000023688
ursus_maritimus ENSUMAG00000012996
ailuropoda_melanoleuca ENSAMEG00000007244
neovison_vison ENSNVIG00000018266
mustela_putorius_furo ENSMPUG00000011388
canis_lupus_familiaris ENSCAFG00000015282
canis_lupus_dingo ENSCAFG00020016112
vulpes_vulpes ENSVVUG00000027221
panthera_pardus ENSPPRG00000000248
felis_catus ENSFCAG00000039677
equus_caballus ENSECAG00000024836
equus_asinus_asinus ENSEASG00005015318
loxodonta_africana ENSLAFG00000006014
echinops_telfairi ENSETEG00000009418
dasypus_novemcinctus ENSDNOG00000039163
ornithorhynchus_anatinus ENSOANG00000012592
xenopus_tropicalis ENSXETG00000027253
latimeria_chalumnae ENSLACG00000000140
scleropages_formosus ENSSFOG00015015187
paramormyrops_kingsleyae ENSPKIG00000010795
pygocentrus_nattereri ENSPNAG00000014238
astyanax_mexicanus ENSAMXG00000014047
ictalurus_punctatus ENSIPUG00000012153
lepisosteus_oculatus ENSLOCG00000011395
