poecilia_formosa ENSPFOG00000022965
cyprinodon_variegatus ENSCVAG00000022551
astatotilapia_calliptera ENSACLG00000013627
amphilophus_citrinellus ENSACIG00000005763
amphiprion_percula ENSAPEG00000016456
fundulus_heteroclitus ENSFHEG00000017287
pygocentrus_nattereri ENSPNAG00000003060
paramormyrops_kingsleyae ENSPKIG00000019867
maylandia_zebra ENSMZEG00005017486
xiphophorus_maculatus ENSXMAG00000021263
oryzias_latipes ENSORLG00020008397
haplochromis_burtoni ENSHBUG00000015424
haplochromis_burtoni ENSHBUG00000012036
monopterus_albus ENSMALG00000007642
paramormyrops_kingsleyae ENSPKIG00000004697
