anabas_testudineus ENSATEG00000012751
mastacembelus_armatus ENSMAMG00000009068
seriola_lalandi_dorsalis ENSSLDG00000012076
seriola_dumerili ENSSDUG00000006921
labrus_bergylta ENSLBEG00000000820
periophthalmus_magnuspinnatus ENSPMGG00000007382
acanthochromis_polyacanthus ENSAPOG00000023892
stegastes_partitus ENSSPAG00000013295
amphilophus_citrinellus ENSACIG00000016475
neolamprologus_brichardi ENSNBRG00000001520
poecilia_formosa ENSPFOG00000015643
poecilia_mexicana ENSPMEG00000005438
poecilia_latipinna ENSPLAG00000004645
poecilia_reticulata ENSPREG00000011499
xiphophorus_couchianus ENSXCOG00000014902
fundulus_heteroclitus ENSFHEG00000007547
kryptolebias_marmoratus ENSKMAG00000012615
kryptolebias_marmoratus ENSKMAG00000012599
oryzias_latipes_asm223469v1 ENSORLG00015017883
oryzias_latipes ENSORLG00020000581
oryzias_latipes ENSORLG00000026485
oryzias_melastigma ENSOMEG00000011800
hippocampus_comes ENSHCOG00000010873
hippocampus_comes ENSHCOG00000008793
esox_lucius ENSELUG00000010209
