prolemur_simus ENSPSMG00000024500
microcebus_murinus ENSMICG00000007470
propithecus_coquereli ENSPCOG00000001924
spermophilus_dauricus ENSSDAG00000024955
spermophilus_dauricus ENSSDAG00000018270
spermophilus_dauricus ENSSDAG00000018250
pan_troglodytes ENSPTRG00000004612
pan_paniscus ENSPPAG00000043132
gorilla_gorilla ENSGGOG00000026018
homo_sapiens ENSG00000177675
pongo_abelii ENSPPYG00000004226
nomascus_leucogenys ENSNLEG00000005255
rhinopithecus_roxellana ENSRROG00000033801
rhinopithecus_bieti ENSRBIG00000033931
piliocolobus_tephrosceles ENSPTEG00000036519
colobus_angolensis_palliatus ENSCANG00000040335
theropithecus_gelada ENSTGEG00000006691
papio_anubis ENSPANG00000006740
cercocebus_atys ENSCATG00000006510
mandrillus_leucophaeus ENSMLEG00000040180
macaca_fascicularis ENSMFAG00000043061
macaca_mulatta ENSMMUG00000022109
macaca_nemestrina ENSMNEG00000041441
chlorocebus_sabaeus ENSCSAG00000009836
cebus_capucinus ENSCCAG00000023214
saimiri_boliviensis_boliviensis ENSSBOG00000025879
callithrix_jacchus ENSCJAG00000005091
aotus_nancymaae ENSANAG00000032423
equus_caballus ENSECAG00000012955
equus_asinus_asinus ENSEASG00005015998
loxodonta_africana ENSLAFG00000018264
