propithecus_coquereli ENSPCOG00000022866
prolemur_simus ENSPSMG00000012068
microcebus_murinus ENSMICG00000007682
macaca_fascicularis ENSMFAG00000002531
theropithecus_gelada ENSTGEG00000015906
mandrillus_leucophaeus ENSMLEG00000040545
colobus_angolensis ENSCANG00000035615
gorilla_gorilla ENSGGOG00000023015
piliocolobus_tephrosceles ENSPTEG00000023864
chlorocebus_sabaeus ENSCSAG00000016585
pongo_abelii ENSPPYG00000005593
cebus_capucinus ENSCCAG00000025125
callithrix_jacchus ENSCJAG00000016319
aotus_nancymaae ENSANAG00000034906
nomascus_leucogenys ENSNLEG00000014362
macaca_mulatta ENSMMUG00000052195
saimiri_boliviensis ENSSBOG00000024757
mandrillus_leucophaeus ENSMLEG00000036782
cercocebus_atys ENSCATG00000031526
papio_anubis ENSPANG00000035897
rhinopithecus_roxellana ENSRROG00000006722
callithrix_jacchus ENSCJAG00000023213
cebus_capucinus ENSCCAG00000029854
aotus_nancymaae ENSANAG00000031628
macaca_mulatta ENSMMUG00000014809
rhinopithecus_bieti ENSRBIG00000038355
homo_sapiens ENSG00000092199
pan_troglodytes ENSPTRG00000006118
callithrix_jacchus ENSCJAG00000009354
macaca_nemestrina ENSMNEG00000041407
macaca_fascicularis ENSMFAG00000046206
theropithecus_gelada ENSTGEG00000006304
colobus_angolensis ENSCANG00000042530
mandrillus_leucophaeus ENSMLEG00000034813
papio_anubis ENSPANG00000005993
cercocebus_atys ENSCATG00000034074
rhinopithecus_roxellana ENSRROG00000030362
rhinopithecus_bieti ENSRBIG00000039292
nomascus_leucogenys ENSNLEG00000028034
microcebus_murinus ENSMICG00000031852
otolemur_garnettii ENSOGAG00000032637
rhinopithecus_roxellana ENSRROG00000031669
nannospalax_galili ENSNGAG00000017860
nannospalax_galili ENSNGAG00000017956
urocitellus_parryii ENSUPAG00010021533
heterocephalus_glaber ENSHGLG00100001946
heterocephalus_glaber ENSHGLG00000006562
tursiops_truncatus ENSTTRG00000016055
pongo_abelii ENSPPYG00000017536
otolemur_garnettii ENSOGAG00000007606
