labrus_bergylta ENSLBEG00000014562
gasterosteus_aculeatus ENSGACG00000011949
mola_mola ENSMMOG00000009103
monopterus_albus ENSMALG00000014123
mastacembelus_armatus ENSMAMG00000000575
anabas_testudineus ENSATEG00000023893
scophthalmus_maximus ENSSMAG00000013823
cynoglossus_semilaevis ENSCSEG00000021563
seriola_dumerili ENSSDUG00000000895
seriola_lalandi_dorsalis ENSSLDG00000012994
maylandia_zebra ENSMZEG00005026410
pundamilia_nyererei ENSPNYG00000013610
haplochromis_burtoni ENSHBUG00000011786
neolamprologus_brichardi ENSNBRG00000007608
oreochromis_niloticus ENSONIG00000016781
amphilophus_citrinellus ENSACIG00000011423
amphiprion_ocellaris ENSAOCG00000022202
amphiprion_percula ENSAPEG00000022082
acanthochromis_polyacanthus ENSAPOG00000004191
stegastes_partitus ENSSPAG00000014534
fundulus_heteroclitus ENSFHEG00000005128
cyprinodon_variegatus ENSCVAG00000020499
xiphophorus_maculatus ENSXMAG00000011391
xiphophorus_couchianus ENSXCOG00000014324
gambusia_affinis ENSGAFG00000002423
poecilia_formosa ENSPFOG00000006175
poecilia_mexicana ENSPMEG00000001692
poecilia_latipinna ENSPLAG00000006350
poecilia_reticulata ENSPREG00000001754
kryptolebias_marmoratus ENSKMAG00000005248
oryzias_latipes ENSORLG00020012015
oryzias_latipes_asm223469v1 ENSORLG00015006149
oryzias_latipes ENSORLG00000014773
oryzias_melastigma ENSOMEG00000002836
takifugu_rubripes ENSTRUG00000005403
tetraodon_nigroviridis ENSTNIG00000012484
periophthalmus_magnuspinnatus ENSPMGG00000004377
hippocampus_comes ENSHCOG00000008666
gadus_morhua ENSGMOG00000019574
esox_lucius ENSELUG00000023198
astyanax_mexicanus ENSAMXG00000007591
pygocentrus_nattereri ENSPNAG00000007115
ictalurus_punctatus ENSIPUG00000000469
danio_rerio ENSDARG00000052402
scleropages_formosus ENSSFOG00015020602
paramormyrops_kingsleyae ENSPKIG00000004891
lepisosteus_oculatus ENSLOCG00000005655
