castor_canadensis ENSCCNG00000021926
peromyscus_maniculatus_bairdii ENSPEMG00000029834
rhinopithecus_roxellana ENSRROG00000026837
rhinopithecus_bieti ENSRBIG00000023631
piliocolobus_tephrosceles ENSPTEG00000026686
macaca_nemestrina ENSMNEG00000008279
macaca_fascicularis ENSMFAG00000023600
papio_anubis ENSPANG00000035418
theropithecus_gelada ENSTGEG00000028404
mandrillus_leucophaeus ENSMLEG00000001437
cercocebus_atys ENSCATG00000043437
pan_troglodytes ENSPTRG00000052199
pan_paniscus ENSPPAG00000010177
sus_scrofa ENSSSCG00000031879
