sorex_araneus ENSSARG00000007157
erinaceus_europaeus ENSEEUG00000008684
pteropus_vampyrus ENSPVAG00000001282
sus_scrofa ENSSSCG00000031558
equus_asinus_asinus ENSEASG00005018328
equus_caballus ENSECAG00000036667
ailuropoda_melanoleuca ENSAMEG00000006168
homo_sapiens ENSG00000164112
gorilla_gorilla ENSGGOG00000039647
pan_paniscus ENSPPAG00000038482
pan_troglodytes ENSPTRG00000043830
pongo_abelii ENSPPYG00000015036
nomascus_leucogenys ENSNLEG00000009291
cercocebus_atys ENSCATG00000040714
mandrillus_leucophaeus ENSMLEG00000036961
theropithecus_gelada ENSTGEG00000007067
papio_anubis ENSPANG00000014089
macaca_mulatta ENSMMUG00000001752
macaca_nemestrina ENSMNEG00000035605
macaca_fascicularis ENSMFAG00000039159
chlorocebus_sabaeus ENSCSAG00000003708
rhinopithecus_bieti ENSRBIG00000026878
rhinopithecus_roxellana ENSRROG00000042787
colobus_angolensis_palliatus ENSCANG00000037786
piliocolobus_tephrosceles ENSPTEG00000036535
saimiri_boliviensis_boliviensis ENSSBOG00000024682
callithrix_jacchus ENSCJAG00000043047
cebus_capucinus ENSCCAG00000028108
aotus_nancymaae ENSANAG00000027799
carlito_syrichta ENSTSYG00000034999
prolemur_simus ENSPSMG00000010022
microcebus_murinus ENSMICG00000006989
tupaia_belangeri ENSTBEG00000012388
echinops_telfairi ENSETEG00000015192
