procavia_capensis ENSPCAG00000015509
echinops_telfairi ENSETEG00000013217
loxodonta_africana ENSLAFG00000027814
cebus_capucinus ENSCCAG00000017652
callithrix_jacchus ENSCJAG00000001614
aotus_nancymaae ENSANAG00000021225
saimiri_boliviensis_boliviensis ENSSBOG00000026636
pan_paniscus ENSPPAG00000039765
pan_troglodytes ENSPTRG00000003914
homo_sapiens ENSG00000174996
gorilla_gorilla ENSGGOG00000043473
pongo_abelii ENSPPYG00000003032
nomascus_leucogenys ENSNLEG00000006033
macaca_fascicularis ENSMFAG00000044640
macaca_nemestrina ENSMNEG00000036549
macaca_mulatta ENSMMUG00000022520
papio_anubis ENSPANG00000012186
theropithecus_gelada ENSTGEG00000007128
cercocebus_atys ENSCATG00000037098
mandrillus_leucophaeus ENSMLEG00000027022
chlorocebus_sabaeus ENSCSAG00000008140
rhinopithecus_bieti ENSRBIG00000003655
rhinopithecus_roxellana ENSRROG00000035694
piliocolobus_tephrosceles ENSPTEG00000033129
colobus_angolensis_palliatus ENSCANG00000038305
carlito_syrichta ENSTSYG00000005754
propithecus_coquereli ENSPCOG00000026422
microcebus_murinus ENSMICG00000008601
prolemur_simus ENSPSMG00000025916
otolemur_garnettii ENSOGAG00000002802
tupaia_belangeri ENSTBEG00000004563
chinchilla_lanigera ENSCLAG00000016783
octodon_degus ENSODEG00000017911
cavia_porcellus ENSCPOG00000014862
cavia_aperea ENSCAPG00000012032
heterocephalus_glaber_female ENSHGLG00000006629
heterocephalus_glaber_male ENSHGLG00100005520
fukomys_damarensis ENSFDAG00000009337
spermophilus_dauricus ENSSDAG00000012845
ictidomys_tridecemlineatus ENSSTOG00000011042
urocitellus_parryii ENSUPAG00010008868
marmota_marmota_marmota ENSMMMG00000021525
castor_canadensis ENSCCNG00000024488
dipodomys_ordii ENSDORG00000002509
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023451
mus_musculus ENSMUSG00000024862
mus_spicilegus ENSMSIG00000004146
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022537
mus_pahari MGP_PahariEiJ_G0014034
rattus_norvegicus ENSRNOG00000020299
meriones_unguiculatus ENSMUGG00000004754
cricetulus_griseus_crigri ENSCGRG00000014497
cricetulus_griseus_crigri-picr ENSCGRG00015016452
cricetulus_griseus_chok1gshd ENSCGRG00001024946
mesocricetus_auratus ENSMAUG00000015677
microtus_ochrogaster ENSMOCG00000015995
peromyscus_maniculatus_bairdii ENSPEMG00000015050
nannospalax_galili ENSNGAG00000015461
jaculus_jaculus ENSJJAG00000019707
myotis_lucifugus ENSMLUG00000026087
pteropus_vampyrus ENSPVAG00000016977
ursus_maritimus ENSUMAG00000011172
ursus_americanus ENSUAMG00000021115
ailuropoda_melanoleuca ENSAMEG00000017145
mustela_putorius_furo ENSMPUG00000011326
neovison_vison ENSNVIG00000014889
canis_lupus_dingo ENSCAFG00020015402
canis_lupus_familiaris ENSCAFG00000012899
vulpes_vulpes ENSVVUG00000027024
panthera_pardus ENSPPRG00000011907
panthera_tigris_altaica ENSPTIG00000011554
felis_catus ENSFCAG00000004163
tursiops_truncatus ENSTTRG00000014399
sus_scrofa ENSSSCG00000012955
capra_hircus ENSCHIG00000015436
ovis_aries ENSOARG00000003296
bos_taurus ENSBTAG00000019334
bos_mutus ENSBMUG00000000617
bison_bison_bison ENSBBBG00000025289
equus_caballus ENSECAG00000008028
equus_asinus_asinus ENSEASG00005004656
ochotona_princeps ENSOPRG00000016749
dasypus_novemcinctus ENSDNOG00000047879
sarcophilus_harrisii ENSSHAG00000010418
monodelphis_domestica ENSMODG00000008412
phascolarctos_cinereus ENSPCIG00000008401
notamacropus_eugenii ENSMEUG00000000022
anolis_carolinensis ENSACAG00000003773
pogona_vitticeps ENSPVIG00000019904
salvator_merianae ENSSMRG00000011228
sphenodon_punctatus ENSSPUG00000007960
gopherus_agassizii ENSGAGG00000023953
chelonoidis_abingdonii ENSCABG00000017259
chrysemys_picta_bellii ENSCPBG00000022449
pelodiscus_sinensis ENSPSIG00000003181
