notamacropus_eugenii ENSMEUG00000005782
vombatus_ursinus ENSVURG00010007665
monodelphis_domestica ENSMODG00000014344
mus_spicilegus ENSMSIG00000019391
mus_spretus MGP_SPRETEiJ_G0019454
mus_caroli MGP_CAROLIEiJ_G0018574
mus_musculus ENSMUSG00000045767
mus_pahari MGP_PahariEiJ_G0019639
rattus_norvegicus ENSRNOG00000047934
meriones_unguiculatus ENSMUGG00000015264
cricetulus_griseus ENSCGRG00015016797
cricetulus_griseus ENSCGRG00001003088
mesocricetus_auratus ENSMAUG00000007558
peromyscus_maniculatus ENSPEMG00000013334
microtus_ochrogaster ENSMOCG00000008457
nannospalax_galili ENSNGAG00000023211
jaculus_jaculus ENSJJAG00000014511
ictidomys_tridecemlineatus ENSSTOG00000004019
marmota_marmota ENSMMMG00000005822
spermophilus_dauricus ENSSDAG00000001822
spermophilus_dauricus ENSSDAG00000015219
spermophilus_dauricus ENSSDAG00000017631
urocitellus_parryii ENSUPAG00010014221
cavia_aperea ENSCAPG00000003309
cavia_porcellus ENSCPOG00000031538
chinchilla_lanigera ENSCLAG00000017309
heterocephalus_glaber ENSHGLG00000006005
heterocephalus_glaber ENSHGLG00100015229
fukomys_damarensis ENSFDAG00000014434
tupaia_belangeri ENSTBEG00000004763
macaca_mulatta ENSMMUG00000004013
homo_sapiens ENSG00000181904
bos_indicus ENSBIXG00005000936
bos_indicus ENSBIXG00000025781
bos_taurus ENSBTAG00000012762
capra_hircus ENSCHIG00000012125
ovis_aries ENSOARG00000013293
tursiops_truncatus ENSTTRG00000016871
vicugna_pacos ENSVPAG00000001593
sus_scrofa ENSSSCG00000034954
equus_asinus ENSEASG00005020468
canis_lupus ENSCAFG00020007107
vulpes_vulpes ENSVVUG00000017545
neovison_vison ENSNVIG00000016304
ursus_americanus ENSUAMG00000017614
ursus_maritimus ENSUMAG00000017367
ailuropoda_melanoleuca ENSAMEG00000018842
sorex_araneus ENSSARG00000008707
pteropus_vampyrus ENSPVAG00000015661
myotis_lucifugus ENSMLUG00000012625
otolemur_garnettii ENSOGAG00000011696
erinaceus_europaeus ENSEEUG00000004570
cercocebus_atys ENSCATG00000025473
macaca_nemestrina ENSMNEG00000041574
theropithecus_gelada ENSTGEG00000021119
papio_anubis ENSPANG00000001914
macaca_fascicularis ENSMFAG00000043741
mandrillus_leucophaeus ENSMLEG00000037446
chlorocebus_sabaeus ENSCSAG00000013451
rhinopithecus_bieti ENSRBIG00000008483
rhinopithecus_roxellana ENSRROG00000030678
colobus_angolensis ENSCANG00000039160
piliocolobus_tephrosceles ENSPTEG00000034537
pan_troglodytes ENSPTRG00000044708
pan_paniscus ENSPPAG00000042795
gorilla_gorilla ENSGGOG00000039515
pongo_abelii ENSPPYG00000015793
nomascus_leucogenys ENSNLEG00000008189
cebus_capucinus ENSCCAG00000025876
saimiri_boliviensis ENSSBOG00000022311
callithrix_jacchus ENSCJAG00000005779
aotus_nancymaae ENSANAG00000030411
carlito_syrichta ENSTSYG00000025400
castor_canadensis ENSCCNG00000021339
octodon_degus ENSODEG00000008025
panthera_tigris ENSPTIG00000011447
panthera_pardus ENSPPRG00000010838
felis_catus ENSFCAG00000025528
canis_lupus ENSCAFG00000025012
equus_caballus ENSECAG00000039558
bison_bison ENSBBBG00000019397
bos_mutus ENSBMUG00000001409
propithecus_coquereli ENSPCOG00000024715
microcebus_murinus ENSMICG00000046739
prolemur_simus ENSPSMG00000021080
oryctolagus_cuniculus ENSOCUG00000012220
dipodomys_ordii ENSDORG00000026262
dasypus_novemcinctus ENSDNOG00000034721
loxodonta_africana ENSLAFG00000010469
procavia_capensis ENSPCAG00000012512
ornithorhynchus_anatinus ENSOANG00000001844
anser_brachyrhynchus ENSABRG00000005158
anas_platyrhynchos ENSAPLG00000001548
melopsittacus_undulatus ENSMUNG00000003143
apteryx_rowi ENSARWG00000002209
apteryx_owenii ENSAOWG00000009073
apteryx_haastii ENSAHAG00000009623
dromaius_novaehollandiae ENSDNVG00000009774
gallus_gallus ENSGALG00000006371
coturnix_japonica ENSCJPG00005005156
numida_meleagris ENSNMEG00000020405
calidris_pygmaea ENSCPGG00000004242
calidris_pugnax ENSCPUG00000003759
lonchura_striata ENSLSDG00000007469
serinus_canaria ENSSCAG00000010932
cyanistes_caeruleus ENSCCEG00000010875
parus_major ENSPMJG00000009631
ficedula_albicollis ENSFALG00000007954
junco_hyemalis ENSJHYG00000013659
zonotrichia_albicollis ENSZALG00000009577
lepidothrix_coronata ENSLCOG00000005743
manacus_vitellinus ENSMVIG00005010529
nothoprocta_perdicaria ENSNPEG00000001951
crocodylus_porosus ENSCPRG00005010806
chrysemys_picta ENSCPBG00000008578
chelonoidis_abingdonii ENSCABG00000001070
anolis_carolinensis ENSACAG00000001433
pogona_vitticeps ENSPVIG00000001484
notechis_scutatus ENSNSUG00000003273
salvator_merianae ENSSMRG00000017582
gopherus_agassizii ENSGAGG00000008636
pelodiscus_sinensis ENSPSIG00000004507
sphenodon_punctatus ENSSPUG00000008904
taeniopygia_guttata ENSTGUG00000001258
meleagris_gallopavo ENSMGAG00000015456
xenopus_tropicalis ENSXETG00000012300
latimeria_chalumnae ENSLACG00000007579
scleropages_formosus ENSSFOG00015018105
paramormyrops_kingsleyae ENSPKIG00000017304
paramormyrops_kingsleyae ENSPKIG00000010311
esox_lucius ENSELUG00000019190
hucho_hucho ENSHHUG00000006698
cynoglossus_semilaevis ENSCSEG00000016872
gasterosteus_aculeatus ENSGACG00000000165
gouania_willdenowi ENSGWIG00000022921
oreochromis_niloticus ENSONIG00000020558
anabas_testudineus ENSATEG00000013098
stegastes_partitus ENSSPAG00000018045
amphilophus_citrinellus ENSACIG00000013224
mastacembelus_armatus ENSMAMG00000021768
mola_mola ENSMMOG00000013467
seriola_dumerili ENSSDUG00000021016
seriola_lalandi ENSSLDG00000016823
lates_calcarifer ENSLCAG00010012468
kryptolebias_marmoratus ENSKMAG00000019468
takifugu_rubripes ENSTRUG00000019776
pundamilia_nyererei ENSPNYG00000012301
maylandia_zebra ENSMZEG00005009064
haplochromis_burtoni ENSHBUG00000020946
astatotilapia_calliptera ENSACLG00000014963
neolamprologus_brichardi ENSNBRG00000008276
monopterus_albus ENSMALG00000016869
scophthalmus_maximus ENSSMAG00000007295
amphiprion_ocellaris ENSAOCG00000007673
amphiprion_percula ENSAPEG00000022629
acanthochromis_polyacanthus ENSAPOG00000006930
acanthochromis_polyacanthus ENSAPOG00000021120
parambassis_ranga ENSPRNG00000023140
fundulus_heteroclitus ENSFHEG00000020078
cyprinodon_variegatus ENSCVAG00000022819
poecilia_latipinna ENSPLAG00000008215
poecilia_latipinna ENSPLAG00000023578
poecilia_mexicana ENSPMEG00000013353
poecilia_reticulata ENSPREG00000005464
poecilia_formosa ENSPFOG00000022789
poecilia_formosa ENSPFOG00000020034
xiphophorus_maculatus ENSXMAG00000025956
gambusia_affinis ENSGAFG00000007175
oryzias_melastigma ENSOMEG00000013076
oryzias_melastigma ENSOMEG00000003277
oryzias_latipes ENSORLG00015007311
oryzias_latipes ENSORLG00020022114
oryzias_latipes ENSORLG00000000878
betta_splendens ENSBSLG00000011549
hippocampus_comes ENSHCOG00000010859
tetraodon_nigroviridis ENSTNIG00000001939
periophthalmus_magnuspinnatus ENSPMGG00000019169
electrophorus_electricus ENSEEEG00000001140
danio_rerio ENSDARG00000113250
astyanax_mexicanus ENSAMXG00000020562
astyanax_mexicanus ENSAMXG00005016450
pygocentrus_nattereri ENSPNAG00000010659
electrophorus_electricus ENSEEEG00000003808
ictalurus_punctatus ENSIPUG00000006817
danio_rerio ENSDARG00000060018
denticeps_clupeoides ENSDCDG00000027232
poecilia_formosa ENSPFOG00000012042
poecilia_latipinna ENSPLAG00000019714
poecilia_mexicana ENSPMEG00000008964
poecilia_reticulata ENSPREG00000005874
xiphophorus_couchianus ENSXCOG00000008637
xiphophorus_maculatus ENSXMAG00000025105
gambusia_affinis ENSGAFG00000007525
cyprinodon_variegatus ENSCVAG00000018022
fundulus_heteroclitus ENSFHEG00000010092
kryptolebias_marmoratus ENSKMAG00000005710
oryzias_latipes ENSORLG00015002113
oryzias_latipes ENSORLG00020011610
oryzias_latipes ENSORLG00000030016
oryzias_melastigma ENSOMEG00000006292
gouania_willdenowi ENSGWIG00000017379
betta_splendens ENSBSLG00000009999
scophthalmus_maximus ENSSMAG00000004314
cynoglossus_semilaevis ENSCSEG00000015472
astatotilapia_calliptera ENSACLG00000007230
maylandia_zebra ENSMZEG00005012142
pundamilia_nyererei ENSPNYG00000000287
haplochromis_burtoni ENSHBUG00000002253
neolamprologus_brichardi ENSNBRG00000012323
oreochromis_niloticus ENSONIG00000012954
amphilophus_citrinellus ENSACIG00000005786
anabas_testudineus ENSATEG00000006336
hippocampus_comes ENSHCOG00000003032
larimichthys_crocea ENSLCRG00005016816
labrus_bergylta ENSLBEG00000004811
mola_mola ENSMMOG00000004216
takifugu_rubripes ENSTRUG00000022580
gasterosteus_aculeatus ENSGACG00000018148
cottoperca_gobio ENSCGOG00000003636
lates_calcarifer ENSLCAG00010015722
parambassis_ranga ENSPRNG00000007863
monopterus_albus ENSMALG00000004316
amphiprion_percula ENSAPEG00000018171
amphiprion_ocellaris ENSAOCG00000006989
acanthochromis_polyacanthus ENSAPOG00000011697
stegastes_partitus ENSSPAG00000014155
mastacembelus_armatus ENSMAMG00000008417
gadus_morhua ENSGMOG00000016267
hucho_hucho ENSHHUG00000051899
hucho_hucho ENSHHUG00000034808
esox_lucius ENSELUG00000022674
astyanax_mexicanus ENSAMXG00005018509
astyanax_mexicanus ENSAMXG00000038654
pygocentrus_nattereri ENSPNAG00000025751
clupea_harengus ENSCHAG00000006795
denticeps_clupeoides ENSDCDG00000013989
scleropages_formosus ENSSFOG00015020164
lepisosteus_oculatus ENSLOCG00000018304
erpetoichthys_calabaricus ENSECRG00000009183
callorhinchus_milii ENSCMIG00000006456
eptatretus_burgeri ENSEBUG00000011294
