takifugu_rubripes ENSTRUG00000022181
tetraodon_nigroviridis ENSTNIG00000004037
mola_mola ENSMMOG00000020637
gasterosteus_aculeatus ENSGACG00000002523
scophthalmus_maximus ENSSMAG00000004526
cynoglossus_semilaevis ENSCSEG00000015169
seriola_lalandi_dorsalis ENSSLDG00000024446
seriola_dumerili ENSSDUG00000007445
mastacembelus_armatus ENSMAMG00000019601
kryptolebias_marmoratus ENSKMAG00000012033
poecilia_formosa ENSPFOG00000023227
oryzias_latipes ENSORLG00020014165
oryzias_latipes_asm223469v1 ENSORLG00015010154
oryzias_latipes ENSORLG00000008084
oryzias_melastigma ENSOMEG00000002932
pundamilia_nyererei ENSPNYG00000004615
astatotilapia_calliptera ENSACLG00000015530
maylandia_zebra ENSMZEG00005019675
amphilophus_citrinellus ENSACIG00000004372
amphiprion_ocellaris ENSAOCG00000009826
amphiprion_percula ENSAPEG00000001067
acanthochromis_polyacanthus ENSAPOG00000001908
stegastes_partitus ENSSPAG00000020557
