oryctolagus_cuniculus ENSOCUG00000009953
ochotona_princeps ENSOPRG00000004185
carlito_syrichta ENSTSYG00000011728
ictidomys_tridecemlineatus ENSSTOG00000008106
spermophilus_dauricus ENSSDAG00000024690
urocitellus_parryii ENSUPAG00010018426
marmota_marmota_marmota ENSMMMG00000013399
heterocephalus_glaber_female ENSHGLG00000001078
heterocephalus_glaber_male ENSHGLG00100007345
fukomys_damarensis ENSFDAG00000002118
octodon_degus ENSODEG00000011496
chinchilla_lanigera ENSCLAG00000002917
cavia_porcellus ENSCPOG00000013200
castor_canadensis ENSCCNG00000004552
dipodomys_ordii ENSDORG00000013071
cricetulus_griseus_chok1gshd ENSCGRG00001024718
cricetulus_griseus_crigri ENSCGRG00000008738
cricetulus_griseus_crigri-picr ENSCGRG00015025658
mesocricetus_auratus ENSMAUG00000013308
microtus_ochrogaster ENSMOCG00000010461
peromyscus_maniculatus_bairdii ENSPEMG00000010195
mus_spicilegus ENSMSIG00000007876
mus_musculus ENSMUSG00000015112
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029086
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028086
mus_pahari MGP_PahariEiJ_G0021842
rattus_norvegicus ENSRNOG00000009957
meriones_unguiculatus ENSMUGG00000016710
nannospalax_galili ENSNGAG00000004196
jaculus_jaculus ENSJJAG00000013214
tupaia_belangeri ENSTBEG00000007289
propithecus_coquereli ENSPCOG00000021703
prolemur_simus ENSPSMG00000008670
microcebus_murinus ENSMICG00000008911
otolemur_garnettii ENSOGAG00000004654
pan_troglodytes ENSPTRG00000019423
pan_paniscus ENSPPAG00000035337
homo_sapiens ENSG00000004864
gorilla_gorilla ENSGGOG00000005803
pongo_abelii ENSPPYG00000017797
nomascus_leucogenys ENSNLEG00000015945
piliocolobus_tephrosceles ENSPTEG00000032915
colobus_angolensis_palliatus ENSCANG00000034456
rhinopithecus_roxellana ENSRROG00000035706
rhinopithecus_bieti ENSRBIG00000031676
macaca_fascicularis ENSMFAG00000037896
macaca_mulatta ENSMMUG00000005250
macaca_nemestrina ENSMNEG00000031032
mandrillus_leucophaeus ENSMLEG00000038932
cercocebus_atys ENSCATG00000029550
theropithecus_gelada ENSTGEG00000000239
papio_anubis ENSPANG00000000583
chlorocebus_sabaeus ENSCSAG00000012995
cebus_capucinus ENSCCAG00000033792
cebus_capucinus ENSCCAG00000030255
saimiri_boliviensis_boliviensis ENSSBOG00000035203
callithrix_jacchus ENSCJAG00000000554
aotus_nancymaae ENSANAG00000035481
erinaceus_europaeus ENSEEUG00000014722
sorex_araneus ENSSARG00000009243
pteropus_vampyrus ENSPVAG00000011694
myotis_lucifugus ENSMLUG00000013686
ursus_americanus ENSUAMG00000000128
ursus_maritimus ENSUMAG00000021484
ailuropoda_melanoleuca ENSAMEG00000010393
mustela_putorius_furo ENSMPUG00000001535
neovison_vison ENSNVIG00000019576
canis_lupus_familiaris ENSCAFG00000002161
canis_lupus_dingo ENSCAFG00020010643
vulpes_vulpes ENSVVUG00000015715
panthera_pardus ENSPPRG00000001937
panthera_tigris_altaica ENSPTIG00000017442
felis_catus ENSFCAG00000011810
equus_asinus_asinus ENSEASG00005020923
equus_caballus ENSECAG00000013738
bison_bison_bison ENSBBBG00000008948
bos_taurus ENSBTAG00000003773
ovis_aries ENSOARG00000004088
capra_hircus ENSCHIG00000022398
vicugna_pacos ENSVPAG00000003331
tursiops_truncatus ENSTTRG00000013230
sus_scrofa ENSSSCG00000015336
choloepus_hoffmanni ENSCHOG00000005368
dasypus_novemcinctus ENSDNOG00000015565
loxodonta_africana ENSLAFG00000018445
procavia_capensis ENSPCAG00000010366
echinops_telfairi ENSETEG00000015460
cavia_aperea ENSCAPG00000007128
canis_lupus_dingo ENSCAFG00020009782
bos_mutus ENSBMUG00000006662
phascolarctos_cinereus ENSPCIG00000028956
notamacropus_eugenii ENSMEUG00000012658
calidris_pygmaea ENSCPGG00000003996
calidris_pugnax ENSCPUG00000009568
melopsittacus_undulatus ENSMUNG00000000950
cyanistes_caeruleus ENSCCEG00000019284
parus_major ENSPMJG00000010007
ficedula_albicollis ENSFALG00000010269
taeniopygia_guttata ENSTGUG00000001620
lonchura_striata_domestica ENSLSDG00000017539
serinus_canaria ENSSCAG00000013088
junco_hyemalis ENSJHYG00000000355
zonotrichia_albicollis ENSZALG00000013613
manacus_vitellinus ENSMVIG00005003099
lepidothrix_coronata ENSLCOG00000011803
meleagris_gallopavo ENSMGAG00000009695
gallus_gallus ENSGALG00000009728
coturnix_japonica ENSCJPG00005011503
numida_meleagris ENSNMEG00000006038
anser_brachyrhynchus ENSABRG00000003825
anas_platyrhynchos_platyrhynchos ENSAPLG00000015909
apteryx_owenii ENSAOWG00000001622
apteryx_haastii ENSAHAG00000003655
apteryx_rowi ENSARWG00000018094
dromaius_novaehollandiae ENSDNVG00000000693
nothoprocta_perdicaria ENSNPEG00000013334
crocodylus_porosus ENSCPRG00005014321
gopherus_agassizii ENSGAGG00000018066
chelonoidis_abingdonii ENSCABG00000016402
chrysemys_picta_bellii ENSCPBG00000024406
pelodiscus_sinensis ENSPSIG00000018233
anolis_carolinensis ENSACAG00000014580
pogona_vitticeps ENSPVIG00000013402
notechis_scutatus ENSNSUG00000006540
salvator_merianae ENSSMRG00000008612
sphenodon_punctatus ENSSPUG00000012732
xenopus_tropicalis ENSXETG00000016576
latimeria_chalumnae ENSLACG00000004431
pygocentrus_nattereri ENSPNAG00000029120
astyanax_mexicanus ENSAMXG00000014532
danio_rerio ENSDARG00000099353
seriola_lalandi_dorsalis ENSSLDG00000025586
seriola_dumerili ENSSDUG00000005870
scophthalmus_maximus ENSSMAG00000013855
amphiprion_ocellaris ENSAOCG00000007362
amphiprion_percula ENSAPEG00000018252
acanthochromis_polyacanthus ENSAPOG00000017725
stegastes_partitus ENSSPAG00000019477
astatotilapia_calliptera ENSACLG00000024494
maylandia_zebra ENSMZEG00005008730
pundamilia_nyererei ENSPNYG00000019842
haplochromis_burtoni ENSHBUG00000018729
neolamprologus_brichardi ENSNBRG00000006201
oreochromis_niloticus ENSONIG00000010758
amphilophus_citrinellus ENSACIG00000001085
anabas_testudineus ENSATEG00000000207
gasterosteus_aculeatus ENSGACG00000006755
gadus_morhua ENSGMOG00000013604
esox_lucius ENSELUG00000019498
lepisosteus_oculatus ENSLOCG00000010992
eptatretus_burgeri ENSEBUG00000008153
ciona_savignyi ENSCSAVG00000009926
ciona_intestinalis ENSCING00000001969
