loxodonta_africana ENSLAFG00000028874
procavia_capensis ENSPCAG00000002822
ailuropoda_melanoleuca ENSAMEG00000016178
oryctolagus_cuniculus ENSOCUG00000017433
tursiops_truncatus ENSTTRG00000002593
erinaceus_europaeus ENSEEUG00000008316
pteropus_vampyrus ENSPVAG00000007979
pongo_abelii ENSPPYG00000019691
chlorocebus_sabaeus ENSCSAG00000014730
otolemur_garnettii ENSOGAG00000026452
ochotona_princeps ENSOPRG00000005753
apteryx_owenii ENSAOWG00000005960
taeniopygia_guttata ENSTGUG00000004654
ornithorhynchus_anatinus ENSOANG00000001040
notamacropus_eugenii ENSMEUG00000011645
taeniopygia_guttata ENSTGUG00000016039
