erinaceus_europaeus ENSEEUG00000004006
sorex_araneus ENSSARG00000007439
ursus_americanus ENSUAMG00000025903
ursus_maritimus ENSUMAG00000018916
ailuropoda_melanoleuca ENSAMEG00000007739
mustela_putorius_furo ENSMPUG00000007060
neovison_vison ENSNVIG00000008502
canis_lupus_familiaris ENSCAFG00000020305
canis_lupus_dingo ENSCAFG00020019885
vulpes_vulpes ENSVVUG00000013138
panthera_tigris_altaica ENSPTIG00000007666
panthera_pardus ENSPPRG00000001718
felis_catus ENSFCAG00000045383
equus_asinus_asinus ENSEASG00005021110
equus_caballus ENSECAG00000021418
capra_hircus ENSCHIG00000018029
ovis_aries ENSOARG00000003455
bos_mutus ENSBMUG00000001817
bos_taurus ENSBTAG00000015991
bison_bison_bison ENSBBBG00000016395
tursiops_truncatus ENSTTRG00000015988
sus_scrofa ENSSSCG00000025652
vicugna_pacos ENSVPAG00000001310
pteropus_vampyrus ENSPVAG00000015968
myotis_lucifugus ENSMLUG00000006492
prolemur_simus ENSPSMG00000013780
microcebus_murinus ENSMICG00000009601
propithecus_coquereli ENSPCOG00000015445
otolemur_garnettii ENSOGAG00000009584
carlito_syrichta ENSTSYG00000028277
tupaia_belangeri ENSTBEG00000001373
gorilla_gorilla ENSGGOG00000006029
homo_sapiens ENSG00000039068
pan_troglodytes ENSPTRG00000008270
pan_paniscus ENSPPAG00000030865
nomascus_leucogenys ENSNLEG00000005326
piliocolobus_tephrosceles ENSPTEG00000011301
colobus_angolensis_palliatus ENSCANG00000034467
rhinopithecus_roxellana ENSRROG00000041788
rhinopithecus_bieti ENSRBIG00000031940
mandrillus_leucophaeus ENSMLEG00000041717
cercocebus_atys ENSCATG00000041500
papio_anubis ENSPANG00000024394
theropithecus_gelada ENSTGEG00000008928
macaca_mulatta ENSMMUG00000011850
macaca_fascicularis ENSMFAG00000032434
macaca_nemestrina ENSMNEG00000040280
chlorocebus_sabaeus ENSCSAG00000004093
callithrix_jacchus ENSCJAG00000015504
cebus_capucinus ENSCCAG00000021843
aotus_nancymaae ENSANAG00000028756
saimiri_boliviensis_boliviensis ENSSBOG00000022492
carlito_syrichta ENSTSYG00000032326
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032639
mus_musculus ENSMUSG00000000303
mus_spicilegus ENSMSIG00000005254
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031521
mus_pahari MGP_PahariEiJ_G0023121
rattus_norvegicus ENSRNOG00000020151
meriones_unguiculatus ENSMUGG00000017340
cricetulus_griseus_crigri ENSCGRG00000013932
cricetulus_griseus_chok1gshd ENSCGRG00001000153
cricetulus_griseus_crigri-picr ENSCGRG00015008946
mesocricetus_auratus ENSMAUG00000015237
microtus_ochrogaster ENSMOCG00000009766
peromyscus_maniculatus_bairdii ENSPEMG00000011674
nannospalax_galili ENSNGAG00000013074
jaculus_jaculus ENSJJAG00000023337
castor_canadensis ENSCCNG00000030954
dipodomys_ordii ENSDORG00000002066
heterocephalus_glaber_male ENSHGLG00100013561
heterocephalus_glaber_female ENSHGLG00000012016
