chelonoidis_abingdonii ENSCABG00000001408
gopherus_agassizii ENSGAGG00000001920
chrysemys_picta_bellii ENSCPBG00000025591
anas_platyrhynchos_platyrhynchos ENSAPLG00000002432
anser_brachyrhynchus ENSABRG00000002200
gallus_gallus ENSGALG00000026864
coturnix_japonica ENSCJPG00005010871
numida_meleagris ENSNMEG00000013867
lonchura_striata_domestica ENSLSDG00000011893
taeniopygia_guttata ENSTGUG00000006380
zonotrichia_albicollis ENSZALG00000013283
junco_hyemalis ENSJHYG00000008459
serinus_canaria ENSSCAG00000002877
parus_major ENSPMJG00000003779
ficedula_albicollis ENSFALG00000006893
manacus_vitellinus ENSMVIG00005015989
lepidothrix_coronata ENSLCOG00000001957
melopsittacus_undulatus ENSMUNG00000016217
calidris_pygmaea ENSCPGG00000012221
calidris_pugnax ENSCPUG00000010042
dromaius_novaehollandiae ENSDNVG00000002307
apteryx_rowi ENSARWG00000005659
nothoprocta_perdicaria ENSNPEG00000005280
pogona_vitticeps ENSPVIG00000008286
anolis_carolinensis ENSACAG00000004401
notechis_scutatus ENSNSUG00000006153
salvator_merianae ENSSMRG00000006925
monodelphis_domestica ENSMODG00000001134
phascolarctos_cinereus ENSPCIG00000000006
gorilla_gorilla ENSGGOG00000040340
pan_troglodytes ENSPTRG00000002670
homo_sapiens ENSG00000165424
pongo_abelii ENSPPYG00000002300
rhinopithecus_bieti ENSRBIG00000035754
rhinopithecus_roxellana ENSRROG00000041812
piliocolobus_tephrosceles ENSPTEG00000038257
colobus_angolensis_palliatus ENSCANG00000020148
macaca_mulatta ENSMMUG00000020559
macaca_nemestrina ENSMNEG00000042050
macaca_fascicularis ENSMFAG00000003086
cercocebus_atys ENSCATG00000038643
theropithecus_gelada ENSTGEG00000017622
chlorocebus_sabaeus ENSCSAG00000009325
saimiri_boliviensis_boliviensis ENSSBOG00000026206
callithrix_jacchus ENSCJAG00000040780
cebus_capucinus ENSCCAG00000031702
aotus_nancymaae ENSANAG00000020958
carlito_syrichta ENSTSYG00000001145
prolemur_simus ENSPSMG00000015828
propithecus_coquereli ENSPCOG00000025341
microcebus_murinus ENSMICG00000035887
otolemur_garnettii ENSOGAG00000001904
castor_canadensis ENSCCNG00000029757
dipodomys_ordii ENSDORG00000024846
chinchilla_lanigera ENSCLAG00000011227
octodon_degus ENSODEG00000015281
cavia_porcellus ENSCPOG00000026826
heterocephalus_glaber_female ENSHGLG00000017394
peromyscus_maniculatus_bairdii ENSPEMG00000026551
microtus_ochrogaster ENSMOCG00000022142
cricetulus_griseus_crigri-picr ENSCGRG00015016461
cricetulus_griseus_chok1gshd ENSCGRG00001021075
cricetulus_griseus_crigri ENSCGRG00000001317
mesocricetus_auratus ENSMAUG00000016450
mus_musculus ENSMUSG00000055538
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019020
mus_spicilegus ENSMSIG00000016234
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019898
mus_pahari MGP_PahariEiJ_G0030033
rattus_norvegicus ENSRNOG00000040205
meriones_unguiculatus ENSMUGG00000020713
nannospalax_galili ENSNGAG00000015277
jaculus_jaculus ENSJJAG00000010391
ictidomys_tridecemlineatus ENSSTOG00000013873
spermophilus_dauricus ENSSDAG00000004286
marmota_marmota_marmota ENSMMMG00000021417
oryctolagus_cuniculus ENSOCUG00000006382
loxodonta_africana ENSLAFG00000012854
dasypus_novemcinctus ENSDNOG00000046513
bos_taurus ENSBTAG00000003877
