taeniopygia_guttata ENSTGUG00000014269
cyanistes_caeruleus ENSCCEG00000018849
melopsittacus_undulatus ENSMUNG00000009376
anas_platyrhynchos_platyrhynchos ENSAPLG00000012286
chelonoidis_abingdonii ENSCABG00000022779
procavia_capensis ENSPCAG00000008956
echinops_telfairi ENSETEG00000019575
loxodonta_africana ENSLAFG00000016575
tursiops_truncatus ENSTTRG00000015337
ursus_americanus ENSUAMG00000010733
mesocricetus_auratus ENSMAUG00000010343
tupaia_belangeri ENSTBEG00000016160
notamacropus_eugenii ENSMEUG00000000245
ornithorhynchus_anatinus ENSOANG00000005070
latimeria_chalumnae ENSLACG00000016470
