equus_caballus ENSECAG00000009145
propithecus_coquereli ENSPCOG00000023366
cricetulus_griseus_crigri-picr ENSCGRG00015024636
serinus_canaria ENSSCAG00000001495
astatotilapia_calliptera ENSACLG00000022041
oryzias_latipes_asm223469v1 ENSORLG00015004883
amphiprion_percula ENSAPEG00000014365
paramormyrops_kingsleyae ENSPKIG00000000796
macaca_mulatta ENSMMUG00000006894
macaca_nemestrina ENSMNEG00000040419
mandrillus_leucophaeus ENSMLEG00000043703
chlorocebus_sabaeus ENSCSAG00000000880
papio_anubis ENSPANG00000006230
theropithecus_gelada ENSTGEG00000025297
cercocebus_atys ENSCATG00000032311
piliocolobus_tephrosceles ENSPTEG00000003808
rhinopithecus_bieti ENSRBIG00000041809
colobus_angolensis_palliatus ENSCANG00000013610
tupaia_belangeri ENSTBEG00000003440
mus_pahari MGP_PahariEiJ_G0029038
nannospalax_galili ENSNGAG00000012322
rattus_norvegicus ENSRNOG00000007330
cricetulus_griseus_chok1gshd ENSCGRG00001005084
dipodomys_ordii ENSDORG00000016490
spermophilus_dauricus ENSSDAG00000011640
heterocephalus_glaber_male ENSHGLG00100013194
heterocephalus_glaber_female ENSHGLG00000013834
fukomys_damarensis ENSFDAG00000008360
cavia_porcellus ENSCPOG00000013924
chinchilla_lanigera ENSCLAG00000007637
octodon_degus ENSODEG00000016546
pan_troglodytes ENSPTRG00000000268
pan_paniscus ENSPPAG00000026461
callithrix_jacchus ENSCJAG00000006715
ailuropoda_melanoleuca ENSAMEG00000003090
bos_mutus ENSBMUG00000013732
peromyscus_maniculatus_bairdii ENSPEMG00000005523
mesocricetus_auratus ENSMAUG00000005200
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027688
mus_musculus ENSMUSG00000028745
ictidomys_tridecemlineatus ENSSTOG00000013309
ochotona_princeps ENSOPRG00000015972
cebus_capucinus ENSCCAG00000022576
cebus_capucinus ENSCCAG00000004912
aotus_nancymaae ENSANAG00000020130
nomascus_leucogenys ENSNLEG00000007862
homo_sapiens ENSG00000077549
neovison_vison ENSNVIG00000014888
mustela_putorius_furo ENSMPUG00000016159
canis_lupus_familiaris ENSCAFG00000015152
felis_catus ENSFCAG00000008775
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026708
mus_spicilegus ENSMSIG00000014354
urocitellus_parryii ENSUPAG00010013555
oryctolagus_cuniculus ENSOCUG00000014711
prolemur_simus ENSPSMG00000003594
propithecus_coquereli ENSPCOG00000020135
microcebus_murinus ENSMICG00000014212
otolemur_garnettii ENSOGAG00000029900
panthera_pardus ENSPPRG00000024975
bison_bison_bison ENSBBBG00000016276
marmota_marmota_marmota ENSMMMG00000019952
bos_taurus ENSBTAG00000004554
loxodonta_africana ENSLAFG00000010426
echinops_telfairi ENSETEG00000004259
vicugna_pacos ENSVPAG00000007501
ovis_aries ENSOARG00000009809
sorex_araneus ENSSARG00000001931
myotis_lucifugus ENSMLUG00000012115
panthera_tigris_altaica ENSPTIG00000014408
cricetulus_griseus_crigri ENSCGRG00000007205
cricetulus_griseus_chok1gshd ENSCGRG00001007669
jaculus_jaculus ENSJJAG00000021034
fukomys_damarensis ENSFDAG00000003989
monodelphis_domestica ENSMODG00000015888
ornithorhynchus_anatinus ENSOANG00000015343
taeniopygia_guttata ENSTGUG00000016970
cyanistes_caeruleus ENSCCEG00000015537
dromaius_novaehollandiae ENSDNVG00000010511
chelonoidis_abingdonii ENSCABG00000019268
lepisosteus_oculatus ENSLOCG00000007567
apteryx_rowi ENSARWG00000018923
theropithecus_gelada ENSTGEG00000004529
capra_hircus ENSCHIG00000024369
tetraodon_nigroviridis ENSTNIG00000014653
takifugu_rubripes ENSTRUG00000009882
mola_mola ENSMMOG00000021762
labrus_bergylta ENSLBEG00000000731
oreochromis_niloticus ENSONIG00000018925
maylandia_zebra ENSMZEG00005011193
amphilophus_citrinellus ENSACIG00000019411
poecilia_latipinna ENSPLAG00000013818
xiphophorus_couchianus ENSXCOG00000003795
kryptolebias_marmoratus ENSKMAG00000021566
seriola_dumerili ENSSDUG00000008921
periophthalmus_magnuspinnatus ENSPMGG00000003991
ictalurus_punctatus ENSIPUG00000017718
pygocentrus_nattereri ENSPNAG00000012804
danio_rerio ENSDARG00000100252
sarcophilus_harrisii ENSSHAG00000005747
heterocephalus_glaber_male ENSHGLG00100017952
coturnix_japonica ENSCJPG00005018700
numida_meleagris ENSNMEG00000016077
anas_platyrhynchos_platyrhynchos ENSAPLG00000014614
parus_major ENSPMJG00000002531
zonotrichia_albicollis ENSZALG00000003814
calidris_pugnax ENSCPUG00000018711
nothoprocta_perdicaria ENSNPEG00000010361
gopherus_agassizii ENSGAGG00000013014
junco_hyemalis ENSJHYG00000015379
apteryx_rowi ENSARWG00000015329
pelodiscus_sinensis ENSPSIG00000013814
notechis_scutatus ENSNSUG00000004451
pogona_vitticeps ENSPVIG00000019180
dasypus_novemcinctus ENSDNOG00000043601
meriones_unguiculatus ENSMUGG00000018149
manacus_vitellinus ENSMVIG00005006867
lepidothrix_coronata ENSLCOG00000006416
ficedula_albicollis ENSFALG00000010602
lonchura_striata_domestica ENSLSDG00000015126
melopsittacus_undulatus ENSMUNG00000012891
gallus_gallus ENSGALG00000004034
meleagris_gallopavo ENSMGAG00000005419
calidris_pygmaea ENSCPGG00000010845
crocodylus_porosus ENSCPRG00005018487
chrysemys_picta_bellii ENSCPBG00000023567
salvator_merianae ENSSMRG00000018822
apteryx_haastii ENSAHAG00000006374
apteryx_owenii ENSAOWG00000012193
anser_brachyrhynchus ENSABRG00000012327
sphenodon_punctatus ENSSPUG00000001202
macaca_fascicularis ENSMFAG00000037255
rhinopithecus_roxellana ENSRROG00000035187
gorilla_gorilla ENSGGOG00000003982
pongo_abelii ENSPPYG00000001789
saimiri_boliviensis_boliviensis ENSSBOG00000018023
carlito_syrichta ENSTSYG00000008421
microtus_ochrogaster ENSMOCG00000009884
cricetulus_griseus_crigri ENSCGRG00000008145
castor_canadensis ENSCCNG00000018733
cavia_aperea ENSCAPG00000003003
tursiops_truncatus ENSTTRG00000014206
sus_scrofa ENSSSCG00000003493
canis_lupus_dingo ENSCAFG00020008214
vulpes_vulpes ENSVVUG00000029441
ursus_maritimus ENSUMAG00000018927
ursus_americanus ENSUAMG00000028024
equus_asinus_asinus ENSEASG00005014938
pteropus_vampyrus ENSPVAG00000005789
choloepus_hoffmanni ENSCHOG00000010878
procavia_capensis ENSPCAG00000014271
notamacropus_eugenii ENSMEUG00000002018
phascolarctos_cinereus ENSPCIG00000003296
xenopus_tropicalis ENSXETG00000017607
latimeria_chalumnae ENSLACG00000007508
scophthalmus_maximus ENSSMAG00000000323
cynoglossus_semilaevis ENSCSEG00000002110
haplochromis_burtoni ENSHBUG00000002698
pundamilia_nyererei ENSPNYG00000008152
neolamprologus_brichardi ENSNBRG00000006352
seriola_lalandi_dorsalis ENSSLDG00000022980
gasterosteus_aculeatus ENSGACG00000001070
gambusia_affinis ENSGAFG00000021590
xiphophorus_maculatus ENSXMAG00000000225
poecilia_formosa ENSPFOG00000000600
poecilia_mexicana ENSPMEG00000004858
poecilia_reticulata ENSPREG00000004659
cyprinodon_variegatus ENSCVAG00000023022
oryzias_latipes ENSORLG00020008724
oryzias_latipes ENSORLG00000000154
oryzias_melastigma ENSOMEG00000015294
monopterus_albus ENSMALG00000018325
mastacembelus_armatus ENSMAMG00000023904
amphiprion_ocellaris ENSAOCG00000022537
acanthochromis_polyacanthus ENSAPOG00000003029
stegastes_partitus ENSSPAG00000013206
anabas_testudineus ENSATEG00000006673
esox_lucius ENSELUG00000014022
gadus_morhua ENSGMOG00000008088
scleropages_formosus ENSSFOG00015016198
astyanax_mexicanus ENSAMXG00000042895
scleropages_formosus ENSSFOG00015007401
fundulus_heteroclitus ENSFHEG00000005015
paramormyrops_kingsleyae ENSPKIG00000001919
eptatretus_burgeri ENSEBUG00000013260
drosophila_melanogaster FBgn0011570
ciona_intestinalis ENSCING00000005895
ciona_savignyi ENSCSAVG00000009053
caenorhabditis_elegans_strain_n2 WBGene00000293
saccharomyces_cerevisiae YIL034C
