bos_mutus ENSBMUG00000014403
bos_taurus ENSBTAG00000054520
bison_bison_bison ENSBBBG00000011920
capra_hircus ENSCHIG00000010750
ovis_aries ENSOARG00000020125
sus_scrofa ENSSSCG00000025107
sus_scrofa ENSSSCG00000037208
tursiops_truncatus ENSTTRG00000013399
vicugna_pacos ENSVPAG00000002150
pteropus_vampyrus ENSPVAG00000012707
myotis_lucifugus ENSMLUG00000000937
equus_caballus ENSECAG00000023743
equus_asinus_asinus ENSEASG00005015468
canis_lupus_dingo ENSCAFG00020005773
canis_lupus_familiaris ENSCAFG00000032031
vulpes_vulpes ENSVVUG00000022499
neovison_vison ENSNVIG00000014412
mustela_putorius_furo ENSMPUG00000004777
ursus_maritimus ENSUMAG00000025224
ursus_americanus ENSUAMG00000019109
ailuropoda_melanoleuca ENSAMEG00000014299
panthera_tigris_altaica ENSPTIG00000013929
panthera_pardus ENSPPRG00000012735
felis_catus ENSFCAG00000025006
sorex_araneus ENSSARG00000004054
prolemur_simus ENSPSMG00000005898
microcebus_murinus ENSMICG00000049469
propithecus_coquereli ENSPCOG00000026503
propithecus_coquereli ENSPCOG00000020931
saimiri_boliviensis_boliviensis ENSSBOG00000024998
carlito_syrichta ENSTSYG00000033615
octodon_degus ENSODEG00000008197
octodon_degus ENSODEG00000002324
octodon_degus ENSODEG00000012776
chinchilla_lanigera ENSCLAG00000011614
cavia_porcellus ENSCPOG00000005709
cavia_aperea ENSCAPG00000006360
pongo_abelii ENSPPYG00000013486
nomascus_leucogenys ENSNLEG00000000291
colobus_angolensis_palliatus ENSCANG00000030541
rhinopithecus_roxellana ENSRROG00000045510
piliocolobus_tephrosceles ENSPTEG00000017553
papio_anubis ENSPANG00000007394
theropithecus_gelada ENSTGEG00000007311
macaca_mulatta ENSMMUG00000047586
macaca_fascicularis ENSMFAG00000028753
macaca_nemestrina ENSMNEG00000041513
mandrillus_leucophaeus ENSMLEG00000035666
cercocebus_atys ENSCATG00000033011
chlorocebus_sabaeus ENSCSAG00000007385
pan_paniscus ENSPPAG00000028374
pan_troglodytes ENSPTRG00000043778
gorilla_gorilla ENSGGOG00000001964
homo_sapiens ENSG00000160124
nomascus_leucogenys ENSNLEG00000035090
gorilla_gorilla ENSGGOG00000025219
gorilla_gorilla ENSGGOG00000039844
rhinopithecus_bieti ENSRBIG00000033210
saimiri_boliviensis_boliviensis ENSSBOG00000031975
cebus_capucinus ENSCCAG00000026695
cebus_capucinus ENSCCAG00000037781
saimiri_boliviensis_boliviensis ENSSBOG00000017668
callithrix_jacchus ENSCJAG00000008132
aotus_nancymaae ENSANAG00000028818
pan_troglodytes ENSPTRG00000045488
pan_paniscus ENSPPAG00000042931
gorilla_gorilla ENSGGOG00000036598
callithrix_jacchus ENSCJAG00000048162
cebus_capucinus ENSCCAG00000032189
gorilla_gorilla ENSGGOG00000043131
otolemur_garnettii ENSOGAG00000003190
