drosophila_melanogaster FBgn0035805
caenorhabditis_elegans_strain_n2 WBGene00009330
astyanax_mexicanus ENSAMXG00000031536
pygocentrus_nattereri ENSPNAG00000018710
ictalurus_punctatus ENSIPUG00000001521
danio_rerio ENSDARG00000078773
scophthalmus_maximus ENSSMAG00000019914
cynoglossus_semilaevis ENSCSEG00000017131
tetraodon_nigroviridis ENSTNIG00000018142
takifugu_rubripes ENSTRUG00000025788
gasterosteus_aculeatus ENSGACG00000014583
anabas_testudineus ENSATEG00000002232
mastacembelus_armatus ENSMAMG00000011474
amphiprion_ocellaris ENSAOCG00000022127
amphiprion_ocellaris ENSAOCG00000010770
amphiprion_percula ENSAPEG00000023662
acanthochromis_polyacanthus ENSAPOG00000019057
stegastes_partitus ENSSPAG00000016292
maylandia_zebra ENSMZEG00005016906
astatotilapia_calliptera ENSACLG00000023488
pundamilia_nyererei ENSPNYG00000003755
haplochromis_burtoni ENSHBUG00000021469
oreochromis_niloticus ENSONIG00000018542
amphilophus_citrinellus ENSACIG00000018297
seriola_dumerili ENSSDUG00000003023
seriola_lalandi_dorsalis ENSSLDG00000011038
oryzias_latipes ENSORLG00000029394
oryzias_latipes ENSORLG00020014387
oryzias_latipes_asm223469v1 ENSORLG00015010359
oryzias_melastigma ENSOMEG00000003078
kryptolebias_marmoratus ENSKMAG00000002697
labrus_bergylta ENSLBEG00000017890
mola_mola ENSMMOG00000021514
poecilia_latipinna ENSPLAG00000018894
poecilia_reticulata ENSPREG00000010623
xiphophorus_maculatus ENSXMAG00000018812
gambusia_affinis ENSGAFG00000015102
poecilia_mexicana ENSPMEG00000017700
xiphophorus_couchianus ENSXCOG00000007022
fundulus_heteroclitus ENSFHEG00000018611
cyprinodon_variegatus ENSCVAG00000017651
hippocampus_comes ENSHCOG00000012059
periophthalmus_magnuspinnatus ENSPMGG00000009264
gadus_morhua ENSGMOG00000019909
esox_lucius ENSELUG00000013760
paramormyrops_kingsleyae ENSPKIG00000018281
scleropages_formosus ENSSFOG00015021681
lepisosteus_oculatus ENSLOCG00000003665
anolis_carolinensis ENSACAG00000013053
pogona_vitticeps ENSPVIG00000008222
notechis_scutatus ENSNSUG00000014973
salvator_merianae ENSSMRG00000011110
sphenodon_punctatus ENSSPUG00000018194
apteryx_haastii ENSAHAG00000000308
apteryx_rowi ENSARWG00000008106
apteryx_owenii ENSAOWG00000015922
nothoprocta_perdicaria ENSNPEG00000006050
dromaius_novaehollandiae ENSDNVG00000009063
anser_brachyrhynchus ENSABRG00000008736
anas_platyrhynchos_platyrhynchos ENSAPLG00000004856
meleagris_gallopavo ENSMGAG00000011552
coturnix_japonica ENSCJPG00005011742
gallus_gallus ENSGALG00000033568
numida_meleagris ENSNMEG00000017490
cyanistes_caeruleus ENSCCEG00000010036
parus_major ENSPMJG00000005241
ficedula_albicollis ENSFALG00000008558
lonchura_striata_domestica ENSLSDG00000013504
taeniopygia_guttata ENSTGUG00000011565
serinus_canaria ENSSCAG00000002207
junco_hyemalis ENSJHYG00000017022
lepidothrix_coronata ENSLCOG00000004288
manacus_vitellinus ENSMVIG00005015935
calidris_pugnax ENSCPUG00000016568
calidris_pygmaea ENSCPGG00000017085
melopsittacus_undulatus ENSMUNG00000006216
crocodylus_porosus ENSCPRG00005018411
gopherus_agassizii ENSGAGG00000025909
chelonoidis_abingdonii ENSCABG00000007522
chrysemys_picta_bellii ENSCPBG00000007030
pelodiscus_sinensis ENSPSIG00000003707
notamacropus_eugenii ENSMEUG00000008636
phascolarctos_cinereus ENSPCIG00000012865
sarcophilus_harrisii ENSSHAG00000009900
monodelphis_domestica ENSMODG00000006961
myotis_lucifugus ENSMLUG00000015908
pteropus_vampyrus ENSPVAG00000008106
capra_hircus ENSCHIG00000019890
ovis_aries ENSOARG00000006337
bos_taurus ENSBTAG00000012920
bos_mutus ENSBMUG00000009997
bison_bison_bison ENSBBBG00000020425
tursiops_truncatus ENSTTRG00000011536
vicugna_pacos ENSVPAG00000011207
erinaceus_europaeus ENSEEUG00000003067
sus_scrofa ENSSSCG00000021628
sorex_araneus ENSSARG00000008592
ursus_americanus ENSUAMG00000019953
ursus_maritimus ENSUMAG00000019011
ailuropoda_melanoleuca ENSAMEG00000012853
neovison_vison ENSNVIG00000015302
mustela_putorius_furo ENSMPUG00000010204
canis_lupus_familiaris ENSCAFG00000008157
canis_lupus_dingo ENSCAFG00020017829
vulpes_vulpes ENSVVUG00000019487
panthera_pardus ENSPPRG00000019304
panthera_tigris_altaica ENSPTIG00000007781
felis_catus ENSFCAG00000011263
equus_asinus_asinus ENSEASG00005020201
equus_caballus ENSECAG00000000007
castor_canadensis ENSCCNG00000016121
procavia_capensis ENSPCAG00000008640
loxodonta_africana ENSLAFG00000011790
pan_troglodytes ENSPTRG00000050858
pan_paniscus ENSPPAG00000008247
homo_sapiens ENSG00000175606
gorilla_gorilla ENSGGOG00000015373
pongo_abelii ENSPPYG00000018679
nomascus_leucogenys ENSNLEG00000031739
macaca_fascicularis ENSMFAG00000000384
macaca_mulatta ENSMMUG00000003017
macaca_nemestrina ENSMNEG00000028046
cercocebus_atys ENSCATG00000033099
mandrillus_leucophaeus ENSMLEG00000034339
papio_anubis ENSPANG00000007237
theropithecus_gelada ENSTGEG00000023322
chlorocebus_sabaeus ENSCSAG00000013509
piliocolobus_tephrosceles ENSPTEG00000013790
colobus_angolensis_palliatus ENSCANG00000035809
rhinopithecus_bieti ENSRBIG00000043215
rhinopithecus_roxellana ENSRROG00000036228
callithrix_jacchus ENSCJAG00000000582
cebus_capucinus ENSCCAG00000036058
saimiri_boliviensis_boliviensis ENSSBOG00000024326
aotus_nancymaae ENSANAG00000026773
carlito_syrichta ENSTSYG00000008347
prolemur_simus ENSPSMG00000012345
microcebus_murinus ENSMICG00000027905
propithecus_coquereli ENSPCOG00000019264
otolemur_garnettii ENSOGAG00000012823
cricetulus_griseus_chok1gshd ENSCGRG00001018216
cricetulus_griseus_crigri-picr ENSCGRG00015019162
peromyscus_maniculatus_bairdii ENSPEMG00000012641
microtus_ochrogaster ENSMOCG00000021313
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014775
mus_spicilegus ENSMSIG00000008764
mus_musculus ENSMUSG00000025940
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013970
mus_pahari MGP_PahariEiJ_G0023849
rattus_norvegicus ENSRNOG00000006608
meriones_unguiculatus ENSMUGG00000007942
nannospalax_galili ENSNGAG00000009219
heterocephalus_glaber_female ENSHGLG00000019041
heterocephalus_glaber_male ENSHGLG00100007357
fukomys_damarensis ENSFDAG00000013747
cavia_aperea ENSCAPG00000012340
cavia_porcellus ENSCPOG00000031120
chinchilla_lanigera ENSCLAG00000002465
octodon_degus ENSODEG00000003940
marmota_marmota_marmota ENSMMMG00000005317
urocitellus_parryii ENSUPAG00010011291
spermophilus_dauricus ENSSDAG00000003847
ochotona_princeps ENSOPRG00000014822
tupaia_belangeri ENSTBEG00000013685
echinops_telfairi ENSETEG00000016581
dasypus_novemcinctus ENSDNOG00000046722
xenopus_tropicalis ENSXETG00000033295
latimeria_chalumnae ENSLACG00000011765
petromyzon_marinus ENSPMAG00000006723
ciona_intestinalis ENSCING00000020416
ciona_savignyi ENSCSAVG00000010970
