fundulus_heteroclitus ENSFHEG00000020928
cyprinodon_variegatus ENSCVAG00000015163
xiphophorus_maculatus ENSXMAG00000019785
xiphophorus_couchianus ENSXCOG00000009486
gambusia_affinis ENSGAFG00000015290
poecilia_mexicana ENSPMEG00000003246
poecilia_formosa ENSPFOG00000020396
poecilia_latipinna ENSPLAG00000012203
poecilia_reticulata ENSPREG00000016889
kryptolebias_marmoratus ENSKMAG00000019381
labrus_bergylta ENSLBEG00000007983
takifugu_rubripes ENSTRUG00000021589
scophthalmus_maximus ENSSMAG00000008168
gasterosteus_aculeatus ENSGACG00000020753
hippocampus_comes ENSHCOG00000002248
pygocentrus_nattereri ENSPNAG00000017057
astyanax_mexicanus ENSAMXG00000034199
ictalurus_punctatus ENSIPUG00000024735
danio_rerio ENSDARG00000104326
