vombatus_ursinus ENSVURG00010010469
notamacropus_eugenii ENSMEUG00000005287
sarcophilus_harrisii ENSSHAG00000009445
monodelphis_domestica ENSMODG00000021244
ornithorhynchus_anatinus ENSOANG00000029481
vicugna_pacos ENSVPAG00000004698
vulpes_vulpes ENSVVUG00000008631
erinaceus_europaeus ENSEEUG00000009433
nannospalax_galili ENSNGAG00000001450
dasypus_novemcinctus ENSDNOG00000048188
capra_hircus ENSCHIG00000013168
ovis_aries ENSOARG00000005774
bos_indicus ENSBIXG00000005447
bos_indicus ENSBIXG00005007868
bos_taurus ENSBTAG00000031178
bos_mutus ENSBMUG00000020313
bison_bison ENSBBBG00000017251
tursiops_truncatus ENSTTRG00000014297
sus_scrofa ENSSSCG00000011686
equus_caballus ENSECAG00000006450
equus_asinus ENSEASG00005000191
pteropus_vampyrus ENSPVAG00000014413
ursus_maritimus ENSUMAG00000012650
ailuropoda_melanoleuca ENSAMEG00000012796
neovison_vison ENSNVIG00000013014
mustela_putorius ENSMPUG00000011846
canis_lupus ENSCAFG00000008028
canis_lupus ENSCAFG00020011470
panthera_pardus ENSPPRG00000013496
panthera_tigris ENSPTIG00000020998
felis_catus ENSFCAG00000009297
choloepus_hoffmanni ENSCHOG00000003624
carlito_syrichta ENSTSYG00000010729
myotis_lucifugus ENSMLUG00000014324
sorex_araneus ENSSARG00000008100
peromyscus_maniculatus ENSPEMG00000019907
microtus_ochrogaster ENSMOCG00000007053
cricetulus_griseus ENSCGRG00001011746
cricetulus_griseus ENSCGRG00000015450
cricetulus_griseus ENSCGRG00015006494
mesocricetus_auratus ENSMAUG00000008995
mus_musculus ENSMUSG00000031129
mus_spretus MGP_SPRETEiJ_G0033670
mus_spicilegus ENSMSIG00000016991
mus_pahari MGP_PahariEiJ_G0015396
rattus_norvegicus ENSRNOG00000008554
jaculus_jaculus ENSJJAG00000022538
echinops_telfairi ENSETEG00000010569
propithecus_coquereli ENSPCOG00000023066
microcebus_murinus ENSMICG00000049232
prolemur_simus ENSPSMG00000006417
otolemur_garnettii ENSOGAG00000004342
pan_paniscus ENSPPAG00000040325
pan_troglodytes ENSPTRG00000015491
homo_sapiens ENSG00000181804
gorilla_gorilla ENSGGOG00000034866
pongo_abelii ENSPPYG00000014180
nomascus_leucogenys ENSNLEG00000004981
macaca_mulatta ENSMMUG00000009694
macaca_nemestrina ENSMNEG00000039490
macaca_fascicularis ENSMFAG00000002921
mandrillus_leucophaeus ENSMLEG00000027879
papio_anubis ENSPANG00000007051
theropithecus_gelada ENSTGEG00000008290
cercocebus_atys ENSCATG00000034835
chlorocebus_sabaeus ENSCSAG00000011341
piliocolobus_tephrosceles ENSPTEG00000009891
colobus_angolensis ENSCANG00000031841
rhinopithecus_bieti ENSRBIG00000030019
rhinopithecus_roxellana ENSRROG00000037651
saimiri_boliviensis ENSSBOG00000029001
callithrix_jacchus ENSCJAG00000001617
cebus_capucinus ENSCCAG00000034947
aotus_nancymaae ENSANAG00000020698
chinchilla_lanigera ENSCLAG00000001151
octodon_degus ENSODEG00000008259
cavia_porcellus ENSCPOG00000000663
heterocephalus_glaber ENSHGLG00100005463
heterocephalus_glaber ENSHGLG00000018200
fukomys_damarensis ENSFDAG00000008876
spermophilus_dauricus ENSSDAG00000007194
ictidomys_tridecemlineatus ENSSTOG00000016009
urocitellus_parryii ENSUPAG00010008711
marmota_marmota ENSMMMG00000017071
oryctolagus_cuniculus ENSOCUG00000009911
ochotona_princeps ENSOPRG00000011394
dasypus_novemcinctus ENSDNOG00000034176
procavia_capensis ENSPCAG00000008153
meriones_unguiculatus ENSMUGG00000018528
meriones_unguiculatus ENSMUGG00000018578
castor_canadensis ENSCCNG00000003918
phascolarctos_cinereus ENSPCIG00000031034
loxodonta_africana ENSLAFG00000000863
ornithorhynchus_anatinus ENSOANG00000011733
tupaia_belangeri ENSTBEG00000015225
dipodomys_ordii ENSDORG00000011135
ornithorhynchus_anatinus ENSOANG00000029997
pogona_vitticeps ENSPVIG00000000919
anolis_carolinensis ENSACAG00000009684
notechis_scutatus ENSNSUG00000018359
salvator_merianae ENSSMRG00000017575
sphenodon_punctatus ENSSPUG00000013413
calidris_pugnax ENSCPUG00000005714
calidris_pygmaea ENSCPGG00000014709
melopsittacus_undulatus ENSMUNG00000011097
lepidothrix_coronata ENSLCOG00000005471
manacus_vitellinus ENSMVIG00005005136
zonotrichia_albicollis ENSZALG00000012655
junco_hyemalis ENSJHYG00000005619
serinus_canaria ENSSCAG00000015576
lonchura_striata ENSLSDG00000010357
taeniopygia_guttata ENSTGUG00000008723
ficedula_albicollis ENSFALG00000007078
parus_major ENSPMJG00000018598
cyanistes_caeruleus ENSCCEG00000014905
gallus_gallus ENSGALG00000002374
coturnix_japonica ENSCJPG00005011808
meleagris_gallopavo ENSMGAG00000006544
numida_meleagris ENSNMEG00000013001
anser_brachyrhynchus ENSABRG00000004839
anas_platyrhynchos ENSAPLG00000000606
apteryx_owenii ENSAOWG00000010861
apteryx_haastii ENSAHAG00000017397
apteryx_rowi ENSARWG00000007957
dromaius_novaehollandiae ENSDNVG00000008662
nothoprocta_perdicaria ENSNPEG00000000190
crocodylus_porosus ENSCPRG00005000144
pelodiscus_sinensis ENSPSIG00000016413
pelodiscus_sinensis ENSPSIG00000016225
gopherus_agassizii ENSGAGG00000011951
chelonoidis_abingdonii ENSCABG00000017493
chrysemys_picta ENSCPBG00000011803
xenopus_tropicalis ENSXETG00000007415
latimeria_chalumnae ENSLACG00000002815
paramormyrops_kingsleyae ENSPKIG00000009433
scleropages_formosus ENSSFOG00015014452
lates_calcarifer ENSLCAG00010009206
scophthalmus_maximus ENSSMAG00000012633
parambassis_ranga ENSPRNG00000018589
stegastes_partitus ENSSPAG00000020315
poecilia_formosa ENSPFOG00000014256
poecilia_latipinna ENSPLAG00000017888
poecilia_mexicana ENSPMEG00000023632
poecilia_reticulata ENSPREG00000009525
gambusia_affinis ENSGAFG00000004330
xiphophorus_couchianus ENSXCOG00000011407
cyprinodon_variegatus ENSCVAG00000015285
fundulus_heteroclitus ENSFHEG00000017158
oryzias_latipes ENSORLG00015011621
oryzias_latipes ENSORLG00020011868
oryzias_latipes ENSORLG00000021970
oryzias_melastigma ENSOMEG00000005091
maylandia_zebra ENSMZEG00005021971
pundamilia_nyererei ENSPNYG00000006109
astatotilapia_calliptera ENSACLG00000027463
neolamprologus_brichardi ENSNBRG00000017362
oreochromis_niloticus ENSONIG00000005897
amphilophus_citrinellus ENSACIG00000018630
amphiprion_percula ENSAPEG00000016845
amphiprion_ocellaris ENSAOCG00000015328
acanthochromis_polyacanthus ENSAPOG00000011158
kryptolebias_marmoratus ENSKMAG00000011867
seriola_lalandi ENSSLDG00000022560
seriola_dumerili ENSSDUG00000005834
larimichthys_crocea ENSLCRG00005012694
cottoperca_gobio ENSCGOG00000022565
mola_mola ENSMMOG00000004494
labrus_bergylta ENSLBEG00000026714
anabas_testudineus ENSATEG00000006532
betta_splendens ENSBSLG00000008879
lepisosteus_oculatus ENSLOCG00000007796
erpetoichthys_calabaricus ENSECRG00000014589
callorhinchus_milii ENSCMIG00000006756
