sarcophilus_harrisii ENSSHAG00000018689
monodelphis_domestica ENSMODG00000012069
notamacropus_eugenii ENSMEUG00000011967
phascolarctos_cinereus ENSPCIG00000023111
heterocephalus_glaber ENSHGLG00100010899
fukomys_damarensis ENSFDAG00000006539
cavia_porcellus ENSCPOG00000021848
chinchilla_lanigera ENSCLAG00000017969
spermophilus_dauricus ENSSDAG00000013114
marmota_marmota ENSMMMG00000003245
ictidomys_tridecemlineatus ENSSTOG00000024421
mus_spretus MGP_SPRETEiJ_G0033797
mus_spicilegus ENSMSIG00000002183
mus_musculus ENSMUSG00000079334
mus_caroli MGP_CAROLIEiJ_G0032652
mus_pahari MGP_PahariEiJ_G0015520
rattus_norvegicus ENSRNOG00000054063
meriones_unguiculatus ENSMUGG00000017196
cricetulus_griseus ENSCGRG00000016355
cricetulus_griseus ENSCGRG00015011614
cricetulus_griseus ENSCGRG00001001817
mesocricetus_auratus ENSMAUG00000015578
microtus_ochrogaster ENSMOCG00000011598
peromyscus_maniculatus ENSPEMG00000005715
nannospalax_galili ENSNGAG00000021212
dipodomys_ordii ENSDORG00000007856
oryctolagus_cuniculus ENSOCUG00000027673
ochotona_princeps ENSOPRG00000018636
pan_troglodytes ENSPTRG00000034051
pan_paniscus ENSPPAG00000027579
homo_sapiens ENSG00000243477
nomascus_leucogenys ENSNLEG00000018540
macaca_fascicularis ENSMFAG00000038112
macaca_nemestrina ENSMNEG00000030123
macaca_mulatta ENSMMUG00000020120
mandrillus_leucophaeus ENSMLEG00000040306
theropithecus_gelada ENSTGEG00000004505
cercocebus_atys ENSCATG00000038927
chlorocebus_sabaeus ENSCSAG00000018786
rhinopithecus_roxellana ENSRROG00000043808
rhinopithecus_bieti ENSRBIG00000029249
colobus_angolensis ENSCANG00000027578
cebus_capucinus ENSCCAG00000025189
saimiri_boliviensis ENSSBOG00000022540
aotus_nancymaae ENSANAG00000034860
carlito_syrichta ENSTSYG00000000080
propithecus_coquereli ENSPCOG00000026290
microcebus_murinus ENSMICG00000031697
prolemur_simus ENSPSMG00000014691
otolemur_garnettii ENSOGAG00000029422
bos_indicus ENSBIXG00000010795
bos_indicus ENSBIXG00005000735
bos_taurus ENSBTAG00000038084
bos_mutus ENSBMUG00000021713
capra_hircus ENSCHIG00000026422
tursiops_truncatus ENSTTRG00000006891
myotis_lucifugus ENSMLUG00000026040
equus_asinus ENSEASG00005012131
pteropus_vampyrus ENSPVAG00000017112
ursus_americanus ENSUAMG00000028338
ursus_maritimus ENSUMAG00000021887
neovison_vison ENSNVIG00000000972
mustela_putorius ENSMPUG00000013071
panthera_pardus ENSPPRG00000000639
panthera_tigris ENSPTIG00000003147
felis_catus ENSFCAG00000029620
loxodonta_africana ENSLAFG00000029210
ornithorhynchus_anatinus ENSOANG00000005478
lepidothrix_coronata ENSLCOG00000004229
manacus_vitellinus ENSMVIG00005009374
lonchura_striata ENSLSDG00000012381
taeniopygia_guttata ENSTGUG00000013896
parus_major ENSPMJG00000012549
ficedula_albicollis ENSFALG00000008786
junco_hyemalis ENSJHYG00000011962
zonotrichia_albicollis ENSZALG00000017331
calidris_pygmaea ENSCPGG00000017889
calidris_pugnax ENSCPUG00000004306
melopsittacus_undulatus ENSMUNG00000013588
meleagris_gallopavo ENSMGAG00000016195
coturnix_japonica ENSCJPG00005012239
gallus_gallus ENSGALG00000049722
numida_meleagris ENSNMEG00000013412
anser_brachyrhynchus ENSABRG00000001855
apteryx_haastii ENSAHAG00000001997
apteryx_rowi ENSARWG00000016680
dromaius_novaehollandiae ENSDNVG00000002388
nothoprocta_perdicaria ENSNPEG00000009198
chelonoidis_abingdonii ENSCABG00000008310
crocodylus_porosus ENSCPRG00005014433
pogona_vitticeps ENSPVIG00000024272
notechis_scutatus ENSNSUG00000005412
salvator_merianae ENSSMRG00000008318
anolis_carolinensis ENSACAG00000008735
hucho_hucho ENSHHUG00000050127
esox_lucius ENSELUG00000011867
betta_splendens ENSBSLG00000023417
cynoglossus_semilaevis ENSCSEG00000005758
hippocampus_comes ENSHCOG00000007425
poecilia_mexicana ENSPMEG00000020876
poecilia_latipinna ENSPLAG00000014589
poecilia_formosa ENSPFOG00000000985
poecilia_reticulata ENSPREG00000003796
xiphophorus_couchianus ENSXCOG00000002988
fundulus_heteroclitus ENSFHEG00000018573
cyprinodon_variegatus ENSCVAG00000010888
kryptolebias_marmoratus ENSKMAG00000002257
oryzias_latipes ENSORLG00015011829
oryzias_latipes ENSORLG00015011809
oryzias_latipes ENSORLG00000023105
oryzias_latipes ENSORLG00020018203
oryzias_melastigma ENSOMEG00000000181
gouania_willdenowi ENSGWIG00000002533
gasterosteus_aculeatus ENSGACG00000005802
amphiprion_ocellaris ENSAOCG00000000928
amphiprion_percula ENSAPEG00000012160
acanthochromis_polyacanthus ENSAPOG00000011737
stegastes_partitus ENSSPAG00000002945
periophthalmus_magnuspinnatus ENSPMGG00000004314
scophthalmus_maximus ENSSMAG00000010789
seriola_dumerili ENSSDUG00000015936
cottoperca_gobio ENSCGOG00000012324
astatotilapia_calliptera ENSACLG00000019585
maylandia_zebra ENSMZEG00005008202
haplochromis_burtoni ENSHBUG00000000115
oreochromis_niloticus ENSONIG00000001769
neolamprologus_brichardi ENSNBRG00000023259
amphilophus_citrinellus ENSACIG00000017331
parambassis_ranga ENSPRNG00000018847
lates_calcarifer ENSLCAG00010027741
