homo_sapiens ENSG00000204956
pan_troglodytes ENSPTRG00000043323
pongo_abelii ENSPPYG00000015886
mandrillus_leucophaeus ENSMLEG00000022437
chlorocebus_sabaeus ENSCSAG00000012500
otolemur_garnettii ENSOGAG00000011390
cricetulus_griseus ENSCGRG00000013985
mesocricetus_auratus ENSMAUG00000017717
microtus_ochrogaster ENSMOCG00000008442
mus_spretus MGP_SPRETEiJ_G0023091
mus_musculus ENSMUSG00000103144
mus_spicilegus ENSMSIG00000002646
mus_caroli MGP_CAROLIEiJ_G0022181
mus_pahari MGP_PahariEiJ_G0018915
rattus_norvegicus ENSRNOG00000039463
nannospalax_galili ENSNGAG00000010014
spermophilus_dauricus ENSSDAG00000016398
spermophilus_dauricus ENSSDAG00000013494
cavia_porcellus ENSCPOG00000020995
cavia_aperea ENSCAPG00000005303
equus_asinus ENSEASG00005018133
ovis_aries ENSOARG00000018859
ursus_americanus ENSUAMG00000000652
ursus_maritimus ENSUMAG00000012712
ailuropoda_melanoleuca ENSAMEG00000020130
canis_lupus ENSCAFG00020021223
canis_lupus ENSCAFG00000023682
neovison_vison ENSNVIG00000012746
sorex_araneus ENSSARG00000012436
erinaceus_europaeus ENSEEUG00000002556
dasypus_novemcinctus ENSDNOG00000032701
echinops_telfairi ENSETEG00000012416
