caenorhabditis_elegans_strain_n2 WBGene00003079
drosophila_melanogaster FBgn0035675
stegastes_partitus ENSSPAG00000005435
scophthalmus_maximus ENSSMAG00000007895
amphilophus_citrinellus ENSACIG00000019185
hippocampus_comes ENSHCOG00000008288
cynoglossus_semilaevis ENSCSEG00000015286
amphiprion_percula ENSAPEG00000008151
amphiprion_ocellaris ENSAOCG00000001636
acanthochromis_polyacanthus ENSAPOG00000020779
gasterosteus_aculeatus ENSGACG00000005528
mastacembelus_armatus ENSMAMG00000012869
seriola_lalandi_dorsalis ENSSLDG00000025242
poecilia_mexicana ENSPMEG00000022265
poecilia_latipinna ENSPLAG00000009665
poecilia_formosa ENSPFOG00000001433
xiphophorus_maculatus ENSXMAG00000029988
cyprinodon_variegatus ENSCVAG00000004262
gadus_morhua ENSGMOG00000018235
oryzias_latipes ENSORLG00000027725
oryzias_latipes_asm223469v1 ENSORLG00015003338
oryzias_latipes ENSORLG00020003019
acanthochromis_polyacanthus ENSAPOG00000011743
labrus_bergylta ENSLBEG00000009235
takifugu_rubripes ENSTRUG00000017749
anabas_testudineus ENSATEG00000020470
esox_lucius ENSELUG00000007792
astyanax_mexicanus ENSAMXG00000035543
scleropages_formosus ENSSFOG00015010099
paramormyrops_kingsleyae ENSPKIG00000011910
pundamilia_nyererei ENSPNYG00000022236
haplochromis_burtoni ENSHBUG00000013773
maylandia_zebra ENSMZEG00005019554
astatotilapia_calliptera ENSACLG00000012891
neolamprologus_brichardi ENSNBRG00000009964
neolamprologus_brichardi ENSNBRG00000011386
poecilia_reticulata ENSPREG00000022452
xiphophorus_couchianus ENSXCOG00000015348
tetraodon_nigroviridis ENSTNIG00000008695
seriola_dumerili ENSSDUG00000010762
labrus_bergylta ENSLBEG00000017379
monopterus_albus ENSMALG00000010343
pygocentrus_nattereri ENSPNAG00000001887
ictalurus_punctatus ENSIPUG00000021095
danio_rerio ENSDARG00000071573
lepisosteus_oculatus ENSLOCG00000012903
gallus_gallus ENSGALG00000041625
meleagris_gallopavo ENSMGAG00000012117
numida_meleagris ENSNMEG00000019499
nothoprocta_perdicaria ENSNPEG00000000682
salvator_merianae ENSSMRG00000018794
aotus_nancymaae ENSANAG00000034409
latimeria_chalumnae ENSLACG00000022448
mandrillus_leucophaeus ENSMLEG00000034037
theropithecus_gelada ENSTGEG00000014897
cercocebus_atys ENSCATG00000014790
macaca_mulatta ENSMMUG00000039822
papio_anubis ENSPANG00000032538
carlito_syrichta ENSTSYG00000036637
cebus_capucinus ENSCCAG00000032792
saimiri_boliviensis_boliviensis ENSSBOG00000034794
aotus_nancymaae ENSANAG00000037758
aotus_nancymaae ENSANAG00000024192
rhinopithecus_bieti ENSRBIG00000024431
carlito_syrichta ENSTSYG00000028728
otolemur_garnettii ENSOGAG00000013892
chinchilla_lanigera ENSCLAG00000005062
sorex_araneus ENSSARG00000003330
canis_lupus_familiaris ENSCAFG00000019261
sus_scrofa ENSSSCG00000029661
marmota_marmota_marmota ENSMMMG00000010773
cavia_porcellus ENSCPOG00000036386
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029423
pan_paniscus ENSPPAG00000003697
macaca_nemestrina ENSMNEG00000015331
bison_bison_bison ENSBBBG00000018378
bos_mutus ENSBMUG00000009856
vicugna_pacos ENSVPAG00000009985
equus_asinus_asinus ENSEASG00005003500
ailuropoda_melanoleuca ENSAMEG00000006700
neovison_vison ENSNVIG00000010643
mandrillus_leucophaeus ENSMLEG00000024945
papio_anubis ENSPANG00000032179
piliocolobus_tephrosceles ENSPTEG00000019764
rhinopithecus_roxellana ENSRROG00000004655
