paramormyrops_kingsleyae ENSPKIG00000013026
scleropages_formosus ENSSFOG00015017645
mastacembelus_armatus ENSMAMG00000014984
labrus_bergylta ENSLBEG00000007899
takifugu_rubripes ENSTRUG00000023342
tetraodon_nigroviridis ENSTNIG00000010943
mola_mola ENSMMOG00000015195
scophthalmus_maximus ENSSMAG00000008746
anabas_testudineus ENSATEG00000002445
monopterus_albus ENSMALG00000021504
gasterosteus_aculeatus ENSGACG00000013252
seriola_lalandi_dorsalis ENSSLDG00000025501
seriola_dumerili ENSSDUG00000011006
cynoglossus_semilaevis ENSCSEG00000019403
cyprinodon_variegatus ENSCVAG00000004009
fundulus_heteroclitus ENSFHEG00000010078
poecilia_formosa ENSPFOG00000010461
poecilia_latipinna ENSPLAG00000007120
poecilia_mexicana ENSPMEG00000006630
poecilia_reticulata ENSPREG00000012602
xiphophorus_maculatus ENSXMAG00000007159
xiphophorus_couchianus ENSXCOG00000007601
gambusia_affinis ENSGAFG00000005555
kryptolebias_marmoratus ENSKMAG00000018339
oryzias_latipes ENSORLG00020002276
oryzias_latipes_asm223469v1 ENSORLG00015020774
oryzias_latipes ENSORLG00000022414
oryzias_melastigma ENSOMEG00000019017
amphiprion_percula ENSAPEG00000006000
amphiprion_ocellaris ENSAOCG00000019870
acanthochromis_polyacanthus ENSAPOG00000003526
stegastes_partitus ENSSPAG00000011446
astatotilapia_calliptera ENSACLG00000007788
haplochromis_burtoni ENSHBUG00000015160
maylandia_zebra ENSMZEG00005013287
pundamilia_nyererei ENSPNYG00000004090
oreochromis_niloticus ENSONIG00000000673
neolamprologus_brichardi ENSNBRG00000022756
amphilophus_citrinellus ENSACIG00000015655
periophthalmus_magnuspinnatus ENSPMGG00000010501
hippocampus_comes ENSHCOG00000012384
gadus_morhua ENSGMOG00000000585
esox_lucius ENSELUG00000020519
astyanax_mexicanus ENSAMXG00000038750
pygocentrus_nattereri ENSPNAG00000009994
ictalurus_punctatus ENSIPUG00000005466
danio_rerio ENSDARG00000060944
lepisosteus_oculatus ENSLOCG00000017264
anolis_carolinensis ENSACAG00000001694
notechis_scutatus ENSNSUG00000004520
pogona_vitticeps ENSPVIG00000023023
salvator_merianae ENSSMRG00000011882
sphenodon_punctatus ENSSPUG00000009647
anser_brachyrhynchus ENSABRG00000007996
anas_platyrhynchos_platyrhynchos ENSAPLG00000003591
meleagris_gallopavo ENSMGAG00000013286
gallus_gallus ENSGALG00000013651
lonchura_striata_domestica ENSLSDG00000015994
taeniopygia_guttata ENSTGUG00000011809
serinus_canaria ENSSCAG00000014171
parus_major ENSPMJG00000013684
cyanistes_caeruleus ENSCCEG00000015057
ficedula_albicollis ENSFALG00000011436
junco_hyemalis ENSJHYG00000016518
lepidothrix_coronata ENSLCOG00000016233
calidris_pygmaea ENSCPGG00000012906
calidris_pugnax ENSCPUG00000017788
melopsittacus_undulatus ENSMUNG00000012671
apteryx_rowi ENSARWG00000002184
apteryx_haastii ENSAHAG00000018778
dromaius_novaehollandiae ENSDNVG00000018296
nothoprocta_perdicaria ENSNPEG00000013729
crocodylus_porosus ENSCPRG00005004975
chelonoidis_abingdonii ENSCABG00000022452
gopherus_agassizii ENSGAGG00000019566
chrysemys_picta_bellii ENSCPBG00000018556
pelodiscus_sinensis ENSPSIG00000013097
phascolarctos_cinereus ENSPCIG00000012166
