paramormyrops_kingsleyae ENSPKIG00000007135
scleropages_formosus ENSSFOG00015019452
pygocentrus_nattereri ENSPNAG00000004675
astyanax_mexicanus ENSAMXG00000035780
ictalurus_punctatus ENSIPUG00000014544
danio_rerio ENSDARG00000035715
anabas_testudineus ENSATEG00000007382
monopterus_albus ENSMALG00000001537
poecilia_formosa ENSPFOG00000005773
poecilia_latipinna ENSPLAG00000004742
poecilia_mexicana ENSPMEG00000009293
poecilia_reticulata ENSPREG00000017125
xiphophorus_couchianus ENSXCOG00000003401
xiphophorus_maculatus ENSXMAG00000000412
gambusia_affinis ENSGAFG00000018796
fundulus_heteroclitus ENSFHEG00000017205
cyprinodon_variegatus ENSCVAG00000017957
kryptolebias_marmoratus ENSKMAG00000001343
stegastes_partitus ENSSPAG00000008897
astatotilapia_calliptera ENSACLG00000013652
maylandia_zebra ENSMZEG00005000559
pundamilia_nyererei ENSPNYG00000004386
haplochromis_burtoni ENSHBUG00000011057
neolamprologus_brichardi ENSNBRG00000022215
oreochromis_niloticus ENSONIG00000007726
amphilophus_citrinellus ENSACIG00000000317
hippocampus_comes ENSHCOG00000020717
seriola_dumerili ENSSDUG00000001730
seriola_lalandi_dorsalis ENSSLDG00000004982
mola_mola ENSMMOG00000021213
takifugu_rubripes ENSTRUG00000020375
labrus_bergylta ENSLBEG00000010064
cynoglossus_semilaevis ENSCSEG00000011910
amphiprion_ocellaris ENSAOCG00000024315
amphiprion_percula ENSAPEG00000003198
acanthochromis_polyacanthus ENSAPOG00000002719
oryzias_latipes ENSORLG00020020244
oryzias_latipes ENSORLG00000014159
oryzias_latipes_asm223469v1 ENSORLG00015008342
oryzias_melastigma ENSOMEG00000006770
mastacembelus_armatus ENSMAMG00000004528
periophthalmus_magnuspinnatus ENSPMGG00000021386
esox_lucius ENSELUG00000001191
seriola_dumerili ENSSDUG00000013400
seriola_lalandi_dorsalis ENSSLDG00000017284
cynoglossus_semilaevis ENSCSEG00000000040
tetraodon_nigroviridis ENSTNIG00000008924
takifugu_rubripes ENSTRUG00000020822
mola_mola ENSMMOG00000002434
scophthalmus_maximus ENSSMAG00000010138
anabas_testudineus ENSATEG00000008112
monopterus_albus ENSMALG00000010835
amphiprion_ocellaris ENSAOCG00000002773
amphiprion_percula ENSAPEG00000018617
acanthochromis_polyacanthus ENSAPOG00000014619
stegastes_partitus ENSSPAG00000019776
neolamprologus_brichardi ENSNBRG00000010164
oreochromis_niloticus ENSONIG00000008246
maylandia_zebra ENSMZEG00005007115
maylandia_zebra ENSMZEG00005002936
pundamilia_nyererei ENSPNYG00000004425
haplochromis_burtoni ENSHBUG00000020710
astatotilapia_calliptera ENSACLG00000020392
amphilophus_citrinellus ENSACIG00000023744
poecilia_formosa ENSPFOG00000004883
poecilia_latipinna ENSPLAG00000001242
poecilia_mexicana ENSPMEG00000018769
poecilia_reticulata ENSPREG00000003279
xiphophorus_couchianus ENSXCOG00000010039
xiphophorus_maculatus ENSXMAG00000029740
gambusia_affinis ENSGAFG00000019484
fundulus_heteroclitus ENSFHEG00000006773
cyprinodon_variegatus ENSCVAG00000007605
kryptolebias_marmoratus ENSKMAG00000002181
oryzias_latipes_asm223469v1 ENSORLG00015014361
oryzias_latipes ENSORLG00000024032
oryzias_latipes ENSORLG00020017986
oryzias_melastigma ENSOMEG00000004195
hippocampus_comes ENSHCOG00000001603
periophthalmus_magnuspinnatus ENSPMGG00000008414
gadus_morhua ENSGMOG00000009130
gasterosteus_aculeatus ENSGACG00000007455
esox_lucius ENSELUG00000003629
pygocentrus_nattereri ENSPNAG00000001740
astyanax_mexicanus ENSAMXG00000029036
ictalurus_punctatus ENSIPUG00000021961
danio_rerio ENSDARG00000039034
lepisosteus_oculatus ENSLOCG00000002564
