castor_canadensis ENSCCNG00000004763
sarcophilus_harrisii ENSSHAG00000013640
lepidothrix_coronata ENSLCOG00000011054
parus_major ENSPMJG00000000125
latimeria_chalumnae ENSLACG00000017010
astatotilapia_calliptera ENSACLG00000023230
maylandia_zebra ENSMZEG00005021637
haplochromis_burtoni ENSHBUG00000010746
xiphophorus_couchianus ENSXCOG00000010324
stegastes_partitus ENSSPAG00000015893
tetraodon_nigroviridis ENSTNIG00000015612
periophthalmus_magnuspinnatus ENSPMGG00000015120
danio_rerio ENSDARG00000094172
