xiphophorus_maculatus ENSXMAG00000011137
xiphophorus_couchianus ENSXCOG00000000729
gambusia_affinis ENSGAFG00000014555
poecilia_formosa ENSPFOG00000003865
poecilia_latipinna ENSPLAG00000009003
poecilia_mexicana ENSPMEG00000016506
poecilia_reticulata ENSPREG00000015613
fundulus_heteroclitus ENSFHEG00000009817
cyprinodon_variegatus ENSCVAG00000015413
kryptolebias_marmoratus ENSKMAG00000000384
oryzias_latipes ENSORLG00000005106
oryzias_latipes ENSORLG00020011866
oryzias_latipes_asm223469v1 ENSORLG00015005082
oryzias_melastigma ENSOMEG00000014947
mola_mola ENSMMOG00000012914
anabas_testudineus ENSATEG00000014814
labrus_bergylta ENSLBEG00000014364
labrus_bergylta ENSLBEG00000014315
monopterus_albus ENSMALG00000008084
mastacembelus_armatus ENSMAMG00000001210
seriola_lalandi_dorsalis ENSSLDG00000007417
seriola_dumerili ENSSDUG00000021633
scophthalmus_maximus ENSSMAG00000011058
amphiprion_ocellaris ENSAOCG00000007589
amphiprion_percula ENSAPEG00000024239
acanthochromis_polyacanthus ENSAPOG00000011477
stegastes_partitus ENSSPAG00000001506
maylandia_zebra ENSMZEG00005004439
astatotilapia_calliptera ENSACLG00000009728
pundamilia_nyererei ENSPNYG00000021495
haplochromis_burtoni ENSHBUG00000003178
neolamprologus_brichardi ENSNBRG00000002988
oreochromis_niloticus ENSONIG00000008387
amphilophus_citrinellus ENSACIG00000017243
takifugu_rubripes ENSTRUG00000023069
takifugu_rubripes ENSTRUG00000010237
xiphophorus_couchianus ENSXCOG00000002456
astatotilapia_calliptera ENSACLG00000006485
periophthalmus_magnuspinnatus ENSPMGG00000006600
esox_lucius ENSELUG00000005425
pygocentrus_nattereri ENSPNAG00000014682
astyanax_mexicanus ENSAMXG00000000590
ictalurus_punctatus ENSIPUG00000020656
danio_rerio ENSDARG00000079453
scleropages_formosus ENSSFOG00015017495
scleropages_formosus ENSSFOG00015013706
paramormyrops_kingsleyae ENSPKIG00000020020
lepisosteus_oculatus ENSLOCG00000013128
phascolarctos_cinereus ENSPCIG00000018026
notamacropus_eugenii ENSMEUG00000000530
sarcophilus_harrisii ENSSHAG00000007396
monodelphis_domestica ENSMODG00000002365
pteropus_vampyrus ENSPVAG00000014012
myotis_lucifugus ENSMLUG00000008270
bos_mutus ENSBMUG00000022768
bos_taurus ENSBTAG00000011936
bison_bison_bison ENSBBBG00000024325
capra_hircus ENSCHIG00000020664
ovis_aries ENSOARG00000020996
tursiops_truncatus ENSTTRG00000010671
sus_scrofa ENSSSCG00000004646
vicugna_pacos ENSVPAG00000001886
ursus_maritimus ENSUMAG00000014687
ailuropoda_melanoleuca ENSAMEG00000016003
neovison_vison ENSNVIG00000020414
mustela_putorius_furo ENSMPUG00000007926
canis_lupus_familiaris ENSCAFG00000014960
canis_lupus_dingo ENSCAFG00020019375
vulpes_vulpes ENSVVUG00000016597
panthera_pardus ENSPPRG00000000188
panthera_tigris_altaica ENSPTIG00000021109
felis_catus ENSFCAG00000029598
equus_caballus ENSECAG00000019617
equus_asinus_asinus ENSEASG00005016649
erinaceus_europaeus ENSEEUG00000004694
sorex_araneus ENSSARG00000011735
heterocephalus_glaber_male ENSHGLG00100015976
heterocephalus_glaber_female ENSHGLG00000012603
fukomys_damarensis ENSFDAG00000013012
chinchilla_lanigera ENSCLAG00000011982
octodon_degus ENSODEG00000010058
cavia_porcellus ENSCPOG00000015735
cavia_aperea ENSCAPG00000012380
dipodomys_ordii ENSDORG00000016492
spermophilus_dauricus ENSSDAG00000012607
urocitellus_parryii ENSUPAG00010008357
ictidomys_tridecemlineatus ENSSTOG00000002248
marmota_marmota_marmota ENSMMMG00000016394
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025157
mus_musculus ENSMUSG00000060131
mus_spicilegus ENSMSIG00000020283
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024237
mus_pahari MGP_PahariEiJ_G0025683
rattus_norvegicus ENSRNOG00000031598
meriones_unguiculatus ENSMUGG00000013619
peromyscus_maniculatus_bairdii ENSPEMG00000020855
microtus_ochrogaster ENSMOCG00000016392
cricetulus_griseus_chok1gshd ENSCGRG00001023798
cricetulus_griseus_crigri ENSCGRG00000006066
cricetulus_griseus_crigri-picr ENSCGRG00015016397
mesocricetus_auratus ENSMAUG00000016813
nannospalax_galili ENSNGAG00000020421
jaculus_jaculus ENSJJAG00000017268
castor_canadensis ENSCCNG00000021612
oryctolagus_cuniculus ENSOCUG00000008075
ochotona_princeps ENSOPRG00000008738
tupaia_belangeri ENSTBEG00000006197
pan_troglodytes ENSPTRG00000007061
pan_paniscus ENSPPAG00000043595
homo_sapiens ENSG00000104043
gorilla_gorilla ENSGGOG00000015212
pongo_abelii ENSPPYG00000006465
nomascus_leucogenys ENSNLEG00000006176
colobus_angolensis_palliatus ENSCANG00000029323
piliocolobus_tephrosceles ENSPTEG00000007722
rhinopithecus_roxellana ENSRROG00000041373
rhinopithecus_bieti ENSRBIG00000032551
macaca_nemestrina ENSMNEG00000029784
macaca_fascicularis ENSMFAG00000034721
macaca_mulatta ENSMMUG00000003684
mandrillus_leucophaeus ENSMLEG00000040408
theropithecus_gelada ENSTGEG00000012510
papio_anubis ENSPANG00000017728
cercocebus_atys ENSCATG00000013473
chlorocebus_sabaeus ENSCSAG00000010829
cebus_capucinus ENSCCAG00000020420
saimiri_boliviensis_boliviensis ENSSBOG00000034767
callithrix_jacchus ENSCJAG00000001516
aotus_nancymaae ENSANAG00000029755
carlito_syrichta ENSTSYG00000004465
prolemur_simus ENSPSMG00000018886
microcebus_murinus ENSMICG00000003484
propithecus_coquereli ENSPCOG00000025693
otolemur_garnettii ENSOGAG00000002188
loxodonta_africana ENSLAFG00000007204
echinops_telfairi ENSETEG00000007869
choloepus_hoffmanni ENSCHOG00000011214
dasypus_novemcinctus ENSDNOG00000004976
ornithorhynchus_anatinus ENSOANG00000013079
dromaius_novaehollandiae ENSDNVG00000005914
apteryx_rowi ENSARWG00000012723
crocodylus_porosus ENSCPRG00005014680
chelonoidis_abingdonii ENSCABG00000016022
chelonoidis_abingdonii ENSCABG00000016025
gopherus_agassizii ENSGAGG00000023640
chrysemys_picta_bellii ENSCPBG00000011023
pelodiscus_sinensis ENSPSIG00000006738
sphenodon_punctatus ENSSPUG00000011354
xenopus_tropicalis ENSXETG00000008789
latimeria_chalumnae ENSLACG00000014996
loxodonta_africana ENSLAFG00000027588
eptatretus_burgeri ENSEBUG00000005317
petromyzon_marinus ENSPMAG00000003068
eptatretus_burgeri ENSEBUG00000012858
