mola_mola ENSMMOG00000013983
takifugu_rubripes ENSTRUG00000023355
labrus_bergylta ENSLBEG00000023585
seriola_dumerili ENSSDUG00000002473
seriola_lalandi_dorsalis ENSSLDG00000024947
cynoglossus_semilaevis ENSCSEG00000005190
mastacembelus_armatus ENSMAMG00000018717
anabas_testudineus ENSATEG00000014762
monopterus_albus ENSMALG00000000287
scophthalmus_maximus ENSSMAG00000016211
amphiprion_ocellaris ENSAOCG00000018963
amphiprion_percula ENSAPEG00000015955
acanthochromis_polyacanthus ENSAPOG00000004085
stegastes_partitus ENSSPAG00000011170
xiphophorus_maculatus ENSXMAG00000022094
xiphophorus_couchianus ENSXCOG00000004281
gambusia_affinis ENSGAFG00000019195
poecilia_latipinna ENSPLAG00000017505
poecilia_mexicana ENSPMEG00000016857
poecilia_formosa ENSPFOG00000009298
poecilia_reticulata ENSPREG00000022856
cyprinodon_variegatus ENSCVAG00000006185
fundulus_heteroclitus ENSFHEG00000012634
kryptolebias_marmoratus ENSKMAG00000014104
oryzias_latipes_asm223469v1 ENSORLG00015006712
oryzias_latipes ENSORLG00020014857
oryzias_latipes ENSORLG00000004620
oryzias_melastigma ENSOMEG00000004129
maylandia_zebra ENSMZEG00005020246
astatotilapia_calliptera ENSACLG00000023820
pundamilia_nyererei ENSPNYG00000008983
haplochromis_burtoni ENSHBUG00000010530
neolamprologus_brichardi ENSNBRG00000004319
oreochromis_niloticus ENSONIG00000002165
amphilophus_citrinellus ENSACIG00000021922
hippocampus_comes ENSHCOG00000020601
gadus_morhua ENSGMOG00000015917
esox_lucius ENSELUG00000008423
pygocentrus_nattereri ENSPNAG00000017649
astyanax_mexicanus ENSAMXG00000000036
ictalurus_punctatus ENSIPUG00000001052
danio_rerio ENSDARG00000090721
sus_scrofa ENSSSCG00000020710
