ciona_intestinalis ENSCING00000000116
ciona_savignyi ENSCSAVG00000001238
paramormyrops_kingsleyae ENSPKIG00000001194
scleropages_formosus ENSSFOG00015012381
takifugu_rubripes ENSTRUG00000015393
tetraodon_nigroviridis ENSTNIG00000017767
gasterosteus_aculeatus ENSGACG00000006126
cynoglossus_semilaevis ENSCSEG00000012715
seriola_dumerili ENSSDUG00000006406
seriola_lalandi_dorsalis ENSSLDG00000012725
scophthalmus_maximus ENSSMAG00000013477
labrus_bergylta ENSLBEG00000023468
mola_mola ENSMMOG00000020125
fundulus_heteroclitus ENSFHEG00000012560
cyprinodon_variegatus ENSCVAG00000000930
poecilia_formosa ENSPFOG00000013134
poecilia_mexicana ENSPMEG00000017253
poecilia_latipinna ENSPLAG00000009503
poecilia_reticulata ENSPREG00000002646
xiphophorus_maculatus ENSXMAG00000023712
xiphophorus_couchianus ENSXCOG00000000238
gambusia_affinis ENSGAFG00000018149
kryptolebias_marmoratus ENSKMAG00000000710
oryzias_latipes ENSORLG00000029640
oryzias_latipes_asm223469v1 ENSORLG00015014542
oryzias_latipes ENSORLG00020002939
oryzias_melastigma ENSOMEG00000016933
haplochromis_burtoni ENSHBUG00000019198
pundamilia_nyererei ENSPNYG00000019454
maylandia_zebra ENSMZEG00005008100
astatotilapia_calliptera ENSACLG00000023519
neolamprologus_brichardi ENSNBRG00000007692
oreochromis_niloticus ENSONIG00000010806
amphilophus_citrinellus ENSACIG00000000376
amphiprion_ocellaris ENSAOCG00000001094
amphiprion_percula ENSAPEG00000017555
acanthochromis_polyacanthus ENSAPOG00000010419
stegastes_partitus ENSSPAG00000003394
mastacembelus_armatus ENSMAMG00000009237
monopterus_albus ENSMALG00000019901
anabas_testudineus ENSATEG00000018545
hippocampus_comes ENSHCOG00000009552
periophthalmus_magnuspinnatus ENSPMGG00000012666
gadus_morhua ENSGMOG00000010136
esox_lucius ENSELUG00000020194
astyanax_mexicanus ENSAMXG00000037869
pygocentrus_nattereri ENSPNAG00000005003
ictalurus_punctatus ENSIPUG00000022802
danio_rerio ENSDARG00000027009
lepisosteus_oculatus ENSLOCG00000010811
anolis_carolinensis ENSACAG00000028975
notechis_scutatus ENSNSUG00000009199
salvator_merianae ENSSMRG00000011092
sphenodon_punctatus ENSSPUG00000003056
chrysemys_picta_bellii ENSCPBG00000024541
gopherus_agassizii ENSGAGG00000001768
pelodiscus_sinensis ENSPSIG00000014499
phascolarctos_cinereus ENSPCIG00000011201
sarcophilus_harrisii ENSSHAG00000004538
apteryx_owenii ENSAOWG00000006517
apteryx_haastii ENSAHAG00000003942
apteryx_rowi ENSARWG00000001774
dromaius_novaehollandiae ENSDNVG00000005716
nothoprocta_perdicaria ENSNPEG00000014103
meleagris_gallopavo ENSMGAG00000008926
gallus_gallus ENSGALG00000035994
coturnix_japonica ENSCJPG00005009906
numida_meleagris ENSNMEG00000005567
anser_brachyrhynchus ENSABRG00000008175
anas_platyrhynchos_platyrhynchos ENSAPLG00000010896
lepidothrix_coronata ENSLCOG00000011435
manacus_vitellinus ENSMVIG00005003870
zonotrichia_albicollis ENSZALG00000014109
junco_hyemalis ENSJHYG00000016477
serinus_canaria ENSSCAG00000012444
taeniopygia_guttata ENSTGUG00000001518
parus_major ENSPMJG00000007971
cyanistes_caeruleus ENSCCEG00000016699
ficedula_albicollis ENSFALG00000010379
calidris_pygmaea ENSCPGG00000011571
calidris_pugnax ENSCPUG00000008750
xenopus_tropicalis ENSXETG00000013902
eptatretus_burgeri ENSEBUG00000014725
petromyzon_marinus ENSPMAG00000006064
caenorhabditis_elegans_strain_n2 WBGene00015335
caenorhabditis_elegans_strain_n2 WBGene00016491
