gasterosteus_aculeatus ENSGACG00000001072
takifugu_rubripes ENSTRUG00000025951
monopterus_albus ENSMALG00000003581
mastacembelus_armatus ENSMAMG00000018588
anabas_testudineus ENSATEG00000012951
seriola_lalandi_dorsalis ENSSLDG00000014896
seriola_dumerili ENSSDUG00000013285
scophthalmus_maximus ENSSMAG00000018297
cynoglossus_semilaevis ENSCSEG00000010262
labrus_bergylta ENSLBEG00000000086
poecilia_formosa ENSPFOG00000010413
poecilia_mexicana ENSPMEG00000016907
poecilia_latipinna ENSPLAG00000005549
poecilia_reticulata ENSPREG00000017607
xiphophorus_maculatus ENSXMAG00000014998
xiphophorus_couchianus ENSXCOG00000012520
gambusia_affinis ENSGAFG00000015766
cyprinodon_variegatus ENSCVAG00000008225
fundulus_heteroclitus ENSFHEG00000007197
kryptolebias_marmoratus ENSKMAG00000011571
oryzias_latipes_asm223469v1 ENSORLG00015007129
oryzias_latipes ENSORLG00000026703
oryzias_melastigma ENSOMEG00000009470
maylandia_zebra ENSMZEG00005001564
astatotilapia_calliptera ENSACLG00000006533
haplochromis_burtoni ENSHBUG00000007819
pundamilia_nyererei ENSPNYG00000013171
neolamprologus_brichardi ENSNBRG00000008353
amphilophus_citrinellus ENSACIG00000004804
amphiprion_ocellaris ENSAOCG00000016250
amphiprion_percula ENSAPEG00000022479
acanthochromis_polyacanthus ENSAPOG00000011368
stegastes_partitus ENSSPAG00000018507
periophthalmus_magnuspinnatus ENSPMGG00000004166
hippocampus_comes ENSHCOG00000000040
gadus_morhua ENSGMOG00000001408
esox_lucius ENSELUG00000009300
astyanax_mexicanus ENSAMXG00000036825
pygocentrus_nattereri ENSPNAG00000016767
danio_rerio ENSDARG00000095459
paramormyrops_kingsleyae ENSPKIG00000005542
lepisosteus_oculatus ENSLOCG00000014856
latimeria_chalumnae ENSLACG00000009151
