caenorhabditis_elegans_strain_n2 WBGene00013460
piliocolobus_tephrosceles ENSPTEG00000013861
ciona_intestinalis ENSCING00000007214
lepidothrix_coronata ENSLCOG00000013940
manacus_vitellinus ENSMVIG00005003335
zonotrichia_albicollis ENSZALG00000016801
junco_hyemalis ENSJHYG00000007855
serinus_canaria ENSSCAG00000012290
lonchura_striata_domestica ENSLSDG00000001192
taeniopygia_guttata ENSTGUG00000013016
cyanistes_caeruleus ENSCCEG00000008689
parus_major ENSPMJG00000012393
ficedula_albicollis ENSFALG00000006572
calidris_pygmaea ENSCPGG00000013654
calidris_pugnax ENSCPUG00000003557
melopsittacus_undulatus ENSMUNG00000014172
anser_brachyrhynchus ENSABRG00000009595
anas_platyrhynchos_platyrhynchos ENSAPLG00000006941
anas_platyrhynchos_platyrhynchos ENSAPLG00000016825
meleagris_gallopavo ENSMGAG00000013995
coturnix_japonica ENSCJPG00005011027
gallus_gallus ENSGALG00000016424
numida_meleagris ENSNMEG00000021884
apteryx_rowi ENSARWG00000018707
apteryx_owenii ENSAOWG00000003132
apteryx_haastii ENSAHAG00000004136
dromaius_novaehollandiae ENSDNVG00000012040
nothoprocta_perdicaria ENSNPEG00000011880
crocodylus_porosus ENSCPRG00005007046
gopherus_agassizii ENSGAGG00000025583
chelonoidis_abingdonii ENSCABG00000022908
chrysemys_picta_bellii ENSCPBG00000014074
pelodiscus_sinensis ENSPSIG00000016144
anolis_carolinensis ENSACAG00000001759
pogona_vitticeps ENSPVIG00000018503
notechis_scutatus ENSNSUG00000020429
salvator_merianae ENSSMRG00000006269
sphenodon_punctatus ENSSPUG00000015525
loxodonta_africana ENSLAFG00000009467
echinops_telfairi ENSETEG00000003893
dasypus_novemcinctus ENSDNOG00000008940
choloepus_hoffmanni ENSCHOG00000000180
pteropus_vampyrus ENSPVAG00000005324
sorex_araneus ENSSARG00000005186
equus_caballus ENSECAG00000019911
equus_asinus_asinus ENSEASG00005003970
capra_hircus ENSCHIG00000013973
capra_hircus ENSCHIG00000009354
ovis_aries ENSOARG00000015073
bos_mutus ENSBMUG00000003413
bos_taurus ENSBTAG00000019735
bison_bison_bison ENSBBBG00000012019
tursiops_truncatus ENSTTRG00000000861
vicugna_pacos ENSVPAG00000008041
sus_scrofa ENSSSCG00000020799
ursus_maritimus ENSUMAG00000003676
ursus_americanus ENSUAMG00000007535
ailuropoda_melanoleuca ENSAMEG00000008493
mustela_putorius_furo ENSMPUG00000013213
neovison_vison ENSNVIG00000015301
canis_lupus_dingo ENSCAFG00020026799
canis_lupus_familiaris ENSCAFG00000003375
vulpes_vulpes ENSVVUG00000002194
panthera_pardus ENSPPRG00000016790
panthera_tigris_altaica ENSPTIG00000003920
felis_catus ENSFCAG00000007852
mus_spicilegus ENSMSIG00000022405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018481
mus_musculus ENSMUSG00000054309
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017640
mus_pahari MGP_PahariEiJ_G0029397
rattus_norvegicus ENSRNOG00000052418
meriones_unguiculatus ENSMUGG00000016002
microtus_ochrogaster ENSMOCG00000020067
peromyscus_maniculatus_bairdii ENSPEMG00000017668
cricetulus_griseus_chok1gshd ENSCGRG00001013134
cricetulus_griseus_crigri ENSCGRG00000018319
cricetulus_griseus_crigri-picr ENSCGRG00015004804
mesocricetus_auratus ENSMAUG00000000166
jaculus_jaculus ENSJJAG00000023415
dipodomys_ordii ENSDORG00000014263
tupaia_belangeri ENSTBEG00000002707
oryctolagus_cuniculus ENSOCUG00000003728
ochotona_princeps ENSOPRG00000008902
chinchilla_lanigera ENSCLAG00000002727
octodon_degus ENSODEG00000003129
cavia_aperea ENSCAPG00000013851
cavia_porcellus ENSCPOG00000011299
heterocephalus_glaber_male ENSHGLG00100007765
heterocephalus_glaber_female ENSHGLG00000000666
fukomys_damarensis ENSFDAG00000006317
myotis_lucifugus ENSMLUG00000010636
erinaceus_europaeus ENSEEUG00000015422
pan_troglodytes ENSPTRG00000011638
pan_paniscus ENSPPAG00000042457
homo_sapiens ENSG00000119203
gorilla_gorilla ENSGGOG00000001757
nomascus_leucogenys ENSNLEG00000013359
pongo_abelii ENSPPYG00000012666
rhinopithecus_roxellana ENSRROG00000033792
rhinopithecus_bieti ENSRBIG00000041615
piliocolobus_tephrosceles ENSPTEG00000024811
papio_anubis ENSPANG00000016798
theropithecus_gelada ENSTGEG00000014768
mandrillus_leucophaeus ENSMLEG00000026825
cercocebus_atys ENSCATG00000014770
macaca_fascicularis ENSMFAG00000001339
macaca_nemestrina ENSMNEG00000039447
macaca_mulatta ENSMMUG00000018038
chlorocebus_sabaeus ENSCSAG00000007125
colobus_angolensis_palliatus ENSCANG00000034435
cebus_capucinus ENSCCAG00000036730
saimiri_boliviensis_boliviensis ENSSBOG00000027263
callithrix_jacchus ENSCJAG00000006276
aotus_nancymaae ENSANAG00000031254
carlito_syrichta ENSTSYG00000002967
prolemur_simus ENSPSMG00000020174
propithecus_coquereli ENSPCOG00000023016
microcebus_murinus ENSMICG00000002363
otolemur_garnettii ENSOGAG00000001680
castor_canadensis ENSCCNG00000005089
nannospalax_galili ENSNGAG00000019836
urocitellus_parryii ENSUPAG00010011610
ictidomys_tridecemlineatus ENSSTOG00000004476
spermophilus_dauricus ENSSDAG00000020683
