phascolarctos_cinereus ENSPCIG00000023167
notamacropus_eugenii ENSMEUG00000003952
sarcophilus_harrisii ENSSHAG00000012308
monodelphis_domestica ENSMODG00000000568
oryctolagus_cuniculus ENSOCUG00000006527
oryctolagus_cuniculus ENSOCUG00000024205
ochotona_princeps ENSOPRG00000006843
sorex_araneus ENSSARG00000010323
chinchilla_lanigera ENSCLAG00000008272
cavia_porcellus ENSCPOG00000009002
heterocephalus_glaber_male ENSHGLG00100012884
heterocephalus_glaber_female ENSHGLG00000016499
urocitellus_parryii ENSUPAG00010016296
ictidomys_tridecemlineatus ENSSTOG00000009582
spermophilus_dauricus ENSSDAG00000018083
marmota_marmota_marmota ENSMMMG00000021048
mus_spicilegus ENSMSIG00000012452
mus_musculus ENSMUSG00000040084
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025034
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024118
mus_pahari MGP_PahariEiJ_G0025561
rattus_norvegicus ENSRNOG00000007906
meriones_unguiculatus ENSMUGG00000000833
cricetulus_griseus_crigri-picr ENSCGRG00015001527
cricetulus_griseus_chok1gshd ENSCGRG00001019703
cricetulus_griseus_crigri ENSCGRG00000006205
mesocricetus_auratus ENSMAUG00000021488
microtus_ochrogaster ENSMOCG00000005642
peromyscus_maniculatus_bairdii ENSPEMG00000016014
nannospalax_galili ENSNGAG00000015870
jaculus_jaculus ENSJJAG00000018678
castor_canadensis ENSCCNG00000028813
castor_canadensis ENSCCNG00000028810
dipodomys_ordii ENSDORG00000007503
tupaia_belangeri ENSTBEG00000008999
macaca_mulatta ENSMMUG00000016686
macaca_nemestrina ENSMNEG00000002963
macaca_fascicularis ENSMFAG00000032047
theropithecus_gelada ENSTGEG00000000375
papio_anubis ENSPANG00000019488
mandrillus_leucophaeus ENSMLEG00000008441
cercocebus_atys ENSCATG00000027029
chlorocebus_sabaeus ENSCSAG00000007355
piliocolobus_tephrosceles ENSPTEG00000027066
colobus_angolensis_palliatus ENSCANG00000027846
rhinopithecus_bieti ENSRBIG00000042801
rhinopithecus_roxellana ENSRROG00000036537
pan_paniscus ENSPPAG00000044081
pan_troglodytes ENSPTRG00000006913
gorilla_gorilla ENSGGOG00000002288
homo_sapiens ENSG00000156970
pongo_abelii ENSPPYG00000006345
nomascus_leucogenys ENSNLEG00000002536
callithrix_jacchus ENSCJAG00000036373
saimiri_boliviensis_boliviensis ENSSBOG00000021538
cebus_capucinus ENSCCAG00000026679
aotus_nancymaae ENSANAG00000030458
carlito_syrichta ENSTSYG00000011978
propithecus_coquereli ENSPCOG00000022377
microcebus_murinus ENSMICG00000007654
prolemur_simus ENSPSMG00000009276
otolemur_garnettii ENSOGAG00000008449
pteropus_vampyrus ENSPVAG00000017073
myotis_lucifugus ENSMLUG00000008161
equus_caballus ENSECAG00000021452
equus_asinus_asinus ENSEASG00005016589
ovis_aries ENSOARG00000020126
capra_hircus ENSCHIG00000016057
bos_mutus ENSBMUG00000000640
bos_taurus ENSBTAG00000007237
bison_bison_bison ENSBBBG00000003688
tursiops_truncatus ENSTTRG00000000039
sus_scrofa ENSSSCG00000004782
vicugna_pacos ENSVPAG00000010284
ursus_maritimus ENSUMAG00000012938
ursus_maritimus ENSUMAG00000012933
ursus_americanus ENSUAMG00000004210
ailuropoda_melanoleuca ENSAMEG00000017203
neovison_vison ENSNVIG00000016343
mustela_putorius_furo ENSMPUG00000008380
canis_lupus_dingo ENSCAFG00020005953
canis_lupus_familiaris ENSCAFG00000008877
vulpes_vulpes ENSVVUG00000026450
panthera_tigris_altaica ENSPTIG00000006821
panthera_pardus ENSPPRG00000009630
felis_catus ENSFCAG00000013063
loxodonta_africana ENSLAFG00000011693
procavia_capensis ENSPCAG00000012418
echinops_telfairi ENSETEG00000014378
choloepus_hoffmanni ENSCHOG00000005451
dasypus_novemcinctus ENSDNOG00000001007
erinaceus_europaeus ENSEEUG00000013617
ornithorhynchus_anatinus ENSOANG00000010717
chrysemys_picta_bellii ENSCPBG00000013583
chelonoidis_abingdonii ENSCABG00000006832
pelodiscus_sinensis ENSPSIG00000009788
lepidothrix_coronata ENSLCOG00000001116
lepidothrix_coronata ENSLCOG00000001115
manacus_vitellinus ENSMVIG00005017782
lonchura_striata_domestica ENSLSDG00000004382
taeniopygia_guttata ENSTGUG00000007225
serinus_canaria ENSSCAG00000011432
junco_hyemalis ENSJHYG00000007107
ficedula_albicollis ENSFALG00000001034
parus_major ENSPMJG00000003283
cyanistes_caeruleus ENSCCEG00000016324
calidris_pygmaea ENSCPGG00000002139
calidris_pugnax ENSCPUG00000015021
melopsittacus_undulatus ENSMUNG00000011458
gallus_gallus ENSGALG00000036892
meleagris_gallopavo ENSMGAG00000003645
coturnix_japonica ENSCJPG00005013530
numida_meleagris ENSNMEG00000004913
